resource_utilization_id,date,hospital_id,hospital_name,department_id,department_name,resource_type,resource_category,total_units_available,units_in_use,units_under_maintenance,utilization_rate_pct,shortage_flag,capacity_hours,utilized_hours,idle_hours,downtime_hours,nurses_on_duty_snapshot,doctors_on_duty_snapshot,overtime_hours,avg_response_time_minutes,resource_condition,maintenance_due_flag,last_maintenance_date
R002938,2021-02-11,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,23.3,216.7,0.0,1.0,1.0,0.0,9.4,Good,No,
R002939,2021-02-11,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,0,0,0.0,No,120,0.0,119.5,0.49,,,0.0,14.2,Fair,No,2020-12-12
R002940,2021-02-11,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,2,0,25.0,No,192,16.7,141.9,0.0,1.0,1.0,1.1,2.9,,No,
R002941,2021-02-28,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,21.9,218.1,0.0,1.0,1.0,0.0,5.1,Good,No,
R002942,2021-02-28,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,0,0,0.0,No,120,0.0,119.7,0.29,,,0.0,3.0,Good,No,2021-01-28
R002943,2021-02-28,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,2,0,25.0,No,192,15.8,144.6,0.0,1.0,1.0,0.0,6.7,,No,
R002944,2021-03-01,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,23.3,216.7,0.0,1.0,1.0,0.0,7.3,Fair,No,
R002945,2021-03-01,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,0,0,0.0,No,120,0.0,119.7,0.32,,,0.0,9.9,Fair,No,2020-11-10
R002946,2021-03-01,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,2,0,25.0,No,192,15.3,146.1,0.0,1.0,1.0,0.0,3.8,,No,
R002947,2021-03-02,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,23.4,216.6,0.0,1.0,1.0,0.0,4.1,Good,No,
R002948,2021-03-02,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,0,0,0.0,No,120,0.0,119.5,0.46,,,0.0,10.8,Fair,No,2020-12-12
R002949,2021-03-02,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,2,0,25.0,No,192,16.1,143.7,0.0,1.0,1.0,0.0,3.3,,No,
R002950,2021-03-03,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,22.7,217.3,0.0,1.0,1.0,0.0,7.7,Good,No,
R002951,2021-03-03,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,1,0,20.0,No,120,21.2,98.3,0.5,,,0.0,11.8,Fair,No,2021-01-15
R002952,2021-03-03,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,2,0,25.0,No,192,16.6,142.2,0.0,1.0,1.0,1.1,4.3,,No,
R002953,2021-03-04,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,22.0,218.0,0.0,2.0,1.0,0.0,8.9,Good,No,
R002954,2021-03-04,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,0,0,0.0,No,120,0.0,119.7,0.28,,,0.0,14.8,Fair,No,2020-12-09
R002955,2021-03-04,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,3,0,37.5,No,192,25.1,116.7,0.0,2.0,1.0,0.0,2.2,,No,
R002956,2021-03-05,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,23.7,216.3,0.0,1.0,1.0,0.0,5.8,Good,No,
R002957,2021-03-05,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,0,0,0.0,No,120,0.0,119.9,0.08,,,0.0,6.6,Good,No,2021-01-23
R002958,2021-03-05,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,2,0,25.0,No,192,17.0,141.0,0.0,1.0,1.0,1.1,3.5,,No,
R002959,2021-03-06,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,23.3,216.7,0.0,1.0,1.0,0.0,8.3,Good,No,
R002960,2021-03-06,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,0,0,0.0,No,120,0.0,119.9,0.13,,,0.0,6.4,Good,No,2021-01-09
R002961,2021-03-06,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,2,0,25.0,No,192,16.9,141.3,0.0,1.0,1.0,1.1,7.8,,No,
R002962,2021-03-07,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,22.0,218.0,0.0,1.0,1.0,0.0,8.4,Good,No,
R002963,2021-03-07,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,0,0,0.0,No,120,0.0,119.6,0.42,,,0.0,7.5,Fair,No,2020-12-01
R002964,2021-03-07,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,2,0,25.0,No,192,15.1,146.7,0.0,1.0,1.0,1.4,4.5,,No,
R002965,2021-04-08,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,0,0,0.0,No,240,0.0,240.0,0.0,1.0,1.0,0.0,5.7,Good,No,
R002966,2021-04-08,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,0,0,0.0,No,120,0.0,119.6,0.42,,,0.0,14.0,Fair,No,2020-12-31
R002967,2021-04-08,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,2,0,25.0,No,192,15.5,145.5,0.0,1.0,1.0,1.4,6.0,,No,
R002968,2021-04-09,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,23.1,216.9,0.0,1.0,1.0,0.0,8.0,Good,No,
R002969,2021-04-09,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,1,0,20.0,No,120,21.9,97.8,0.26,,,0.0,2.3,Good,No,2021-01-07
R002970,2021-04-09,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,2,0,25.0,No,192,15.9,144.3,0.0,1.0,1.0,0.0,6.5,,No,
R002971,2021-04-10,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,22.3,217.7,0.0,1.0,1.0,0.0,4.5,Good,No,
R002972,2021-04-10,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,0,0,0.0,No,120,0.0,119.8,0.23,,,0.0,6.4,Good,No,2021-03-05
R002973,2021-04-10,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,2,0,25.0,No,192,15.7,144.9,0.0,1.0,1.0,1.1,2.0,,No,
R002974,2021-04-11,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,24.0,216.0,0.0,1.0,1.0,0.0,8.3,Good,No,
R002975,2021-04-11,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,0,0,0.0,No,120,0.0,119.5,0.5,,,0.0,4.4,Good,No,2021-04-01
R002976,2021-04-11,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,2,0,25.0,No,192,16.1,143.7,0.0,1.0,1.0,1.3,7.6,,No,
R002977,2021-04-12,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,23.3,216.7,0.0,2.0,1.0,0.0,10.0,Fair,No,
R002978,2021-04-12,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,0,0,0.0,No,120,0.0,119.5,0.48,,,0.0,3.4,Good,No,2021-03-14
R002979,2021-04-12,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,3,0,37.5,No,192,23.9,120.3,0.0,2.0,1.0,1.3,3.9,,No,
R002980,2021-04-13,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,23.1,216.9,0.0,1.0,1.0,0.0,,Good,No,
R002981,2021-04-13,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,0,0,0.0,No,120,0.0,119.8,0.25,,,0.0,3.2,Fair,No,2021-01-15
R002982,2021-04-13,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,2,0,25.0,No,192,15.6,145.2,0.0,1.0,1.0,2.2,2.0,,No,
R002983,2021-06-16,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,22.2,217.8,0.0,1.0,1.0,0.0,3.6,Good,No,
R002984,2021-06-16,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,0,0,0.0,No,120,0.0,119.6,0.39,,,0.0,4.9,Fair,No,2021-05-16
R002985,2021-06-16,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,2,0,25.0,No,192,16.7,141.9,0.0,1.0,1.0,0.5,4.7,,No,
R002986,2021-06-17,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,23.1,216.9,0.0,1.0,1.0,0.0,5.3,Good,No,
R002987,2021-06-17,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,0,0,0.0,No,120,0.0,119.6,0.39,,,0.0,5.6,Fair,No,2021-05-27
R002988,2021-06-17,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,2,0,25.0,No,192,16.3,143.1,0.0,1.0,1.0,0.0,5.9,,No,
R002989,2021-06-25,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,22.6,217.4,0.0,1.0,1.0,0.0,9.7,Good,No,
R002990,2021-06-25,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,0,0,0.0,No,120,0.0,119.5,0.5,,,0.0,11.7,,No,2021-04-19
R002991,2021-06-25,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,2,0,25.0,No,192,16.4,142.8,0.0,1.0,1.0,0.2,3.3,,No,
R002992,2021-06-26,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,23.1,216.9,0.0,1.0,1.0,0.0,9.5,Good,No,
R002993,2021-06-26,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,0,0,0.0,No,120,0.0,119.7,0.27,,,0.0,8.8,Good,No,2021-05-15
R002994,2021-06-26,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,2,0,25.0,No,192,15.4,145.8,0.0,1.0,1.0,0.9,4.4,,No,
R002995,2021-08-29,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,0,0,0.0,No,240,0.0,240.0,0.0,1.0,1.0,0.0,3.4,Good,No,
R002996,2021-08-29,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,0,0,0.0,No,120,0.0,119.6,0.43,,,0.0,7.1,Fair,No,2021-06-27
R002997,2021-08-29,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,2,0,25.0,No,192,16.5,142.5,0.0,1.0,1.0,1.0,4.0,,No,
R002998,2021-08-30,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,21.7,218.3,0.0,1.0,1.0,0.0,7.1,Good,No,
R002999,2021-08-30,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,0,0,0.0,No,120,0.0,119.9,0.08,,,0.0,9.6,Good,No,2021-05-08
R003000,2021-08-30,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,2,0,25.0,No,192,15.4,145.8,0.0,1.0,1.0,0.0,3.6,,No,
R003001,2021-08-31,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,23.8,216.2,0.0,1.0,1.0,0.0,8.3,Good,No,
R003002,2021-08-31,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,0,0,0.0,No,120,0.0,119.6,0.37,,,0.0,6.3,Good,No,2021-07-02
R003003,2021-08-31,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,2,0,25.0,No,192,15.7,144.9,0.0,1.0,1.0,0.0,6.0,,No,
R003004,2021-09-01,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,23.1,216.9,0.0,1.0,1.0,0.0,4.7,Fair,No,
R003005,2021-09-01,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,0,0,0.0,No,120,0.0,119.9,0.09,,,0.0,6.3,Good,No,2021-05-05
R003006,2021-09-01,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,2,0,25.0,No,192,15.6,145.2,0.0,1.0,1.0,2.1,4.7,,No,
R003007,2021-09-24,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,22.5,217.5,0.0,1.0,1.0,0.0,8.1,Good,No,
R003008,2021-09-24,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,0,0,0.0,No,120,0.0,119.5,0.45,,,0.0,3.2,Good,No,2021-08-11
R003009,2021-09-24,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,2,0,25.0,No,192,17.0,141.0,0.0,1.0,1.0,0.0,7.9,,No,
R003010,2021-09-25,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,22.3,217.7,0.0,1.0,1.0,0.0,8.3,Good,No,
R003011,2021-09-25,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,0,0,0.0,No,120,0.0,119.5,0.5,,,0.0,6.1,,No,2021-09-20
R003012,2021-09-25,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,2,0,25.0,No,192,15.8,144.6,0.0,1.0,1.0,1.9,7.5,,No,
R003013,2021-10-25,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,23.5,216.5,0.0,1.0,1.0,0.0,8.1,Good,No,
R003014,2021-10-25,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,1,0,20.0,No,120,19.5,99.9,0.61,,,0.0,4.0,Fair,No,2021-07-26
R003015,2021-10-25,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,2,0,25.0,No,192,15.1,146.7,0.0,1.0,1.0,0.4,7.7,,No,
R003016,2021-10-26,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,21.8,218.2,0.0,1.0,1.0,0.0,3.7,Good,No,
R003017,2021-10-26,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,1,0,20.0,No,120,21.3,98.5,0.18,,,0.0,8.2,Good,No,2021-10-01
R003018,2021-10-26,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,2,0,25.0,No,192,15.6,145.2,0.0,1.0,1.0,0.2,4.8,,No,
R003019,2021-10-27,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,21.9,218.1,0.0,1.0,1.0,0.0,3.9,Good,No,
R003020,2021-10-27,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,0,0,0.0,No,120,0.0,119.6,0.41,,,0.0,3.3,Good,No,2021-08-18
R003021,2021-10-27,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,2,0,25.0,No,192,16.6,142.2,0.0,1.0,1.0,0.3,5.3,,No,
R003022,2021-10-28,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,23.2,216.8,0.0,2.0,1.0,0.0,8.2,Good,No,
R003023,2021-10-28,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,0,0,0.0,No,120,0.0,119.5,0.54,,,0.0,7.5,Good,No,2021-09-23
R003024,2021-10-28,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,3,0,37.5,No,192,25.4,115.8,0.0,2.0,1.0,0.5,6.9,,No,
R003025,2021-10-29,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,23.8,216.2,0.0,1.0,1.0,0.0,3.2,Good,No,
R003026,2021-10-29,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,0,0,0.0,No,120,0.0,119.6,0.4,,,0.0,5.8,Good,No,2021-08-01
R003027,2021-10-29,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,2,0,25.0,No,192,16.3,143.1,0.0,1.0,1.0,0.6,5.3,,No,
R003028,2021-12-20,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,22.4,217.6,0.0,2.0,1.0,0.0,8.2,Good,No,
R003029,2021-12-20,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,1,0,20.0,No,120,19.9,99.9,0.15,,,0.0,10.7,Fair,No,2021-11-01
R003030,2021-12-20,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,3,0,37.5,No,192,25.5,115.5,0.0,2.0,1.0,0.3,5.1,,No,
R003031,2021-12-21,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,21.8,218.2,0.0,1.0,1.0,0.0,4.2,Good,No,
R003032,2021-12-21,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,0,0,0.0,No,120,0.0,119.6,0.41,,,0.0,8.3,Needs Attention,No,2021-12-10
R003033,2021-12-21,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,2,0,25.0,No,192,16.4,142.8,0.0,1.0,1.0,0.6,4.8,,No,
R003034,2021-12-22,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,23.5,216.5,0.0,1.0,1.0,0.0,8.8,Good,No,
R003035,2021-12-22,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,1,0,20.0,No,120,17.9,101.8,0.29,,,0.0,12.6,Good,No,2021-09-30
R003036,2021-12-22,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,2,0,25.0,No,192,15.1,146.7,0.0,1.0,1.0,0.0,6.2,,No,
R003037,2021-12-23,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,23.9,216.1,0.0,1.0,1.0,0.0,6.1,Good,No,
R003038,2021-12-23,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,0,0,0.0,No,120,0.0,119.4,0.58,,,0.0,4.0,Good,No,2021-11-02
R003039,2021-12-23,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,2,0,25.0,No,192,17.0,141.0,0.0,1.0,1.0,0.1,2.9,,No,
R003040,2021-12-24,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,21.8,218.2,0.0,1.0,1.0,0.0,6.7,Needs Attention,No,
R003041,2021-12-24,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,0,0,0.0,No,120,0.0,119.7,0.35,,,0.0,11.0,Good,No,2021-09-04
R003042,2021-12-24,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,2,0,25.0,No,192,16.2,143.4,0.0,1.0,1.0,1.7,6.5,,No,
R003043,2022-11-06,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,23.3,216.7,0.0,1.0,1.0,0.0,3.3,Fair,No,
R003044,2022-11-06,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,0,0,0.0,No,120,0.0,119.6,0.39,,,0.0,3.9,Needs Attention,No,2022-10-09
R003045,2022-11-06,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,2,0,25.0,No,192,15.5,145.5,0.0,1.0,1.0,1.2,6.8,,No,
R003046,2022-11-07,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,22.6,217.4,0.0,1.0,1.0,0.0,3.5,Fair,No,
R003047,2022-11-07,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,0,0,0.0,No,120,0.0,119.8,0.19,,,0.0,12.2,Good,No,2022-08-17
R003048,2022-11-07,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,2,0,25.0,No,192,15.4,145.8,0.0,1.0,1.0,0.5,3.3,,No,
R003049,2022-11-08,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,24.0,216.0,0.0,1.0,1.0,0.0,7.0,Good,No,
R003050,2022-11-08,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,0,0,0.0,No,120,0.0,119.4,0.63,,,0.0,5.0,Fair,No,2022-08-13
R003051,2022-11-08,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,2,0,25.0,No,192,15.9,144.3,0.0,1.0,1.0,1.8,4.7,,No,
R003052,2022-11-09,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,22.4,217.6,0.0,1.0,1.0,0.0,9.7,Good,No,
R003053,2022-11-09,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,0,0,0.0,No,120,0.0,119.7,0.3,,,0.0,3.6,Fair,No,2022-09-06
R003054,2022-11-09,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,2,0,25.0,No,192,15.2,146.4,0.0,1.0,1.0,0.4,4.1,,No,
R003055,2022-11-10,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,23.1,216.9,0.0,1.0,1.0,0.0,6.9,,No,
R003056,2022-11-10,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,0,0,0.0,No,120,0.0,119.8,0.22,,,0.0,4.9,Good,No,2022-09-23
R003057,2022-11-10,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,2,0,25.0,No,192,15.5,145.5,0.0,1.0,1.0,0.0,7.5,,No,
R003058,2023-01-08,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,22.2,217.8,0.0,1.0,1.0,0.0,6.3,Needs Attention,No,
R003059,2023-01-08,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,1,0,20.0,No,120,18.7,101.0,0.25,,,0.0,9.8,Good,No,2022-11-15
R003060,2023-01-08,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,2,0,25.0,No,192,15.9,144.3,0.0,1.0,1.0,0.0,7.0,,No,
R003061,2023-01-09,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,22.4,217.6,0.0,1.0,1.0,0.0,3.6,,No,
R003062,2023-01-09,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,0,0,0.0,No,120,0.0,119.5,0.45,,,0.0,7.8,Good,No,2022-12-19
R003063,2023-01-09,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,2,0,25.0,No,192,16.4,142.8,0.0,1.0,1.0,1.0,2.2,,No,
R003064,2023-01-10,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,23.2,216.8,0.0,1.0,1.0,0.0,6.5,Good,No,
R003065,2023-01-10,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,0,0,0.0,No,120,0.0,119.8,0.19,,,0.0,2.3,Needs Attention,No,2022-12-04
R003066,2023-01-10,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,2,0,25.0,No,192,15.0,147.0,0.0,1.0,1.0,1.1,6.9,,No,
R003067,2023-01-11,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,22.0,218.0,0.0,2.0,1.0,0.0,5.7,Fair,No,
R003068,2023-01-11,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,0,0,0.0,No,120,0.0,119.8,0.19,,,0.0,13.7,Fair,No,2022-11-13
R003069,2023-01-11,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,3,0,37.5,No,192,23.4,121.8,0.0,2.0,1.0,0.6,5.7,,No,
R003070,2023-03-18,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,22.2,217.8,0.0,1.0,1.0,0.0,7.9,Good,No,
R003071,2023-03-18,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,0,0,0.0,No,120,0.0,120.0,0.03,,,0.0,4.9,Good,No,2022-11-26
R003072,2023-03-18,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,2,0,25.0,No,192,16.6,142.2,0.0,1.0,1.0,1.6,3.3,,No,
R003073,2023-05-02,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,23.5,216.5,0.0,1.0,1.0,0.0,7.9,Good,No,
R003074,2023-05-02,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,0,0,0.0,No,120,0.0,119.8,0.16,,,0.0,5.5,Fair,No,2023-01-20
R003075,2023-05-02,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,2,0,25.0,No,192,15.8,144.6,0.0,1.0,1.0,0.0,6.5,,No,
R003076,2023-05-03,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,22.9,217.1,0.0,1.0,1.0,0.0,4.9,Good,No,
R003077,2023-05-03,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,0,0,0.0,No,120,0.0,119.8,0.24,,,0.0,6.0,Fair,No,2023-04-07
R003078,2023-05-03,H002,CityCare Medical Center,D002,General Medicine,Clinical Staff,Nursing & Physician Staff,8,2,0,25.0,No,192,16.9,141.3,0.0,1.0,1.0,1.0,7.9,,No,
R003079,2023-05-04,H002,CityCare Medical Center,D002,General Medicine,Bed,Inpatient Beds,10,1,0,10.0,No,240,23.7,216.3,0.0,1.0,1.0,0.0,4.4,Good,No,
R003080,2023-05-04,H002,CityCare Medical Center,D002,General Medicine,Equipment,General Ward Equipment,5,0,0,0.0,No,120,0.0,119.5,0.53,,,0.0,7.2,Good,No,2023-03-07
