resource_utilization_id,date,hospital_id,hospital_name,department_id,department_name,resource_type,resource_category,total_units_available,units_in_use,units_under_maintenance,utilization_rate_pct,shortage_flag,capacity_hours,utilized_hours,idle_hours,downtime_hours,nurses_on_duty_snapshot,doctors_on_duty_snapshot,overtime_hours,avg_response_time_minutes,resource_condition,maintenance_due_flag,last_maintenance_date
R0279,2026-05-11,H003,Sunrise Multi-Specialty Hospital,D05,icu,Clinical Staff,Nursing Staff,19,8,2,42.11,0,12,5.05,6.95,0.27,14,2,3.58,6.64,Fair,0,2026-03-20
R0280,2026-05-16,H001,CityCare General Hospital,D03,cardiology,Bed,ICU Bed,18,6,3,33.33,0,24,8.0,16.0,3.78,5,1,1.03,9.17,Good,0,2026-03-04
R0281,2026-05-21,H002,Green Valley Medical Center,D01,emergency department,Equipment,Ventilator,13,11,0,84.62,0,24,20.31,3.69,2.12,11,1,1.63,14.86,Good,0,2026-02-06
R0282,2026-05-26,H003,Sunrise Multi-Specialty Hospital,D06,pediatrics,Clinical Staff,Doctors,18,14,1,77.78,0,12,9.33,2.67,0.29,5,1,1.68,16.42,Good,0,2026-02-03
R0283,2026-05-31,H001,CityCare General Hospital,D04,orthopedics,Bed,Private Bed,38,14,2,36.84,0,24,8.84,15.16,3.97,6,2,1.2,10.13,Good,0,2026-04-12
R0284,2026-06-05,H002,Green Valley Medical Center,D02,general medicine,Equipment,X-Ray Unit,25,14,1,56.0,0,24,13.44,10.56,3.96,9,1,0.74,21.71,Good,0,2026-02-25
R0285,2026-06-10,H003,Sunrise Multi-Specialty Hospital,D07,general surgery,Clinical Staff,Nursing Staff,7,3,1,42.86,0,12,5.14,6.86,0.44,11,5,3.18,23.32,Good,0,2026-03-08
R0286,2026-06-15,H001,CityCare General Hospital,D05,icu,Bed,Semi-Private Bed,27,10,2,37.04,0,24,8.89,15.11,1.24,11,5,0.97,23.55,Good,0,2026-03-02
R0287,2026-06-20,H002,Green Valley Medical Center,D03,cardiology,Equipment,Infusion Pump,9,7,0,77.78,0,24,18.67,5.33,3.02,4,4,0.02,24.47,Good,0,2026-05-20
R0288,2026-06-25,H003,Sunrise Multi-Specialty Hospital,D01,emergency department,Clinical Staff,Doctors,18,11,2,61.11,0,12,7.33,4.67,0.54,9,4,1.84,22.76,Fair,0,2026-04-22
R0289,2026-01-01,H001,CityCare General Hospital,D06,pediatrics,Bed,General Bed,37,13,3,35.14,0,24,8.43,15.57,0.85,7,2,1.0,9.31,Fair,0,2025-09-13
R0290,2026-01-06,H002,Green Valley Medical Center,D04,orthopedics,Equipment,Patient Monitor,12,4,0,33.33,0,24,8.0,16.0,4.23,3,2,2.98,22.09,Good,0,2025-10-09
R0291,2026-01-11,H003,Sunrise Multi-Specialty Hospital,D02,general medicine,Clinical Staff,Nursing Staff,26,16,2,61.54,0,12,7.38,4.62,0.31,3,1,1.91,10.3,Good,0,2025-12-03
R0292,2026-01-16,H001,CityCare General Hospital,D07,general surgery,Bed,ICU Bed,24,11,2,45.83,0,24,11.0,13.0,1.42,4,3,3.5,9.45,Good,0,2025-12-16
R0293,2026-01-21,H002,Green Valley Medical Center,D05,icu,Equipment,Ventilator,21,11,1,52.38,0,24,12.57,11.43,0.13,11,1,4.56,22.94,Good,0,2025-11-01
R0294,2026-01-26,H003,Sunrise Multi-Specialty Hospital,D03,cardiology,Clinical Staff,Doctors,11,8,0,72.73,0,12,8.73,3.27,1.0,3,2,1.45,10.31,Good,0,2025-12-30
R0295,2026-01-31,H001,CityCare General Hospital,D01,emergency department,Bed,Private Bed,27,15,3,55.56,0,24,13.33,10.67,2.75,7,1,3.85,21.29,Good,0,2025-10-26
R0296,2026-02-05,H002,Green Valley Medical Center,D06,pediatrics,Equipment,X-Ray Unit,23,12,0,52.17,0,24,12.52,11.48,1.86,4,1,3.67,3.48,Good,0,2026-01-16
R0297,2026-02-10,H003,Sunrise Multi-Specialty Hospital,D04,orthopedics,Clinical Staff,Nursing Staff,9,7,1,77.78,0,12,9.33,2.67,1.62,10,5,2.5,18.41,Good,0,2025-10-21
R0298,2026-02-15,H001,CityCare General Hospital,D02,general medicine,Bed,Semi-Private Bed,31,13,4,41.94,0,24,10.07,13.93,2.7,10,2,2.84,13.08,Good,0,2026-02-03
R0299,2026-02-20,H002,Green Valley Medical Center,D07,general surgery,Equipment,Infusion Pump,17,12,0,70.59,0,24,16.94,7.06,3.31,6,4,3.32,9.82,Good,0,2025-10-29
R0300,2026-02-25,H003,Sunrise Multi-Specialty Hospital,D05,icu,Clinical Staff,Doctors,11,6,0,54.55,0,12,6.55,5.45,0.44,5,3,1.8,23.61,Good,0,2025-10-28
R0301,2026-03-02,H001,CityCare General Hospital,D03,cardiology,Bed,General Bed,33,24,2,72.73,0,24,17.46,6.54,0.41,6,4,0.38,5.18,Good,0,2026-02-07
R0302,2026-03-07,H002,Green Valley Medical Center,D01,emergency department,Equipment,Patient Monitor,15,5,1,33.33,0,24,8.0,16.0,1.22,12,4,4.01,4.99,Good,0,2025-11-11
R0303,2026-03-12,H003,Sunrise Multi-Specialty Hospital,D06,pediatrics,Clinical Staff,Nursing Staff,20,17,2,85.0,0,12,10.2,1.8,0.02,5,2,0.3,23.38,Good,0,2026-01-03
R0304,2026-03-17,H001,CityCare General Hospital,D04,orthopedics,Bed,ICU Bed,17,11,2,64.71,0,24,15.53,8.47,0.25,9,4,4.8,22.47,Good,0,2026-01-23
R0305,2026-03-22,H002,Green Valley Medical Center,D02,general medicine,Equipment,Ventilator,21,15,1,71.43,0,24,17.14,6.86,2.37,12,1,4.44,17.91,Good,0,2026-01-18
R0306,2026-03-27,H003,Sunrise Multi-Specialty Hospital,D07,general surgery,Clinical Staff,Doctors,28,8,3,28.57,0,12,3.43,8.57,0.31,6,1,2.16,19.32,Needs Maintenance,1,2025-12-10
R0307,2026-04-01,H001,CityCare General Hospital,D05,icu,Bed,Private Bed,34,23,2,67.65,0,24,16.24,7.76,0.62,8,3,3.82,24.28,Good,0,2026-02-23
R0308,2026-04-06,H002,Green Valley Medical Center,D03,cardiology,Equipment,X-Ray Unit,14,10,1,71.43,0,24,17.14,6.86,2.84,6,1,3.3,17.48,Fair,0,2026-03-23
R0309,2026-04-11,H003,Sunrise Multi-Specialty Hospital,D01,emergency department,Clinical Staff,Nursing Staff,18,11,2,61.11,0,12,7.33,4.67,0.34,4,5,0.42,16.56,Good,0,2025-12-21
R0310,2026-04-16,H001,CityCare General Hospital,D06,pediatrics,Bed,Semi-Private Bed,15,13,1,86.67,0,24,20.8,3.2,0.0,11,1,4.6,15.71,Fair,0,2026-01-20
R0311,2026-04-21,H002,Green Valley Medical Center,D04,orthopedics,Equipment,Infusion Pump,7,5,0,71.43,0,24,17.14,6.86,3.49,10,5,3.78,6.1,Good,0,2026-03-21
R0312,2026-04-26,H003,Sunrise Multi-Specialty Hospital,D02,general medicine,Clinical Staff,Doctors,23,15,3,65.22,0,12,7.83,4.17,0.37,8,4,2.35,17.91,Good,0,2026-02-12
R0313,2026-05-01,H001,CityCare General Hospital,D07,general surgery,Bed,General Bed,40,16,1,40.0,0,24,9.6,14.4,0.62,6,3,3.46,17.51,Good,0,2026-03-18
R0314,2026-05-06,H002,Green Valley Medical Center,D05,icu,Equipment,Patient Monitor,16,13,1,81.25,0,24,19.5,4.5,4.92,11,5,0.46,12.46,Good,0,2026-02-18
R0315,2026-05-11,H003,Sunrise Multi-Specialty Hospital,D03,cardiology,Clinical Staff,Nursing Staff,13,7,1,53.85,0,12,6.46,5.54,1.56,9,4,4.85,3.55,Good,0,2026-03-10
R0316,2026-05-16,H001,CityCare General Hospital,D01,emergency department,Bed,ICU Bed,37,32,1,86.49,0,24,20.76,3.24,0.0,12,3,1.96,24.06,Good,1,2026-02-12
R0317,2026-05-21,H002,Green Valley Medical Center,D06,pediatrics,Equipment,Ventilator,9,7,1,77.78,0,24,18.67,5.33,3.27,3,3,2.99,14.54,Fair,1,2026-03-29
R0318,2026-05-26,H003,Sunrise Multi-Specialty Hospital,D04,orthopedics,Clinical Staff,Doctors,29,24,1,82.76,0,12,9.93,2.07,0.62,3,4,0.11,15.3,Good,0,2026-02-22
R0319,2026-05-31,H001,CityCare General Hospital,D02,general medicine,Bed,Private Bed,14,7,1,50.0,0,24,12.0,12.0,3.83,9,2,3.09,3.0,Good,0,2026-02-26
R0320,2026-06-05,H002,Green Valley Medical Center,D07,general surgery,Equipment,X-Ray Unit,26,19,2,73.08,0,24,17.54,6.46,2.09,9,4,0.19,20.74,Good,0,2026-04-19
R0321,2026-06-10,H003,Sunrise Multi-Specialty Hospital,D05,icu,Clinical Staff,Nursing Staff,6,5,0,83.33,0,12,10.0,2.0,1.02,9,3,1.15,6.12,Good,0,2026-02-19
R0322,2026-06-15,H001,CityCare General Hospital,D03,cardiology,Bed,Semi-Private Bed,46,26,4,56.52,0,24,13.56,10.44,2.56,14,2,3.85,24.67,Fair,0,2026-04-04
R0323,2026-06-20,H002,Green Valley Medical Center,D01,emergency department,Equipment,Infusion Pump,12,8,1,66.67,0,24,16.0,8.0,4.6,12,3,0.23,21.43,Fair,0,2026-04-07
R0324,2026-06-25,H003,Sunrise Multi-Specialty Hospital,D06,pediatrics,Clinical Staff,Doctors,29,23,1,79.31,0,12,9.52,2.48,1.44,14,2,3.91,17.16,Good,0,2026-05-12
R0325,2026-01-01,H001,CityCare General Hospital,D04,orthopedics,Bed,General Bed,25,21,2,84.0,0,24,20.16,3.84,4.01,13,5,3.49,4.68,Good,0,2025-11-27
R0326,2026-01-06,H002,Green Valley Medical Center,D02,general medicine,Equipment,Patient Monitor,27,17,1,62.96,0,24,15.11,8.89,0.24,3,2,3.22,16.25,Good,0,2025-11-03
R0327,2026-01-11,H003,Sunrise Multi-Specialty Hospital,D07,general surgery,Clinical Staff,Nursing Staff,29,13,2,44.83,0,12,5.38,6.62,1.33,6,1,2.99,14.75,Good,0,2025-11-29
R0328,2026-01-16,H001,CityCare General Hospital,D05,icu,Bed,ICU Bed,49,40,2,81.63,0,24,19.59,4.41,0.39,11,1,0.65,17.01,Good,0,2025-11-02
R0329,2026-01-21,H002,Green Valley Medical Center,D03,cardiology,Equipment,Ventilator,8,5,0,62.5,0,24,15.0,9.0,1.69,6,4,4.31,22.46,Fair,0,2026-01-05
R0330,2026-01-26,H003,Sunrise Multi-Specialty Hospital,D01,emergency department,Clinical Staff,Doctors,9,5,1,55.56,0,12,6.67,5.33,0.65,11,5,3.8,21.05,Good,0,2026-01-05
R0331,2026-01-31,H001,CityCare General Hospital,D06,pediatrics,Bed,Private Bed,28,14,2,50.0,0,24,12.0,12.0,0.91,4,5,3.53,21.81,Good,0,2025-10-15
R0332,2026-02-05,H002,Green Valley Medical Center,D04,orthopedics,Equipment,X-Ray Unit,12,9,0,75.0,0,24,18.0,6.0,4.07,3,4,4.3,6.67,Good,0,2025-10-09
R0333,2026-02-10,H003,Sunrise Multi-Specialty Hospital,D02,general medicine,Clinical Staff,Nursing Staff,12,6,0,50.0,0,12,6.0,6.0,0.15,10,5,0.0,18.33,Good,0,2025-11-25
R0334,2026-02-15,H001,CityCare General Hospital,D07,general surgery,Bed,Semi-Private Bed,14,13,1,92.86,1,24,22.29,1.71,0.05,3,1,0.76,20.71,Good,0,2025-10-18
R0335,2026-02-20,H002,Green Valley Medical Center,D05,icu,Equipment,Infusion Pump,6,5,0,83.33,0,24,20.0,4.0,2.59,3,5,4.45,4.22,Fair,0,2025-12-10
R0336,2026-02-25,H003,Sunrise Multi-Specialty Hospital,D03,cardiology,Clinical Staff,Doctors,22,11,2,50.0,0,12,6.0,6.0,1.41,13,1,0.24,17.33,Good,0,2025-11-13
R0337,2026-03-02,H001,CityCare General Hospital,D01,emergency department,Bed,General Bed,15,8,0,53.33,0,24,12.8,11.2,4.56,7,2,1.18,10.04,Good,0,2025-12-19
R0338,2026-03-07,H002,Green Valley Medical Center,D06,pediatrics,Equipment,Patient Monitor,7,4,0,57.14,0,24,13.71,10.29,3.93,13,5,2.54,5.91,Fair,0,2025-11-08
R0339,2026-03-12,H003,Sunrise Multi-Specialty Hospital,D04,orthopedics,Clinical Staff,Nursing Staff,30,16,2,53.33,0,12,6.4,5.6,0.97,14,5,3.82,11.81,Good,0,2025-11-19
R0340,2026-03-17,H001,CityCare General Hospital,D02,general medicine,Bed,ICU Bed,12,8,2,66.67,0,24,16.0,8.0,4.53,10,4,3.98,11.97,Good,0,2026-02-02
R0341,2026-03-22,H002,Green Valley Medical Center,D07,general surgery,Equipment,Ventilator,20,11,2,55.0,0,24,13.2,10.8,1.72,9,1,2.44,12.74,Good,0,2026-02-12
R0342,2026-03-27,H003,Sunrise Multi-Specialty Hospital,D05,icu,Clinical Staff,Doctors,15,8,0,53.33,0,12,6.4,5.6,1.34,11,4,0.18,11.66,Fair,0,2026-03-12
R0343,2026-04-01,H001,CityCare General Hospital,D03,cardiology,Bed,Private Bed,21,11,1,52.38,0,24,12.57,11.43,0.32,5,5,2.31,11.94,Good,0,2025-12-19
R0344,2026-04-06,H002,Green Valley Medical Center,D01,emergency department,Equipment,X-Ray Unit,22,13,1,59.09,0,24,14.18,9.82,3.07,5,2,2.8,20.68,Good,0,2026-02-24
R0345,2026-04-11,H003,Sunrise Multi-Specialty Hospital,D06,pediatrics,Clinical Staff,Nursing Staff,21,13,0,61.9,0,12,7.43,4.57,0.06,6,4,2.99,24.28,Fair,0,2025-12-24
R0346,2026-04-16,H001,CityCare General Hospital,D04,orthopedics,Bed,Semi-Private Bed,30,15,0,50.0,0,24,12.0,12.0,0.62,11,2,4.12,20.2,Fair,0,2025-12-19
R0347,2026-04-21,H002,Green Valley Medical Center,D02,general medicine,Equipment,Infusion Pump,23,14,2,60.87,0,24,14.61,9.39,4.26,3,5,0.29,23.35,Needs Maintenance,1,2026-03-23
R0348,2026-04-26,H003,Sunrise Multi-Specialty Hospital,D07,general surgery,Clinical Staff,Doctors,22,13,3,59.09,0,12,7.09,4.91,1.0,13,3,3.27,17.02,Good,0,2026-02-24
R0349,2026-05-01,H001,CityCare General Hospital,D05,icu,Bed,General Bed,12,9,0,75.0,0,24,18.0,6.0,3.66,14,4,2.05,18.01,Good,0,2026-03-27
R0350,2026-05-06,H002,Green Valley Medical Center,D03,cardiology,Equipment,Patient Monitor,10,7,0,70.0,0,24,16.8,7.2,4.68,10,5,3.11,21.18,Good,1,2026-02-13
R0351,2026-05-11,H003,Sunrise Multi-Specialty Hospital,D01,emergency department,Clinical Staff,Nursing Staff,10,8,0,80.0,0,12,9.6,2.4,0.47,6,2,2.96,13.84,Fair,0,2026-04-15
R0352,2026-05-16,H001,CityCare General Hospital,D06,pediatrics,Bed,ICU Bed,39,31,0,79.49,0,24,19.08,4.92,1.82,6,4,0.67,15.75,Good,0,2026-04-10
R0353,2026-05-21,H002,Green Valley Medical Center,D04,orthopedics,Equipment,Ventilator,18,16,2,88.89,0,24,21.33,2.67,1.97,14,1,1.34,20.9,Needs Maintenance,1,2026-03-18
R0354,2026-05-26,H003,Sunrise Multi-Specialty Hospital,D02,general medicine,Clinical Staff,Doctors,9,6,0,66.67,0,12,8.0,4.0,0.93,14,5,0.98,5.96,Good,0,2026-02-25
R0355,2026-05-31,H001,CityCare General Hospital,D07,general surgery,Bed,Private Bed,10,6,0,60.0,0,24,14.4,9.6,2.15,3,2,2.7,9.11,Fair,0,2026-03-22
R0356,2026-06-05,H002,Green Valley Medical Center,D05,icu,Equipment,X-Ray Unit,30,14,1,46.67,0,24,11.2,12.8,1.01,10,3,2.03,6.9,Fair,0,2026-03-01
R0357,2026-06-10,H003,Sunrise Multi-Specialty Hospital,D03,cardiology,Clinical Staff,Nursing Staff,14,12,0,85.71,0,12,10.29,1.71,0.47,14,5,4.37,14.4,Good,0,2026-04-24
R0358,2026-06-15,H001,CityCare General Hospital,D01,emergency department,Bed,Semi-Private Bed,33,26,2,78.79,0,24,18.91,5.09,4.18,8,1,2.58,24.24,Good,0,2026-03-16
R0359,2026-06-20,H002,Green Valley Medical Center,D06,pediatrics,Equipment,Infusion Pump,13,2,0,15.38,0,24,3.69,20.31,1.62,6,1,3.35,16.24,Good,0,2026-05-06
R0360,2026-06-25,H003,Sunrise Multi-Specialty Hospital,D04,orthopedics,Clinical Staff,Doctors,18,16,1,88.89,0,12,10.67,1.33,1.71,10,5,4.2,13.89,Good,0,2026-03-22
R0361,2026-01-01,H001,CityCare General Hospital,D02,general medicine,Bed,General Bed,31,19,2,61.29,0,24,14.71,9.29,3.63,12,5,3.36,20.68,Good,0,2025-10-11
R0362,2026-01-06,H002,Green Valley Medical Center,D07,general surgery,Equipment,Patient Monitor,26,18,1,69.23,0,24,16.62,7.38,0.85,12,1,0.63,8.39,Good,1,2025-10-12
R0363,2026-01-11,H003,Sunrise Multi-Specialty Hospital,D05,icu,Clinical Staff,Nursing Staff,18,15,1,83.33,0,12,10.0,2.0,1.69,12,3,2.31,14.63,Good,0,2025-12-22
R0364,2026-01-16,H001,CityCare General Hospital,D03,cardiology,Bed,ICU Bed,49,25,4,51.02,0,24,12.24,11.76,4.93,11,4,0.2,23.82,Good,0,2025-12-05
R0365,2026-01-21,H002,Green Valley Medical Center,D01,emergency department,Equipment,Ventilator,10,6,0,60.0,0,24,14.4,9.6,4.93,13,3,3.5,18.53,Good,0,2025-11-26
R0366,2026-01-26,H003,Sunrise Multi-Specialty Hospital,D06,pediatrics,Clinical Staff,Doctors,14,8,0,57.14,0,12,6.86,5.14,0.93,14,1,4.69,22.86,Fair,0,2025-10-25
R0367,2026-01-31,H001,CityCare General Hospital,D04,orthopedics,Bed,Private Bed,25,8,2,32.0,0,24,7.68,16.32,0.67,8,1,0.58,23.23,Good,0,2025-10-30
R0368,2026-02-05,H002,Green Valley Medical Center,D02,general medicine,Equipment,X-Ray Unit,15,5,1,33.33,0,24,8.0,16.0,1.69,6,2,1.45,14.0,Fair,0,2025-11-29
R0369,2026-02-10,H003,Sunrise Multi-Specialty Hospital,D07,general surgery,Clinical Staff,Nursing Staff,25,14,0,56.0,0,12,6.72,5.28,1.89,6,1,0.72,18.94,Good,0,2025-12-09
R0370,2026-02-15,H001,CityCare General Hospital,D05,icu,Bed,Semi-Private Bed,23,12,1,52.17,0,24,12.52,11.48,4.61,14,5,4.03,23.61,Good,0,2026-01-02
R0371,2026-02-20,H002,Green Valley Medical Center,D03,cardiology,Equipment,Infusion Pump,28,19,2,67.86,0,24,16.29,7.71,0.82,10,5,3.74,18.95,Good,0,2025-12-21
R0372,2026-02-25,H003,Sunrise Multi-Specialty Hospital,D01,emergency department,Clinical Staff,Doctors,21,13,3,61.9,0,12,7.43,4.57,1.64,8,2,3.26,19.22,Good,0,2025-10-29
R0373,2026-03-02,H001,CityCare General Hospital,D06,pediatrics,Bed,General Bed,21,13,3,61.9,0,24,14.86,9.14,4.49,11,1,0.6,12.28,Good,1,2025-11-09
R0374,2026-03-07,H002,Green Valley Medical Center,D04,orthopedics,Equipment,Patient Monitor,13,10,1,76.92,0,24,18.46,5.54,2.09,7,2,0.35,16.42,Good,0,2026-02-07
R0375,2026-03-12,H003,Sunrise Multi-Specialty Hospital,D02,general medicine,Clinical Staff,Nursing Staff,8,7,0,87.5,0,12,10.5,1.5,1.33,13,5,3.75,22.05,Good,0,2026-02-03
R0376,2026-03-17,H001,CityCare General Hospital,D07,general surgery,Bed,ICU Bed,43,17,1,39.53,0,24,9.49,14.51,1.89,5,4,2.86,3.94,Good,0,2026-03-05
R0377,2026-03-22,H002,Green Valley Medical Center,D05,icu,Equipment,Ventilator,5,4,0,80.0,0,24,19.2,4.8,1.85,14,4,0.8,14.91,Good,0,2026-02-23
R0378,2026-03-27,H003,Sunrise Multi-Specialty Hospital,D03,cardiology,Clinical Staff,Doctors,21,15,0,71.43,0,12,8.57,3.43,1.54,5,3,3.97,17.17,Fair,0,2026-03-07
R0379,2026-04-01,H001,CityCare General Hospital,D01,emergency department,Bed,Private Bed,14,5,0,35.71,0,24,8.57,15.43,1.51,12,2,3.79,16.23,Needs Maintenance,1,2026-03-07
R0380,2026-04-06,H002,Green Valley Medical Center,D06,pediatrics,Equipment,X-Ray Unit,30,24,1,80.0,0,24,19.2,4.8,4.81,7,5,4.72,16.54,Good,1,2026-01-14
R0381,2026-04-11,H003,Sunrise Multi-Specialty Hospital,D04,orthopedics,Clinical Staff,Nursing Staff,6,3,0,50.0,0,12,6.0,6.0,0.42,5,4,1.51,18.74,Good,0,2026-01-15
R0382,2026-04-16,H001,CityCare General Hospital,D02,general medicine,Bed,Semi-Private Bed,11,8,1,72.73,0,24,17.46,6.54,4.21,13,1,2.89,3.12,Fair,0,2026-03-29
R0383,2026-04-21,H002,Green Valley Medical Center,D07,general surgery,Equipment,Infusion Pump,29,24,3,82.76,0,24,19.86,4.14,0.2,10,4,2.73,15.78,Fair,0,2026-01-10
R0384,2026-04-26,H003,Sunrise Multi-Specialty Hospital,D05,icu,Clinical Staff,Doctors,14,8,2,57.14,0,12,6.86,5.14,0.26,14,4,1.74,24.59,Fair,0,2026-04-06
R0385,2026-05-01,H001,CityCare General Hospital,D03,cardiology,Bed,General Bed,27,20,3,74.07,0,24,17.78,6.22,1.96,7,2,0.54,14.83,Fair,0,2026-04-19
R0386,2026-05-06,H002,Green Valley Medical Center,D01,emergency department,Equipment,Patient Monitor,28,26,1,92.86,1,24,22.29,1.71,2.23,14,2,0.48,12.05,Good,0,2026-04-22
R0387,2026-05-11,H003,Sunrise Multi-Specialty Hospital,D06,pediatrics,Clinical Staff,Nursing Staff,9,2,1,22.22,0,12,2.67,9.33,1.19,4,4,2.19,3.61,Good,1,2026-03-03
R0388,2026-05-16,H001,CityCare General Hospital,D04,orthopedics,Bed,ICU Bed,40,20,2,50.0,0,24,12.0,12.0,3.22,8,2,2.31,18.8,Fair,0,2026-03-11
R0389,2026-05-21,H002,Green Valley Medical Center,D02,general medicine,Equipment,Ventilator,27,17,0,62.96,0,24,15.11,8.89,2.79,8,5,4.79,16.47,Good,0,2026-04-02
R0390,2026-05-26,H003,Sunrise Multi-Specialty Hospital,D07,general surgery,Clinical Staff,Doctors,13,7,0,53.85,0,12,6.46,5.54,1.01,8,1,0.18,7.92,Good,0,2026-03-25
R0391,2026-05-31,H001,CityCare General Hospital,D05,icu,Bed,Private Bed,11,7,0,63.64,0,24,15.27,8.73,2.1,12,5,0.18,7.91,Good,0,2026-03-07
R0392,2026-06-05,H002,Green Valley Medical Center,D03,cardiology,Equipment,X-Ray Unit,21,10,4,47.62,0,24,11.43,12.57,0.09,11,1,4.67,9.95,Good,0,2026-02-14
R0393,2026-06-10,H003,Sunrise Multi-Specialty Hospital,D01,emergency department,Clinical Staff,Nursing Staff,30,21,2,70.0,0,12,8.4,3.6,1.81,13,1,3.67,14.76,Good,0,2026-05-02
R0394,2026-06-15,H001,CityCare General Hospital,D06,pediatrics,Bed,Semi-Private Bed,37,21,2,56.76,0,24,13.62,10.38,3.72,5,3,2.77,18.3,Good,0,2026-03-31
R0395,2026-06-20,H002,Green Valley Medical Center,D04,orthopedics,Equipment,Infusion Pump,25,13,3,52.0,0,24,12.48,11.52,1.51,3,4,0.94,10.9,Good,0,2026-05-03
R0396,2026-06-25,H003,Sunrise Multi-Specialty Hospital,D02,general medicine,Clinical Staff,Doctors,14,5,1,35.71,0,12,4.29,7.71,1.14,7,1,2.09,18.68,Good,0,2026-03-29
R0397,2026-01-01,H001,CityCare General Hospital,D07,general surgery,Bed,General Bed,33,16,4,48.48,0,24,11.64,12.36,2.2,8,3,3.29,7.93,Good,0,2025-10-16
R0398,2026-01-06,H002,Green Valley Medical Center,D05,icu,Equipment,Patient Monitor,25,13,1,52.0,0,24,12.48,11.52,2.56,3,4,2.57,4.58,Good,0,2025-12-25
R0399,2026-01-11,H003,Sunrise Multi-Specialty Hospital,D03,cardiology,Clinical Staff,Nursing Staff,22,16,0,72.73,0,12,8.73,3.27,1.87,13,3,1.44,18.51,Good,0,2025-10-15
R0400,2026-01-16,H001,CityCare General Hospital,D01,emergency department,Bed,ICU Bed,30,12,2,40.0,0,24,9.6,14.4,1.04,8,3,3.41,21.17,Fair,0,2025-10-25
R0401,2026-01-21,H002,Green Valley Medical Center,D06,pediatrics,Equipment,Ventilator,28,15,0,53.57,0,24,12.86,11.14,1.86,13,1,1.03,6.29,Good,0,2025-10-19
R0402,2026-01-26,H003,Sunrise Multi-Specialty Hospital,D04,orthopedics,Clinical Staff,Doctors,13,11,0,84.62,0,12,10.15,1.85,0.49,13,5,0.55,19.46,Good,0,2026-01-03
R0403,2026-01-31,H001,CityCare General Hospital,D02,general medicine,Bed,Private Bed,32,19,1,59.38,0,24,14.25,9.75,0.95,4,2,4.1,6.77,Fair,0,2026-01-19
R0404,2026-02-05,H002,Green Valley Medical Center,D07,general surgery,Equipment,X-Ray Unit,19,3,2,15.79,0,24,3.79,20.21,3.36,11,2,4.77,20.98,Good,0,2025-12-04
R0405,2026-02-10,H003,Sunrise Multi-Specialty Hospital,D05,icu,Clinical Staff,Nursing Staff,16,4,1,25.0,0,12,3.0,9.0,1.18,4,2,0.34,9.17,Good,1,2025-12-28
R0406,2026-02-15,H001,CityCare General Hospital,D03,cardiology,Bed,Semi-Private Bed,44,27,2,61.36,0,24,14.73,9.27,4.24,11,2,3.93,14.7,Fair,0,2026-02-03
R0407,2026-02-20,H002,Green Valley Medical Center,D01,emergency department,Equipment,Infusion Pump,23,11,2,47.83,0,24,11.48,12.52,3.69,8,4,3.62,13.89,Good,0,2025-11-20
R0408,2026-02-25,H003,Sunrise Multi-Specialty Hospital,D06,pediatrics,Clinical Staff,Doctors,11,8,0,72.73,0,12,8.73,3.27,0.01,14,1,2.46,17.12,Good,0,2025-12-01
R0409,2026-03-02,H001,CityCare General Hospital,D04,orthopedics,Bed,General Bed,15,12,1,80.0,0,24,19.2,4.8,1.61,9,2,2.52,14.32,Needs Maintenance,1,2025-12-30
R0410,2026-03-07,H002,Green Valley Medical Center,D02,general medicine,Equipment,Patient Monitor,21,7,2,33.33,0,24,8.0,16.0,2.95,4,3,2.79,18.0,Good,0,2026-01-10
R0411,2026-03-12,H003,Sunrise Multi-Specialty Hospital,D07,general surgery,Clinical Staff,Nursing Staff,5,1,0,20.0,0,12,2.4,9.6,0.54,14,1,0.3,13.28,Good,0,2026-02-06
R0412,2026-03-17,H001,CityCare General Hospital,D05,icu,Bed,ICU Bed,29,18,2,62.07,0,24,14.9,9.1,2.92,12,2,0.44,19.76,Good,0,2025-12-18
R0413,2026-03-22,H002,Green Valley Medical Center,D03,cardiology,Equipment,Ventilator,16,8,3,50.0,0,24,12.0,12.0,1.34,4,5,1.24,22.17,Good,0,2026-01-06
R0414,2026-03-27,H003,Sunrise Multi-Specialty Hospital,D01,emergency department,Clinical Staff,Doctors,9,7,1,77.78,0,12,9.33,2.67,0.33,7,1,0.78,21.77,Good,0,2026-01-12
R0415,2026-04-01,H001,CityCare General Hospital,D06,pediatrics,Bed,Private Bed,47,19,2,40.43,0,24,9.7,14.3,0.46,10,4,3.14,5.79,Good,0,2025-12-22
R0416,2026-04-06,H002,Green Valley Medical Center,D04,orthopedics,Equipment,X-Ray Unit,26,16,4,61.54,0,24,14.77,9.23,0.79,10,2,3.53,6.26,Good,1,2026-01-23
R0417,2026-04-11,H003,Sunrise Multi-Specialty Hospital,D02,general medicine,Clinical Staff,Nursing Staff,30,21,2,70.0,0,12,8.4,3.6,0.95,11,5,0.35,12.45,Good,0,2026-03-21
R0418,2026-04-16,H001,CityCare General Hospital,D07,general surgery,Bed,Semi-Private Bed,14,8,2,57.14,0,24,13.71,10.29,4.79,12,5,4.97,15.5,Good,0,2026-01-16
