resource_utilization_id,date,year,month,quarter,day_of_week,is_weekend,hospital_id,hospital_name,department_id,department_name,resource_type,resource_category,total_units_available,units_in_use,units_under_maintenance,utilization_rate_pct,shortage_flag,capacity_hours,utilized_hours,idle_hours,downtime_hours,nurses_on_duty_snapshot,doctors_on_duty_snapshot,overtime_hours,avg_response_time_minutes,cost_per_day_usd,resource_condition,maintenance_due_flag,last_maintenance_date,planned_capacity_next_month,record_source_system,last_updated_timestamp
RU00119814,2021-07-21,2021,7,3,Wednesday,False,H001,St. Mary General Hospital,D10,Pulmonology,Bed,Inpatient Bed,20,12,0.0,60.0,False,480,265.7,214.3,0.0,,,,,5699.29,Needs Repair,False,2021-02-05,21.0,Analytics-ETL,2021-07-22
RU00013192,2022-04-25,2022,4,2,Monday,False,H010,Evercare Medical Center,D03,Neurology,Bed,Inpatient Bed,52,40,0.0,76.92,False,1248,954.5,293.5,0.0,,,,,13794.73,Needs Repair,False,,52.0,Analytics-ETL,2022-04-28
RU00567819,2022-06-17,2022,6,2,Friday,False,H010,Evercare Medical Center,D12,Psychiatry,Clinical Staff,Nurses & Doctors,16,15,,93.75,True,128,120.0,8.0,,12.0,3.0,2.0,7.7,4983.38,,False,2022-06-11,16.0,Analytics-ETL,2022-06-19
RU00452454,2025-08-06,2025,8,3,Wednesday,False,H004,Sunrise Health Institute,D06,General Surgery,Equipment,Surgical Equipment Sets,13,6,2.0,46.15,False,312,131.1,180.8,0.15,,,,14.4,785.59,Good,False,2025-01-31,13.0,Manual Log,2025-08-10
RU00266941,2022-09-15,2022,9,3,Thursday,False,H002,Lakeview Medical Center,D14,General Medicine,Bed,Inpatient Bed,48,31,3.0,64.58,False,1152,700.8,379.2,72.0,,,,,10065.52,Functional,True,2022-08-25,49.0,Analytics-ETL,2022-09-19
RU00658507,2023-09-28,2023,9,3,Thursday,False,H004,Sunrise Health Institute,D01,Cardiology,Clinical Staff,Nurses & Doctors,8,6,,75.0,False,64,48.0,16.0,,5.0,1.0,0.1,9.9,1779.05,,False,2023-06-22,8.0,Facilities-Mgmt-System,2023-10-01
RU00150730,2025-01-22,2025,1,1,Wednesday,False,H006,Green Valley Hospital,D03,Neurology,Bed,Inpatient Bed,20,14,3.0,70.0,False,480,319.0,89.0,72.0,,,,,7100.03,Functional,True,2024-09-28,21.0,Manual Log,2025-01-24
RU00411004,2025-03-29,2025,3,1,Saturday,True,H006,Green Valley Hospital,D11,Gastroenterology,Equipment,Endoscopy Units,14,9,2.0,64.29,False,336,187.0,148.9,0.08,,,,16.0,805.0,Good,False,2025-01-24,14.0,Manual Log,2025-04-01
RU00740483,2023-02-03,2023,2,1,Friday,False,H008,Horizon Care Hospital,D15,Urology,Clinical Staff,Nurses & Doctors,14,12,,85.71,False,112,96.0,16.0,,10.0,2.0,0.1,6.7,3944.01,,False,2023-01-12,14.0,Manual Log,2023-02-04
RU00200846,2024-02-28,2024,2,1,Wednesday,False,H008,Horizon Care Hospital,D03,Neurology,Bed,Inpatient Bed,31,23,1.0,74.19,False,744,541.9,178.1,24.0,,,,,4719.55,Functional,True,2023-10-23,33.0,Analytics-ETL,2024-03-01
RU00507078,2025-06-10,2025,6,2,Tuesday,False,H006,Green Valley Hospital,D10,Pulmonology,Equipment,ventilators,10,5,1.0,50.0,False,240,109.4,130.4,0.21,,,,21.9,533.5,Good,False,2025-03-21,11.0,Analytics-ETL,2025-06-14
RU00720786,2024-09-07,2024,9,3,Saturday,True,H005,Metro City Hospital,D14,General Medicine,Clinical Staff,Nurses & Doctors,15,13,,86.67,False,120,104.0,16.0,,10.0,3.0,2.0,2.9,4578.74,,False,2024-07-13,16.0,Analytics-ETL,2024-09-10
RU00248045,2023-08-29,2023,8,3,Tuesday,False,H003,Riverside Community Hospital,D06,General Surgery,Bed,Inpatient Bed,39,24,1.0,61.54,False,936,522.5,389.5,24.0,,,,,12797.42,Functional,True,2023-08-23,40.0,Analytics-ETL,2023-08-31
RU00014413,2024-04-19,2024,4,2,Friday,False,H008,Horizon Care Hospital,D12,Psychiatry,Bed,Inpatient Bed,29,21,0.0,72.41,False,696,494.6,201.4,0.0,,,,,7933.4,Functional,False,2024-01-02,29.0,Manual Log,2024-04-22
RU00627690,2023-11-06,2023,11,4,Monday,False,H004,Sunrise Health Institute,D03,Neurology,Clinical Staff,Nurses & Doctors,12,12,,100.0,True,96,96.0,0.0,,8.0,4.0,0.5,4.8,5005.28,,False,2023-05-06,12.0,Analytics-ETL,2023-11-10
RU00662661,2024-02-21,2024,2,1,Wednesday,False,H001,St. Mary General Hospital,D06,General Surgery,Clinical Staff,Nurses & Doctors,8,7,,87.5,False,64,56.0,8.0,,3.0,4.0,0.6,5.7,4101.94,,False,2024-01-04,8.0,Analytics-ETL,2024-02-25
RU00239719,2022-01-23,2022,1,1,Sunday,True,H003,Riverside Community Hospital,D07,Emergency Medicine,Bed,Inpatient Bed,24,17,2.0,70.83,False,576,389.7,138.3,48.0,,,,,3830.22,Functional,True,2021-07-29,26.0,Manual Log,2022-01-25
RU00819308,2025-09-15,2025,9,3,Monday,False,H009,Pinecrest General Hospital,D09,Nephrology,Clinical Staff,Nurses & Doctors,8,6,,75.0,False,64,48.0,16.0,,5.0,1.0,0.1,7.4,,,False,2025-06-08,8.0,Manual Log,2025-09-19
RU00814216,2025-09-15,2025,9,3,Monday,False,H010,Evercare Medical Center,D12,Psychiatry,Clinical Staff,Nurses & Doctors,16,19,,118.75,True,128,152.0,0.0,,15.0,4.0,1.6,1.0,6246.71,,False,2025-04-12,16.0,Analytics-ETL,2025-09-19
RU00283240,2023-01-29,2023,1,1,Sunday,True,H009,Pinecrest General Hospital,D13,ICU,Equipment,Ventilators,30,14,1.0,46.67,False,720,302.7,416.9,0.36,,,,17.3,5906.4,Needs Replacement,False,2023-01-03,29.0,Analytics-ETL,2023-02-02
RU00540330,2025-11-01,2025,11,4,Saturday,True,H004,Sunrise Health Institute,D13,ICU,Equipment,Ventilators,30,17,0.0,56.67,False,720,353.2,366.0,0.82,,,,4.7,1217.7,Good,False,2025-04-27,30.0,Facilities-Mgmt-System,2025-11-02
RU00683558,2024-10-10,2024,10,4,Thursday,False,H006,Green Valley Hospital,D09,Nephrology,Clinical Staff,Nurses & Doctors,9,10,,111.11,True,72,80.0,0.0,,9.0,1.0,1.0,0.9,3059.82,,False,2024-08-22,,Analytics-ETL,2024-10-12
RU00224622,2021-04-01,2021,4,2,Thursday,False,H008,Horizon Care Hospital,D08,Obstetrics & Gynecology,Bed,Inpatient Bed,56,41,0.0,73.21,False,1344,927.1,416.9,0.0,,,,,,Functional,False,2020-12-05,54.0,Manual Log,2021-04-04
RU00303581,2021-10-07,2021,10,4,Thursday,False,H008,Horizon Care Hospital,D01,Cardiology,Equipment,Cardiac Monitors,13,6,2.0,46.15,False,312,130.0,181.5,0.46,,,,13.0,1246.83,new,False,2021-06-24,13.0,Analytics-ETL,2021-10-08
RU00608595,2023-04-17,2023,4,2,Monday,False,H005,Metro City Hospital,D04,Oncology,Clinical Staff,Nurses & Doctors,11,11,,100.0,True,88,88.0,0.0,,7.0,4.0,0.7,6.9,4143.97,,False,2023-02-28,11.0,Facilities-Mgmt-System,2023-04-20
RU00101854,2021-10-21,2021,10,4,Thursday,False,H009,Pinecrest General Hospital,D14,General Medicine,Bed,Inpatient Bed,46,30,1.0,65.22,False,1104,653.1,426.9,24.0,,,,,10177.1,Functional,True,2021-08-25,50.0,Facilities-Mgmt-System,2021-10-23
RU00375736,2025-08-26,2025,8,3,Tuesday,False,H001,St. Mary General Hospital,D13,ICU,Equipment,Ventilators,17,8,0.0,47.06,False,408,138.9,268.9,0.21,,,,12.8,2984.52,Fair,False,2025-07-05,17.0,Manual Log,2025-08-28
RU00007278,2024-09-19,2024,9,3,Thursday,False,H004,Sunrise Health Institute,D09,Nephrology,Bed,Inpatient Bed,51,35,3.0,68.63,False,1224,814.9,337.1,72.0,,,,,13506.19,Functional,True,2024-07-02,52.0,Analytics-ETL,2024-09-22
RU00437466,2021-03-13,2021,3,1,Saturday,True,H003,Riverside Community Hospital,D12,Psychiatry,Equipment,PATIENT MONITORING DEVICES,12,6,0.0,50.0,False,288,134.9,153.1,0.01,,,,10.0,1310.28,Good,False,2020-11-09,12.0,Manual Log,2021-03-17
RU00809910,2023-08-11,2023,8,3,Friday,False,H006,Green Valley Hospital,D05,Pediatrics,Clinical Staff,Nurses & Doctors,15,13,,86.67,False,120,104.0,16.0,,10.0,3.0,0.0,4.0,4786.33,,False,2023-05-19,15.0,Facilities-Mgmt-System,2023-08-13
RU00609123,2024-05-21,2024,5,2,Tuesday,False,H005,Metro City Hospital,D10,Pulmonology,Clinical Staff,  Nurses & Doctors  ,13,12,,92.31,True,104,96.0,8.0,,10.0,2.0,0.5,4.6,4009.74,,False,2024-03-30,13.0,Analytics-ETL,2024-05-22
RU00480067,2022-10-20,2022,10,4,Thursday,False,H005,Metro City Hospital,D09,Nephrology,Equipment,Dialysis Machines,16,9,2.0,56.25,False,384,161.1,222.8,0.15,,,,14.4,2839.36,Needs Replacement,False,2022-07-05,16.0,Analytics-ETL,2022-10-21
RU00122211,2024-08-12,2024,8,3,Monday,False,H009,Pinecrest General Hospital,D08,Obstetrics & Gynecology,Bed,Inpatient Bed,43,23,1.0,53.49,False,1032,525.3,482.7,24.0,,,,,12056.04,Functional,True,2024-05-04,43.0,Analytics-ETL,2024-08-14
RU00244543,2021-04-28,2021,4,2,Wednesday,False,H004,Sunrise Health Institute,D13,ICU,Bed,Inpatient Bed,30,22,0.0,73.33,False,720,511.7,208.3,0.0,,,,,7158.7,Functional,False,2020-12-20,32.0,analytics-etl,2021-05-01
RU00568335,2025-03-07,2025,3,1,Friday,False,H001,St. Mary General Hospital,D12,Psychiatry,Clinical Staff,Nurses & Doctors,7,7,,100.0,True,56,56.0,0.0,,4.0,3.0,0.3,9.2,2279.94,,False,2024-11-21,7.0,Facilities-Mgmt-System,2025-03-10
RU00404741,2024-01-11,2024,1,1,Thursday,False,H010,Evercare Medical Center,D02,Orthopedics,Equipment,Orthopedic Surgical Sets,12,7,2.0,58.33,False,288,126.8,160.4,0.77,,,,1.0,1957.92,fair,False,2023-07-21,13.0,ANALYTICS-ETL,2024-01-15
RU00536194,2024-08-03,2024,8,3,Saturday,True,H007,Unity Regional Medical Center,D02,Orthopedics,Equipment,Orthopedic Surgical Sets,14,6,2.0,42.86,False,336,90.2,245.7,0.08,,,,8.3,2669.8,Fair,False,2024-03-28,,Analytics-ETL,2024-08-04
RU00573541,2025-02-02,2025,2,1,Sunday,True,H003,Riverside Community Hospital,D09,Nephrology,Clinical Staff,Nurses & Doctors,11,11,,100.0,True,88,88.0,0.0,,7.0,4.0,0.2,2.6,4606.47,,False,2025-01-24,11.0,Analytics-ETL,2025-02-03
RU00229626,2021-02-10,2021,2,1,Wednesday,False,H009,Pinecrest General Hospital,D10,Pulmonology,Bed,Inpatient Bed,35,28,2.0,80.0,False,840,659.5,132.5,48.0,,,,,11587.06,Functional,True,2021-01-03,36.0,Analytics-ETL,2021-02-14
RU00720790,2025-11-20,2025,11,4,Thursday,False,H005,Metro City Hospital,D14,General Medicine,Clinical Staff,Nurses & Doctors,15,14,,93.33,True,120,112.0,8.0,,13.0,1.0,0.4,5.7,3430.87,,False,2025-05-07,15.0,Analytics-ETL,2025-11-21
RU00380627,2023-07-06,2023,7,3,Thursday,False,H002,Lakeview Medical Center,D08,Obstetrics & Gynecology,equipment,Ultrasound Machines,9,5,0.0,55.56,False,216,103.4,112.6,0.04,,,,4.5,1956.51,new,False,2023-05-02,9.0,Analytics-ETL,2023-07-08
RU00573398,2025-06-19,2025,6,2,Thursday,False,H007,Unity Regional Medical Center,D08,Obstetrics & Gynecology,Clinical Staff,Nurses & Doctors,11,9,,81.82,False,88,72.0,16.0,,6.0,3.0,7.3,8.1,"$3,555.38",,False,2025-03-13,,Manual Log,2025-06-22
RU00447594,2021-11-24,2021,11,4,Wednesday,False,H006,Green Valley Hospital,D14,General Medicine,Equipment,Infusion Pumps,7,4,1.0,57.14,False,168,80.9,86.8,0.34,,,,21.4,1395.8,Good,False,2021-08-07,7.0,Analytics-ETL,2021-11-27
RU00779522,2021-06-30,2021,6,2,Wednesday,False,H007,Unity Regional Medical Center,D05,Pediatrics,Clinical Staff,Nurses & Doctors,11,13,,118.18,True,88,104.0,0.0,,8.0,5.0,1.4,5.9,5998.11,,False,2021-04-28,11.0,Facilities-Mgmt-System,2021-07-02
RU00657939,2021-01-23,2021,1,1,Saturday,True,H003,Riverside Community Hospital,D08,Obstetrics & Gynecology,Clinical Staff,Nurses & Doctors,13,12,,92.31,True,104,96.0,8.0,,9.0,3.0,0.7,3.7,3895.73,,False,2020-11-09,14.0,Facilities-Mgmt-System,2021-01-27
RU00355631,2023-12-16,2023,12,4,Saturday,True,H001,St. Mary General Hospital,D14,General Medicine,Equipment,Infusion Pumps,5,3,2.0,60.0,False,120,52.8,67.1,0.1,,,,17.9,597.9,Fair,False,2023-10-10,5.0,Analytics-ETL,2023-12-19
RU00520393,2025-03-17,2025,3,1,Monday,False,H003,Riverside Community Hospital,D07,Emergency Medicine,Equipment,Defibrillators,27,17,0.0,62.96,False,648,352.2,295.4,0.36,,,,7.3,2179.71,Fair,False,2025-03-13,28.0,Analytics-ETL,2025-03-19
RU00110311,2021-12-02,2021,12,4,Thursday,False,H004,Sunrise Health Institute,D12,Psychiatry,Bed,Inpatient Bed,42,27,1.0,64.29,False,1008,630.2,353.8,24.0,,,,,16108.99,Functional,True,2021-08-05,45.0,Facilities-Mgmt-System,2021-12-04
RU00343081,2023-05-30,2023,5,2,Tuesday,False,H003,Riverside Community Hospital,D03,Neurology,Equipment,EEG Machines,13,9,0.0,69.23,False,312,144.9,166.9,0.24,,,,14.5,861.38,Good,True,2023-02-18,13.0,Analytics-ETL,2023-06-01
RU00484325,2022-10-08,2022,10,4,Saturday,True,H006,Green Valley Hospital,D04,Oncology,Equipment,Chemotherapy Infusion Pumps,15,8,1.0,53.33,False,360,139.2,220.3,0.51,,,,10.5,747.9,Needs Replacement,False,2022-09-02,16.0,Analytics-ETL,2022-10-09
RU00489361,2025-05-28,2025,5,2,Wednesday,False,H004,Sunrise Health Institute,D01,Cardiology,Equipment,Cardiac Monitors,5,2,0.0,40.0,False,120,43.1,76.6,0.32,,,,17.6,484.05,Good,False,2025-02-05,5.0,Analytics-ETL,2025-06-01
RU00460114,2022-01-23,2022,1,1,Sunday,True,H004,Sunrise Health Institute,D04,Oncology,Equipment,Chemotherapy Infusion Pumps,4,2,2.0,50.0,False,96,44.2,50.8,1.05,,,,15.8,288.76,Fair,False,2021-10-22,4.0,Analytics-ETL,2022-01-25
RU00078785,2024-04-28,2024,4,2,Sunday,True,H007,Unity Regional Medical Center,D08,Obstetrics & Gynecology,Bed,Inpatient Bed,36,25,2.0,69.44,False,864,596.1,219.9,48.0,,,,,6423.18,Needs Repair,True,2023-11-06,37.0,Analytics-ETL,2024-04-29
RU00703123,2023-12-29,2023,12,4,Friday,False,H006,Green Valley Hospital,D12,Psychiatry,Clinical Staff,Nurses & Doctors,14,13,,92.86,True,112,104.0,8.0,,8.0,5.0,0.9,7.2,5713.0,,False,2023-07-28,15.0,Analytics-ETL,2024-01-01
RU00699300,2021-05-01,2021,5,2,Saturday,True,H001,St. Mary General Hospital,D06,General Surgery,Clinical Staff,Nurses & Doctors,8,7,,87.5,False,64,56.0,8.0,,2.0,5.0,0.4,3.6,3112.95,,False,,9.0,Analytics-ETL,2021-05-02
RU00216568,2021-08-16,2021,8,3,Monday,False,H009,Pinecrest General Hospital,D03,Neurology,Bed,Inpatient Bed,41,28,3.0,68.29,False,984,656.1,255.9,72.0,,,,,7279.94,Functional,True,2021-05-05,42.0,Analytics-ETL,2021-08-18
RU00604731,2025-06-18,2025,6,2,Wednesday,False,H007,Unity Regional Medical Center,D13,ICU,Clinical Staff,Nurses & Doctors,17,16,,94.12,True,136,128.0,8.0,,10.0,6.0,1.3,6.9,7074.37,,False,2024-12-10,17.0,Analytics-ETL,2025-06-22
RU00081224,2021-01-28,2021,1,1,Thursday,False,H001,St. Mary General Hospital,D15,Urology,Bed,Inpatient Bed,56,39,3.0,69.64,False,1344,903.0,369.0,72.0,,,,,20649.99,Needs Repair,True,2020-08-29,,Facilities-Mgmt-System,2021-01-31
RU00363420,2025-11-10,2025,11,4,Monday,False,H010,Evercare Medical Center,D13,ICU,Equipment,Ventilators,29,13,0.0,44.83,False,696,225.5,469.5,1.02,,,,21.9,1999.55,Fair,False,2025-09-29,30.0,Analytics-ETL,2025-11-12
RU00231428,2021-08-10,2021,8,3,Tuesday,False,H005,Metro City Hospital,D07,Emergency Medicine,Bed,Inpatient Bed,26,16,2.0,61.54,False,624,348.9,227.1,48.0,,,,,9333.83,,True,2021-05-30,27.0,Analytics-ETL,2021-08-14
RU00423721,2025-08-30,2025,8,3,Saturday,True,H005,Metro City Hospital,D11,Gastroenterology,Equipment,Endoscopy Units,7,4,1.0,57.14,False,168,88.0,79.8,0.17,,,,15.3,752.01,Good,False,2025-05-08,7.0,Manual Log,2025-09-01
RU00012030,2024-01-20,2024,1,1,Saturday,True,H001,St. Mary General Hospital,D08,Obstetrics & Gynecology,Bed,Inpatient Bed,32,21,1.0,65.62,False,768,495.2,248.8,24.0,,,,,10153.27,Functional,True,2023-08-26,34.0,Analytics-ETL,2024-01-23
RU00198560,2022-08-22,2022,8,3,Monday,False,H006,Green Valley Hospital,D08,Obstetrics & Gynecology,Bed,Inpatient Bed,47,33,0.0,70.21,False,1128,767.5,360.5,0.0,,,,,17984.0,Needs Repair,False,2022-03-23,50.0,Analytics-ETL,2022-08-23
RU00469587,2023-07-12,2023,7,3,Wednesday,False,H003,Riverside Community Hospital,D14,General Medicine,Equipment,Infusion Pumps,9,5,1.0,55.56,False,216,105.0,110.9,0.12,,,,19.2,1598.04,New,False,2023-03-04,9.0,Facilities-Mgmt-System,2023-07-13
RU00589932,2025-01-18,2025,1,1,Saturday,True,H008,Horizon Care Hospital,D05,Pediatrics,Clinical Staff,Nurses & Doctors,9,10,,111.11,True,72,80.0,0.0,,4.0,6.0,0.0,3.7,6136.87,,False,2024-10-24,10.0,Facilities-Mgmt-System,2025-01-19
RU00294478,2025-02-16,2025,2,1,Sunday,True,H006,Green Valley Hospital,D15,Urology,Equipment,Urology Scopes,18,11,2.0,61.11,False,432,174.1,257.1,0.83,,,,22.0,674.64,Needs Replacement,False,2025-01-15,18.0,Analytics-ETL,2025-02-19
RU00224429,2025-10-08,2025,10,4,Wednesday,False,H002,Lakeview Medical Center,D09,Nephrology,Bed,Inpatient Bed,47,33,0.0,70.21,False,1128,719.5,408.5,0.0,,,,,13542.57,Functional,False,2025-03-23,46.0,Manual Log,2025-10-12
RU00160956,2022-04-26,2022,4,2,Tuesday,False,H005,Metro City Hospital,D14,General Medicine,Bed,Inpatient Bed,51,35,1.0,68.63,False,1224,815.9,384.1,24.0,,,,,12858.84,Functional,True,2022-01-02,51.0,Facilities-Mgmt-System,2022-04-29
RU00800180,2021-06-10,2021,6,2,Thursday,False,H008,Horizon Care Hospital,D15,Urology,Clinical Staff,Nurses & Doctors,14,12,,85.71,False,112,96.0,16.0,,10.0,2.0,0.4,2.8,3130.65,,False,2021-04-22,14.0,Manual Log,2021-06-14
RU00493782,2022-06-20,2022,6,2,Monday,False,H004,Sunrise Health Institute,D03,Neurology,Equipment,EEG Machines,12,7,2.0,,False,288,155.6,131.8,0.63,,,,12.7,1261.92,Needs Replacement,False,2022-02-14,12.0,Manual Log,2022-06-23
RU00404337,2021-01-09,2021,1,1,Saturday,True,H001,St. Mary General Hospital,D04,Oncology,Equipment,Chemotherapy Infusion Pumps,11,6,2.0,54.55,False,264,131.4,132.5,0.13,,,,5.9,934.12,New,False,2020-10-02,11.0,Manual Log,2021-01-13
RU00592915,2022-03-14,2022,3,1,Monday,False,H001,St. Mary General Hospital,D03,Neurology,Clinical Staff,Nurses & Doctors,7,8,,114.29,True,56,64.0,0.0,,7.0,1.0,1.0,6.7,2459.84,,False,2021-12-26,7.0,Facilities-Mgmt-System,2022-03-15
RU00284722,2024-03-26,2024,3,1,Tuesday,False,H002,Lakeview Medical Center,D09,Nephrology,Equipment,  Dialysis Machines  ,9,5,0.0,55.56,False,216,82.4,133.5,0.13,,,,13.2,1499.4,New,False,2023-09-17,9.0,Analytics-ETL,2024-03-29
RU00641748,2022-01-30,2022,1,1,Sunday,True,H007,Unity Regional Medical Center,D04,Oncology,Clinical Staff,Nurses & Doctors,13,13,,100.0,True,104,104.0,0.0,,11.0,2.0,2.3,5.6,3953.45,,False,2021-08-18,13.0,Analytics-ETL,2022-02-03
RU00385914,2024-01-11,2024,1,1,Thursday,False,H008,Horizon Care Hospital,D13,ICU,Equipment,Ventilators,15,9,2.0,60.0,False,360,155.7,204.2,0.06,,,,18.3,3004.5,Good,False,,16.0,Facilities-Mgmt-System,2024-01-15
RU00099923,2023-07-01,2023,7,3,Saturday,True,H002,Lakeview Medical Center,D12,Psychiatry,Bed,Inpatient Bed,24,14,3.0,58.33,False,576,310.5,193.5,72.0,,,,,7201.47,Functional,True,2023-05-05,24.0,Analytics-ETL,2023-07-02
RU00752727,2025-02-25,2025,2,1,Tuesday,False,H003,Riverside Community Hospital,D05,Pediatrics,Clinical Staff,Nurses & Doctors,7,8,,114.29,True,56,64.0,0.0,,7.0,1.0,0.2,8.9,2265.04,,False,2025-01-18,7.0,Analytics-ETL,2025-02-26
RU00749064,2022-04-26,2022,4,2,Tuesday,False,H006,Green Valley Hospital,D06,General Surgery,Clinical Staff,Nurses & Doctors,10,9,,90.0,False,80,72.0,8.0,,6.0,3.0,0.0,,3814.13,,False,2022-02-12,10.0,Analytics-ETL,2022-04-27
RU00334244,2025-05-23,2025,5,2,Friday,False,H003,Riverside Community Hospital,D01,Cardiology,Equipment,Cardiac Monitors,15,9,1.0,60.0,False,360,173.2,186.7,0.12,,,,25.8,1263.75,Good,False,,15.0,Facilities-Mgmt-System,2025-05-24
RU00788621,2023-02-12,2023,2,1,Sunday,True,H009,Pinecrest General Hospital,D02,Orthopedics,Clinical Staff,Nurses & Doctors,8,7,,87.5,False,64,56.0,8.0,,2.0,5.0,1.8,5.6,3994.89,,False,2022-08-24,8.0,Facilities-Mgmt-System,2023-02-15
RU00195548,2023-07-12,2023,7,3,Wednesday,False,H006,Green Valley Hospital,D09,Nephrology,Bed,Inpatient Bed,39,24,1.0,61.54,False,936,561.5,350.5,24.0,,,,,8041.68,Functional,True,2023-02-18,39.0,Analytics-ETL,2023-07-13
RU00775033,2022-06-10,2022,6,2,Friday,False,H003,Riverside Community Hospital,D05,Pediatrics,Clinical Staff,Nurses & Doctors,7,7,,100.0,True,56,56.0,0.0,,6.0,1.0,0.5,9.8,1974.82,,False,2022-04-10,7.0,Manual Log,2022-06-11
RU00684076,2021-02-21,2021,2,1,Sunday,True,H006,Green Valley Hospital,D04,Oncology,Clinical Staff,Nurses & Doctors,17,17,,100.0,True,136,136.0,0.0,,11.0,6.0,0.1,7.9,7344.04,,False,2020-09-21,17.0,Analytics-ETL,2021-02-25
RU00501079,2025-05-22,2025,5,2,Thursday,False,H001,St. Mary General Hospital,D15,Urology,Equipment,Urology Scopes,20,13,1.0,65.0,False,480,210.3,269.4,0.25,,,,16.2,3316.0,Good,False,2025-04-16,21.0,Facilities-Mgmt-System,2025-05-26
RU00004829,2023-04-12,2023,4,2,Wednesday,False,H009,Pinecrest General Hospital,D05,Pediatrics,Bed,Inpatient Bed,55,48,3.0,87.27,False,1320,1112.7,135.3,72.0,,,,,17035.44,Needs Repair,True,2022-10-27,58.0,Manual Log,2023-04-14
RU00136364,2025-03-24,2025,3,1,Monday,False,H007,Unity Regional Medical Center,D08,Obstetrics & Gynecology,Bed,Inpatient Bed,36,25,2.0,69.44,False,864,561.9,254.1,48.0,,,,,13698.76,Functional,True,2024-11-03,37.0,Analytics-ETL,2025-03-28
RU00287958,2025-12-24,2025,12,4,Wednesday,False,H006,Green Valley Hospital,D09,Nephrology,Equipment,Dialysis Machines,12,8,0.0,66.67,False,288,165.9,121.9,0.18,,,,7.2,1327.56,Needs Replacement,False,2025-10-11,13.0,Facilities-Mgmt-System,2025-12-26
RU00044058,2025-10-08,2025,10,4,Wednesday,False,H005,Metro City Hospital,D10,Pulmonology,  Bed  ,Inpatient Bed,34,24,0.0,70.59,False,816,554.1,261.9,0.0,,,,,11434.15,Functional,False,2025-09-26,33.0,Facilities-Mgmt-System,2025-10-09
RU00367570,2024-07-25,2024,7,3,Thursday,False,H009,Pinecrest General Hospital,D11,Gastroenterology,Equipment,Endoscopy Units,12,7,2.0,58.33,False,288,122.8,165.1,0.09,,,,11.1,660.6,New,False,2024-05-23,13.0,Facilities-Mgmt-System,2024-07-27
RU00079378,2023-01-02,2023,1,1,Monday,False,H003,Riverside Community Hospital,D09,Nephrology,Bed,Inpatient Bed,21,16,2.0,76.19,False,504,366.6,89.4,48.0,,,,,5479.63,Functional,True,2022-09-09,22.0,Analytics-ETL,2023-01-05
RU00272559,2022-08-28,2022,8,3,Sunday,True,H008,Horizon Care Hospital,D01,Cardiology,Bed,Inpatient Bed,23,13,1.0,56.52,False,552,302.0,226.0,24.0,,,,,6956.72,Functional,True,2022-08-01,25.0,Analytics-ETL,2022-08-31
RU00250628,2021-09-24,2021,9,3,Friday,False,H004,Sunrise Health Institute,D11,Gastroenterology,Bed,Inpatient Bed,32,21,0.0,65.62,False,768,479.2,288.8,0.0,,,,,9833.97,Functional,False,2021-05-31,32.0,Analytics-ETL,2021-09-26
RU00475370,2022-10-10,2022,10,4,Monday,False,H010,Evercare Medical Center,D07,Emergency Medicine,Equipment,Defibrillators,26,16,1.0,61.54,False,624,324.6,299.2,0.17,,,,5.2,2769.26,Good,False,2022-10-07,26.0,manual log,2022-10-12
RU00738895,2024-08-26,2024,8,3,Monday,False,H005,Metro City Hospital,D13,ICU,Clinical Staff,Nurses & Doctors,7,5,,71.43,False,56,40.0,16.0,,4.0,1.0,1.1,6.4,1767.87,,False,2024-06-07,7.0,Analytics-ETL,2024-08-28
RU00240020,2024-06-16,2024,6,2,Sunday,True,H007,Unity Regional Medical Center,D06,General Surgery,Bed,Inpatient Bed,55,42,1.0,,False,1320,1001.6,294.4,24.0,,,,,13043.88,Functional,True,2024-04-07,,Facilities-Mgmt-System,2024-06-20
RU00528627,2022-04-25,2022,4,2,Monday,False,H009,Pinecrest General Hospital,D06,General Surgery,Equipment,Surgical Equipment Sets,13,7,2.0,53.85,False,312,134.4,177.2,0.45,,,,1.3,1785.29,New,False,2022-02-03,14.0,Facilities-Mgmt-System,2022-04-28
RU00219319,2024-04-25,2024,4,2,Thursday,False,H007,Unity Regional Medical Center,D14,General Medicine,Bed,Inpatient Bed,53,39,0.0,73.58,False,1272,875.3,396.7,0.0,,,,,16198.76,Functional,False,2024-01-04,57.0,Manual Log,2024-04-26
RU00301934,2022-06-09,2022,6,2,Thursday,False,H002,Lakeview Medical Center,D09,Nephrology,Equipment,Dialysis Machines,9,4,1.0,44.44,False,216,76.4,139.5,0.09,,,,16.5,,New,False,2022-05-13,9.0,Analytics-ETL,2022-06-13
RU00692371,2025-12-09,2025,12,4,Tuesday,False,H004,Sunrise Health Institute,D11,Gastroenterology,Clinical Staff,Nurses & Doctors,13,16,,123.08,True,104,128.0,0.0,,11.0,5.0,0.2,6.2,5381.4,,False,2025-11-14,,Manual Log,2025-12-11
RU00027594,2021-10-12,2021,10,4,Tuesday,False,H004,Sunrise Health Institute,D14,General Medicine,Bed,Inpatient Bed,26,19,3.0,73.08,False,624,412.3,139.7,72.0,,,,,7689.2,Functional,True,,27.0,Analytics-ETL,2021-10-15
