hospital_id,hospital_name,hospital_ward,admission_date,available_beds,occupied_beds,bed_utilization_rate
HOSP-5713,The Johns Hopkins Hospital,er,2021-03-15,240,300,125.0
HOSP-5716,The Johns Hopkins Hospital,maternity,,200,350,175.0
HOSP-5716,The Johns Hopkins Hospital,pediatrics,2024-06-27,110,180,163.63636363636365
HOSP-5717,The Johns Hopkins Hospital,pediatrics,2020-10-15,460,0,0.0
HOSP-5718,The Johns Hopkins Hospital,icu,2023-04-13,380,10,2.631578947368421
HOSP-5718,The Johns Hopkins Hospital,surgery,,490,290,59.183673469387756
HOSP-5719,The Johns Hopkins Hospital,er,2024-06-28,430,90,20.930232558139537
HOSP-5720,The Johns Hopkins Hospital,maternity,2023-12-27,250,360,144.0
HOSP-5721,The Johns Hopkins Hospital,er,,100,130,130.0
HOSP-5722,The Johns Hopkins Hospital,maternity,2022-09-19,450,0,0.0
HOSP-5723,The Johns Hopkins Hospital,surgery,,160,230,143.75
HOSP-5724,The Johns Hopkins Hospital,icu,,160,330,206.25
HOSP-5724,The Johns Hopkins Hospital,pediatrics,2021-12-25,110,330,300.0
HOSP-5724,The Johns Hopkins Hospital,pediatrics,,500,250,50.0
HOSP-5725,The Johns Hopkins Hospital,surgery,2021-03-19,460,50,10.869565217391305
HOSP-5726,The Johns Hopkins Hospital,er,2022-12-31,470,50,10.638297872340425
HOSP-5726,The Johns Hopkins Hospital,surgery,2020-09-18,240,230,95.83333333333334
HOSP-5727,The Johns Hopkins Hospital,icu,,180,390,216.66666666666666
HOSP-5728,The Johns Hopkins Hospital,surgery,2022-08-27,240,400,166.66666666666669
HOSP-5728,The Johns Hopkins Hospital,surgery,2024-04-30,250,250,100.0
HOSP-5730,The Johns Hopkins Hospital,er,,500,180,36.0
HOSP-5731,The Johns Hopkins Hospital,maternity,2020-12-22,210,320,152.38095238095238
HOSP-5732,The Johns Hopkins Hospital,surgery,2024-06-26,450,320,71.11111111111111
HOSP-5734,The Johns Hopkins Hospital,pediatrics,2024-01-21,290,270,93.10344827586206
HOSP-5735,The Johns Hopkins Hospital,maternity,2024-03-28,370,240,64.86486486486487
HOSP-5737,The Johns Hopkins Hospital,er,2020-10-26,360,110,30.555555555555557
HOSP-5738,The Johns Hopkins Hospital,surgery,,490,390,79.59183673469387
HOSP-5742,The Johns Hopkins Hospital,surgery,,330,320,96.96969696969697
HOSP-5743,The Johns Hopkins Hospital,pediatrics,2023-12-22,150,380,253.33333333333331
HOSP-5745,The Johns Hopkins Hospital,maternity,2020-07-26,240,300,125.0
HOSP-5745,The Johns Hopkins Hospital,pediatrics,2023-05-17,190,30,15.789473684210526
HOSP-5747,The Johns Hopkins Hospital,icu,2022-09-25,270,100,37.03703703703704
HOSP-5747,The Johns Hopkins Hospital,surgery,2024-04-22,380,370,97.36842105263158
HOSP-5748,The Johns Hopkins Hospital,er,2021-01-25,100,320,320.0
HOSP-5748,The Johns Hopkins Hospital,pediatrics,,200,320,160.0
HOSP-5750,The Johns Hopkins Hospital,icu,,230,40,17.391304347826086
HOSP-5755,The Johns Hopkins Hospital,maternity,,490,90,18.367346938775512
HOSP-5756,The Johns Hopkins Hospital,maternity,2024-03-20,260,260,100.0
HOSP-5756,The Johns Hopkins Hospital,surgery,2020-12-15,420,320,76.19047619047619
HOSP-5757,The Johns Hopkins Hospital,surgery,,360,120,33.33333333333333
HOSP-5758,The Johns Hopkins Hospital,maternity,,320,130,40.625
HOSP-5759,The Johns Hopkins Hospital,maternity,,260,270,103.84615384615385
HOSP-5760,The Johns Hopkins Hospital,icu,2022-08-18,380,300,78.94736842105263
HOSP-5761,The Johns Hopkins Hospital,er,2022-09-16,280,140,50.0
HOSP-5763,The Johns Hopkins Hospital,icu,,480,370,77.08333333333334
HOSP-5764,The Johns Hopkins Hospital,pediatrics,2020-09-14,440,280,63.63636363636363
HOSP-5764,The Johns Hopkins Hospital,surgery,,230,320,139.1304347826087
HOSP-5768,The Johns Hopkins Hospital,maternity,,340,200,58.82352941176471
HOSP-5768,The Johns Hopkins Hospital,surgery,,290,330,113.79310344827587
HOSP-5771,The Johns Hopkins Hospital,maternity,,330,390,118.18181818181819
HOSP-5772,The Johns Hopkins Hospital,er,2024-05-20,270,90,33.33333333333333
HOSP-5773,The Johns Hopkins Hospital,er,,380,60,15.789473684210526
HOSP-5773,The Johns Hopkins Hospital,icu,2021-01-15,160,10,6.25
HOSP-5774,The Johns Hopkins Hospital,surgery,,460,160,34.78260869565217
HOSP-5775,The Johns Hopkins Hospital,surgery,,340,90,26.47058823529412
HOSP-5776,The Johns Hopkins Hospital,icu,,200,350,175.0
HOSP-5778,The Johns Hopkins Hospital,er,2023-01-13,460,280,60.86956521739131
HOSP-5779,The Johns Hopkins Hospital,pediatrics,2021-05-21,240,220,91.66666666666666
HOSP-5780,The Johns Hopkins Hospital,icu,2022-05-23,300,140,46.666666666666664
HOSP-5781,The Johns Hopkins Hospital,er,,310,370,119.35483870967742
HOSP-5781,The Johns Hopkins Hospital,icu,2024-03-13,360,130,36.11111111111111
HOSP-5783,The Johns Hopkins Hospital,er,2022-10-19,400,370,92.5
HOSP-5784,The Johns Hopkins Hospital,maternity,,430,320,74.4186046511628
HOSP-5785,The Johns Hopkins Hospital,er,,210,10,4.761904761904762
HOSP-5786,The Johns Hopkins Hospital,er,2023-08-18,150,10,6.666666666666667
HOSP-5787,The Johns Hopkins Hospital,er,,290,330,113.79310344827587
HOSP-5789,The Johns Hopkins Hospital,icu,2021-02-26,490,190,38.775510204081634
HOSP-5791,The Johns Hopkins Hospital,pediatrics,2021-01-15,330,150,45.45454545454545
HOSP-5792,The Johns Hopkins Hospital,er,2021-01-25,140,90,64.28571428571429
HOSP-5793,The Johns Hopkins Hospital,er,2023-12-25,290,150,51.724137931034484
HOSP-5794,The Johns Hopkins Hospital,maternity,,290,60,20.689655172413794
HOSP-5796,The Johns Hopkins Hospital,er,2021-05-24,340,220,64.70588235294117
HOSP-5796,The Johns Hopkins Hospital,er,2024-05-15,190,90,47.368421052631575
HOSP-5796,The Johns Hopkins Hospital,er,2024-07-15,500,80,16.0
HOSP-5796,The Johns Hopkins Hospital,pediatrics,,430,300,69.76744186046511
HOSP-5797,The Johns Hopkins Hospital,icu,2023-07-13,310,330,106.4516129032258
HOSP-5797,The Johns Hopkins Hospital,icu,2024-04-29,100,100,100.0
HOSP-5797,The Johns Hopkins Hospital,pediatrics,2022-12-27,160,350,218.75
HOSP-5799,The Johns Hopkins Hospital,maternity,,100,70,70.0
HOSP-5800,The Johns Hopkins Hospital,surgery,2024-01-29,350,260,74.28571428571429
HOSP-5802,The Johns Hopkins Hospital,maternity,,400,380,95.0
HOSP-5803,The Johns Hopkins Hospital,maternity,2024-05-24,160,340,212.5
HOSP-5804,The Johns Hopkins Hospital,pediatrics,,120,380,316.66666666666663
HOSP-5805,The Johns Hopkins Hospital,pediatrics,,150,340,226.66666666666666
HOSP-5806,The Johns Hopkins Hospital,maternity,2024-03-13,300,110,36.666666666666664
HOSP-5808,The Johns Hopkins Hospital,er,2024-02-29,290,210,72.41379310344827
HOSP-5808,The Johns Hopkins Hospital,pediatrics,2023-01-17,200,30,15.0
HOSP-5808,The Johns Hopkins Hospital,pediatrics,,390,200,51.28205128205128
HOSP-5809,The Johns Hopkins Hospital,maternity,2022-02-15,280,210,75.0
HOSP-5810,The Johns Hopkins Hospital,maternity,,450,250,55.55555555555556
HOSP-5811,The Johns Hopkins Hospital,pediatrics,,100,210,210.0
HOSP-5812,The Johns Hopkins Hospital,icu,,460,100,21.73913043478261
HOSP-5812,The Johns Hopkins Hospital,surgery,,390,60,15.384615384615385
HOSP-5813,The Johns Hopkins Hospital,icu,2022-08-17,210,270,128.57142857142858
HOSP-5813,The Johns Hopkins Hospital,pediatrics,,330,260,78.78787878787878
HOSP-5815,The Johns Hopkins Hospital,er,2020-12-17,500,50,10.0
HOSP-5815,The Johns Hopkins Hospital,icu,2024-03-22,400,250,62.5
HOSP-5815,The Johns Hopkins Hospital,maternity,2023-03-26,300,130,43.333333333333336
HOSP-5817,The Johns Hopkins Hospital,surgery,2021-05-28,380,190,50.0
HOSP-5818,The Johns Hopkins Hospital,pediatrics,2021-09-17,100,230,229.99999999999997
HOSP-5819,The Johns Hopkins Hospital,maternity,2021-06-26,440,340,77.27272727272727
HOSP-5821,The Johns Hopkins Hospital,surgery,,420,130,30.952380952380953
HOSP-5822,The Johns Hopkins Hospital,er,2023-03-14,240,100,41.66666666666667
HOSP-5822,The Johns Hopkins Hospital,icu,,490,0,0.0
HOSP-5824,The Johns Hopkins Hospital,pediatrics,2023-10-25,170,80,47.05882352941176
HOSP-5825,The Johns Hopkins Hospital,icu,,160,120,75.0
HOSP-5825,The Johns Hopkins Hospital,maternity,2024-01-19,110,380,345.45454545454544
HOSP-5825,The Johns Hopkins Hospital,surgery,,450,400,88.88888888888889
HOSP-5826,The Johns Hopkins Hospital,maternity,,480,160,33.33333333333333
HOSP-5827,The Johns Hopkins Hospital,icu,2021-05-30,480,190,39.58333333333333
HOSP-5828,The Johns Hopkins Hospital,maternity,2022-04-15,100,220,220.00000000000003
HOSP-5830,The Johns Hopkins Hospital,er,2021-08-16,230,340,147.82608695652172
HOSP-5830,The Johns Hopkins Hospital,maternity,,240,310,129.16666666666669
HOSP-5831,The Johns Hopkins Hospital,icu,,220,20,9.090909090909092
HOSP-5831,The Johns Hopkins Hospital,surgery,,150,290,193.33333333333334
HOSP-5833,The Johns Hopkins Hospital,er,2024-05-28,200,90,45.0
HOSP-5833,The Johns Hopkins Hospital,maternity,,270,280,103.7037037037037
HOSP-5835,The Johns Hopkins Hospital,er,2020-09-14,490,240,48.97959183673469
HOSP-5835,The Johns Hopkins Hospital,er,2020-12-27,480,250,52.083333333333336
HOSP-5838,The Johns Hopkins Hospital,maternity,2023-11-16,120,100,83.33333333333334
HOSP-5838,The Johns Hopkins Hospital,pediatrics,,270,230,85.18518518518519
HOSP-5840,The Johns Hopkins Hospital,icu,,140,300,214.28571428571428
HOSP-5840,The Johns Hopkins Hospital,maternity,,430,70,16.27906976744186
HOSP-5841,The Johns Hopkins Hospital,er,,180,190,105.55555555555556
HOSP-5843,The Johns Hopkins Hospital,pediatrics,2022-01-19,120,230,191.66666666666669
HOSP-5844,The Johns Hopkins Hospital,pediatrics,2024-04-17,280,10,3.571428571428571
HOSP-5846,The Johns Hopkins Hospital,maternity,,320,350,109.375
HOSP-5846,The Johns Hopkins Hospital,pediatrics,2022-06-30,100,230,229.99999999999997
HOSP-5847,The Johns Hopkins Hospital,er,2022-07-13,340,150,44.11764705882353
HOSP-5848,The Johns Hopkins Hospital,pediatrics,2021-10-23,180,270,150.0
HOSP-5849,The Johns Hopkins Hospital,er,,470,310,65.95744680851064
HOSP-5849,The Johns Hopkins Hospital,pediatrics,2022-10-15,460,100,21.73913043478261
HOSP-5849,The Johns Hopkins Hospital,surgery,2021-12-24,430,340,79.06976744186046
HOSP-5850,The Johns Hopkins Hospital,er,2024-02-25,290,150,51.724137931034484
HOSP-5850,The Johns Hopkins Hospital,maternity,,140,220,157.14285714285714
HOSP-5850,The Johns Hopkins Hospital,surgery,2022-10-15,410,330,80.48780487804879
HOSP-5852,The Johns Hopkins Hospital,icu,,420,400,95.23809523809523
HOSP-5852,The Johns Hopkins Hospital,maternity,2023-09-26,310,100,32.25806451612903
HOSP-5853,The Johns Hopkins Hospital,er,2022-10-31,410,170,41.46341463414634
HOSP-5853,The Johns Hopkins Hospital,icu,2023-12-18,190,20,10.526315789473683
HOSP-5854,The Johns Hopkins Hospital,surgery,2023-09-13,160,400,250.0
HOSP-5855,The Johns Hopkins Hospital,surgery,,230,390,169.56521739130434
HOSP-5856,The Johns Hopkins Hospital,er,,370,150,40.54054054054054
HOSP-5858,The Johns Hopkins Hospital,er,,330,280,84.84848484848484
HOSP-5858,The Johns Hopkins Hospital,icu,,120,60,50.0
HOSP-5858,The Johns Hopkins Hospital,maternity,2023-05-16,470,50,10.638297872340425
HOSP-5860,The Johns Hopkins Hospital,er,,480,390,81.25
HOSP-5861,The Johns Hopkins Hospital,icu,,230,110,47.82608695652174
HOSP-5861,The Johns Hopkins Hospital,surgery,2023-10-27,330,150,45.45454545454545
HOSP-5862,The Johns Hopkins Hospital,surgery,,280,130,46.42857142857143
HOSP-5863,The Johns Hopkins Hospital,maternity,2021-10-27,400,80,20.0
HOSP-5864,The Johns Hopkins Hospital,maternity,2024-04-24,120,370,308.33333333333337
HOSP-5866,The Johns Hopkins Hospital,icu,,280,30,10.714285714285714
HOSP-5868,The Johns Hopkins Hospital,icu,2022-07-14,150,370,246.66666666666669
HOSP-5868,The Johns Hopkins Hospital,maternity,2020-08-16,410,70,17.073170731707318
HOSP-5869,The Johns Hopkins Hospital,maternity,,110,170,154.54545454545453
HOSP-5870,The Johns Hopkins Hospital,icu,,370,220,59.45945945945946
HOSP-5870,The Johns Hopkins Hospital,surgery,2020-07-30,210,240,114.28571428571428
HOSP-5871,The Johns Hopkins Hospital,er,2021-08-15,410,390,95.1219512195122
HOSP-5872,The Johns Hopkins Hospital,icu,2021-03-18,170,340,200.0
HOSP-5872,The Johns Hopkins Hospital,pediatrics,2020-10-24,170,60,35.294117647058826
HOSP-5874,The Johns Hopkins Hospital,er,,160,30,18.75
HOSP-5875,The Johns Hopkins Hospital,maternity,,140,400,285.7142857142857
HOSP-5876,The Johns Hopkins Hospital,icu,2021-10-22,340,400,117.64705882352942
HOSP-5876,The Johns Hopkins Hospital,icu,,470,0,0.0
HOSP-5876,The Johns Hopkins Hospital,pediatrics,,230,370,160.8695652173913
HOSP-5879,The Johns Hopkins Hospital,maternity,2023-08-30,490,240,48.97959183673469
HOSP-5881,The Johns Hopkins Hospital,pediatrics,,370,170,45.94594594594595
HOSP-5882,The Johns Hopkins Hospital,icu,2020-08-19,110,120,109.09090909090908
HOSP-5882,The Johns Hopkins Hospital,icu,2021-04-15,420,360,85.71428571428571
HOSP-5882,The Johns Hopkins Hospital,maternity,2020-10-13,300,180,60.0
HOSP-5883,The Johns Hopkins Hospital,maternity,2022-02-20,170,130,76.47058823529412
HOSP-5883,The Johns Hopkins Hospital,pediatrics,2022-02-26,450,180,40.0
HOSP-5884,The Johns Hopkins Hospital,er,,290,190,65.51724137931035
HOSP-5886,The Johns Hopkins Hospital,maternity,2021-05-16,250,60,24.0
HOSP-5886,The Johns Hopkins Hospital,pediatrics,2020-09-25,450,170,37.77777777777778
HOSP-5886,The Johns Hopkins Hospital,pediatrics,,490,390,79.59183673469387
HOSP-5887,The Johns Hopkins Hospital,er,2023-03-17,120,70,58.333333333333336
HOSP-5888,The Johns Hopkins Hospital,er,2022-07-23,220,340,154.54545454545453
HOSP-5889,The Johns Hopkins Hospital,icu,,450,90,20.0
HOSP-5891,The Johns Hopkins Hospital,maternity,2021-08-16,490,70,14.285714285714285
HOSP-5891,The Johns Hopkins Hospital,surgery,2023-09-17,430,380,88.37209302325581
HOSP-5892,The Johns Hopkins Hospital,er,2021-03-25,460,240,52.17391304347826
HOSP-5892,The Johns Hopkins Hospital,surgery,2021-12-18,240,20,8.333333333333332
HOSP-5898,The Johns Hopkins Hospital,maternity,2021-10-30,140,70,50.0
HOSP-5898,The Johns Hopkins Hospital,maternity,2023-06-20,340,130,38.23529411764706
HOSP-5899,The Johns Hopkins Hospital,er,2023-11-19,390,40,10.256410256410255
HOSP-5899,The Johns Hopkins Hospital,icu,,300,40,13.333333333333334
HOSP-5900,The Johns Hopkins Hospital,pediatrics,,450,260,57.77777777777777
HOSP-5901,The Johns Hopkins Hospital,maternity,2024-01-18,400,90,22.5
HOSP-5901,The Johns Hopkins Hospital,maternity,,230,150,65.21739130434783
HOSP-5901,The Johns Hopkins Hospital,surgery,,360,230,63.888888888888886
HOSP-5902,The Johns Hopkins Hospital,icu,2022-02-23,240,90,37.5
HOSP-5903,The Johns Hopkins Hospital,maternity,,310,70,22.58064516129032
HOSP-5904,The Johns Hopkins Hospital,pediatrics,2023-08-29,120,360,300.0
HOSP-5904,The Johns Hopkins Hospital,surgery,,270,10,3.7037037037037033
HOSP-5905,The Johns Hopkins Hospital,er,,470,280,59.57446808510638
HOSP-5906,The Johns Hopkins Hospital,surgery,2023-09-13,210,80,38.095238095238095
HOSP-5911,The Johns Hopkins Hospital,pediatrics,,170,310,182.35294117647058
HOSP-5913,The Johns Hopkins Hospital,pediatrics,2024-04-27,500,220,44.0
HOSP-5915,The Johns Hopkins Hospital,icu,2023-05-21,330,190,57.57575757575758
HOSP-5916,The Johns Hopkins Hospital,pediatrics,,170,370,217.6470588235294
HOSP-5917,The Johns Hopkins Hospital,er,,120,200,166.66666666666669
HOSP-5917,The Johns Hopkins Hospital,icu,,390,90,23.076923076923077
HOSP-5918,The Johns Hopkins Hospital,icu,,130,280,215.3846153846154
HOSP-5918,The Johns Hopkins Hospital,pediatrics,2023-03-25,350,250,71.42857142857143
HOSP-5919,The Johns Hopkins Hospital,er,,140,390,278.57142857142856
HOSP-5920,The Johns Hopkins Hospital,pediatrics,,180,270,150.0
HOSP-5921,The Johns Hopkins Hospital,pediatrics,2022-03-27,430,100,23.25581395348837
HOSP-5921,The Johns Hopkins Hospital,pediatrics,,300,250,83.33333333333334
HOSP-5922,The Johns Hopkins Hospital,icu,,190,340,178.94736842105263
HOSP-5922,The Johns Hopkins Hospital,surgery,,450,240,53.333333333333336
HOSP-5924,The Johns Hopkins Hospital,maternity,2024-06-14,150,200,133.33333333333331
HOSP-5924,The Johns Hopkins Hospital,surgery,2023-05-17,370,70,18.91891891891892
HOSP-5925,The Johns Hopkins Hospital,surgery,,230,30,13.043478260869565
HOSP-5926,The Johns Hopkins Hospital,er,,310,20,6.451612903225806
HOSP-5926,The Johns Hopkins Hospital,surgery,2024-02-16,450,240,53.333333333333336
HOSP-5927,The Johns Hopkins Hospital,pediatrics,,450,40,8.88888888888889
HOSP-5927,The Johns Hopkins Hospital,surgery,,140,60,42.857142857142854
HOSP-5928,The Johns Hopkins Hospital,maternity,2020-12-23,260,100,38.46153846153847
HOSP-5928,The Johns Hopkins Hospital,pediatrics,,430,20,4.651162790697675
HOSP-5931,The Johns Hopkins Hospital,icu,2023-05-18,260,390,150.0
HOSP-5931,The Johns Hopkins Hospital,pediatrics,2021-04-20,480,240,50.0
HOSP-5934,The Johns Hopkins Hospital,er,2022-06-22,100,30,30.0
HOSP-5934,The Johns Hopkins Hospital,surgery,2023-02-27,400,140,35.0
HOSP-5936,The Johns Hopkins Hospital,icu,2023-09-27,340,400,117.64705882352942
HOSP-5938,The Johns Hopkins Hospital,er,,380,180,47.368421052631575
HOSP-5938,The Johns Hopkins Hospital,maternity,,410,280,68.29268292682927
HOSP-5939,The Johns Hopkins Hospital,maternity,,400,240,60.0
HOSP-5939,The Johns Hopkins Hospital,pediatrics,,230,350,152.17391304347828
HOSP-5940,The Johns Hopkins Hospital,er,,280,0,0.0
HOSP-5940,The Johns Hopkins Hospital,maternity,2021-01-18,500,360,72.0
HOSP-5940,The Johns Hopkins Hospital,pediatrics,,240,190,79.16666666666666
HOSP-5941,The Johns Hopkins Hospital,icu,,400,190,47.5
HOSP-5941,The Johns Hopkins Hospital,pediatrics,,130,340,261.53846153846155
HOSP-5941,The Johns Hopkins Hospital,surgery,2020-09-13,260,250,96.15384615384616
HOSP-5942,The Johns Hopkins Hospital,icu,2020-12-29,100,150,150.0
HOSP-5943,The Johns Hopkins Hospital,surgery,,110,330,300.0
HOSP-5944,The Johns Hopkins Hospital,icu,2021-08-17,300,150,50.0
HOSP-5944,The Johns Hopkins Hospital,icu,,200,70,35.0
HOSP-5946,The Johns Hopkins Hospital,maternity,2020-07-25,100,30,30.0
HOSP-5947,The Johns Hopkins Hospital,icu,2021-10-14,310,260,83.87096774193549
HOSP-5948,The Johns Hopkins Hospital,icu,2020-12-17,270,130,48.148148148148145
HOSP-5948,The Johns Hopkins Hospital,pediatrics,2021-07-21,420,270,64.28571428571429
HOSP-5948,The Johns Hopkins Hospital,pediatrics,,190,180,94.73684210526315
HOSP-5948,The Johns Hopkins Hospital,surgery,,180,150,83.33333333333334
HOSP-5949,The Johns Hopkins Hospital,pediatrics,,230,380,165.2173913043478
HOSP-5949,The Johns Hopkins Hospital,surgery,2023-01-26,120,230,191.66666666666669
HOSP-5951,The Johns Hopkins Hospital,er,,250,180,72.0
HOSP-5952,The Johns Hopkins Hospital,icu,2023-03-16,370,80,21.62162162162162
HOSP-5953,The Johns Hopkins Hospital,er,2024-05-22,210,370,176.19047619047618
HOSP-5953,The Johns Hopkins Hospital,icu,2021-09-13,300,30,10.0
HOSP-5953,The Johns Hopkins Hospital,icu,,200,30,15.0
HOSP-5954,The Johns Hopkins Hospital,er,2021-10-29,220,320,145.45454545454547
HOSP-5954,The Johns Hopkins Hospital,surgery,,340,290,85.29411764705883
HOSP-5955,The Johns Hopkins Hospital,er,2022-03-16,470,260,55.319148936170215
HOSP-5955,The Johns Hopkins Hospital,maternity,2023-06-22,460,120,26.08695652173913
HOSP-5955,The Johns Hopkins Hospital,pediatrics,2021-03-29,290,390,134.48275862068965
HOSP-5956,The Johns Hopkins Hospital,icu,2023-06-25,330,20,6.0606060606060606
HOSP-5959,The Johns Hopkins Hospital,pediatrics,2022-09-13,410,180,43.90243902439025
HOSP-5960,The Johns Hopkins Hospital,er,2024-03-25,370,150,40.54054054054054
HOSP-5960,The Johns Hopkins Hospital,surgery,,370,120,32.432432432432435
HOSP-5964,The Johns Hopkins Hospital,er,2022-01-18,430,220,51.162790697674424
HOSP-5964,The Johns Hopkins Hospital,pediatrics,2021-07-27,100,230,229.99999999999997
HOSP-5966,The Johns Hopkins Hospital,maternity,2023-04-20,410,150,36.58536585365854
HOSP-5966,The Johns Hopkins Hospital,pediatrics,,470,140,29.78723404255319
HOSP-5967,The Johns Hopkins Hospital,er,2020-08-25,410,350,85.36585365853658
HOSP-5968,The Johns Hopkins Hospital,maternity,,190,300,157.89473684210526
HOSP-5969,The Johns Hopkins Hospital,maternity,2022-01-17,170,170,100.0
HOSP-5971,The Johns Hopkins Hospital,pediatrics,2020-10-23,340,260,76.47058823529412
HOSP-5972,The Johns Hopkins Hospital,er,2021-05-25,380,350,92.10526315789474
HOSP-5972,The Johns Hopkins Hospital,icu,,250,20,8.0
HOSP-5972,The Johns Hopkins Hospital,pediatrics,2021-03-17,450,180,40.0
HOSP-5972,The Johns Hopkins Hospital,surgery,2024-06-17,100,300,300.0
HOSP-5975,The Johns Hopkins Hospital,icu,2022-10-15,280,50,17.857142857142858
HOSP-5975,The Johns Hopkins Hospital,pediatrics,,350,230,65.71428571428571
HOSP-5976,The Johns Hopkins Hospital,icu,2024-03-15,420,210,50.0
HOSP-5976,The Johns Hopkins Hospital,surgery,,320,20,6.25
HOSP-5977,The Johns Hopkins Hospital,icu,,270,240,88.88888888888889
HOSP-5977,The Johns Hopkins Hospital,pediatrics,2024-05-28,400,80,20.0
HOSP-5980,The Johns Hopkins Hospital,icu,,110,280,254.54545454545453
HOSP-5982,The Johns Hopkins Hospital,er,,150,280,186.66666666666666
HOSP-5982,The Johns Hopkins Hospital,maternity,,130,100,76.92307692307693
HOSP-5982,The Johns Hopkins Hospital,surgery,2022-06-19,370,210,56.75675675675676
HOSP-5983,The Johns Hopkins Hospital,er,2022-01-27,420,10,2.380952380952381
HOSP-5988,The Johns Hopkins Hospital,icu,,300,50,16.666666666666664
HOSP-5988,The Johns Hopkins Hospital,maternity,,420,190,45.23809523809524
HOSP-5989,The Johns Hopkins Hospital,er,,340,290,85.29411764705883
HOSP-5990,The Johns Hopkins Hospital,maternity,2022-11-14,230,210,91.30434782608695
HOSP-5991,The Johns Hopkins Hospital,maternity,2020-10-15,430,280,65.11627906976744
HOSP-5991,The Johns Hopkins Hospital,surgery,2021-03-27,460,90,19.565217391304348
HOSP-5992,The Johns Hopkins Hospital,icu,,280,160,57.14285714285714
HOSP-5994,The Johns Hopkins Hospital,maternity,,190,330,173.6842105263158
HOSP-5994,The Johns Hopkins Hospital,surgery,2021-01-30,370,400,108.10810810810811
HOSP-5994,The Johns Hopkins Hospital,surgery,,140,350,250.0
HOSP-5997,The Johns Hopkins Hospital,maternity,,240,110,45.83333333333333
HOSP-5998,The Johns Hopkins Hospital,maternity,,140,150,107.14285714285714
HOSP-6000,The Johns Hopkins Hospital,maternity,2023-10-18,190,10,5.263157894736842
HOSP-6000,The Johns Hopkins Hospital,pediatrics,2024-05-29,210,90,42.857142857142854
HOSP-6002,The Johns Hopkins Hospital,surgery,2021-06-19,340,290,85.29411764705883
HOSP-6002,The Johns Hopkins Hospital,surgery,,290,0,0.0
HOSP-6004,The Johns Hopkins Hospital,surgery,2021-07-28,400,40,10.0
HOSP-6004,The Johns Hopkins Hospital,surgery,2023-06-15,310,270,87.09677419354838
HOSP-6004,The Johns Hopkins Hospital,surgery,2024-01-31,500,170,34.0
HOSP-6006,The Johns Hopkins Hospital,er,,470,140,29.78723404255319
HOSP-6006,The Johns Hopkins Hospital,icu,2020-08-23,440,110,25.0
HOSP-6007,The Johns Hopkins Hospital,er,2021-11-26,500,40,8.0
HOSP-6007,The Johns Hopkins Hospital,maternity,2022-05-26,370,270,72.97297297297297
HOSP-6009,The Johns Hopkins Hospital,surgery,,120,280,233.33333333333334
HOSP-6010,The Johns Hopkins Hospital,maternity,,500,20,4.0
HOSP-6012,The Johns Hopkins Hospital,icu,2021-12-23,440,190,43.18181818181818
HOSP-6013,The Johns Hopkins Hospital,surgery,,340,30,8.823529411764707
HOSP-6014,The Johns Hopkins Hospital,icu,2022-01-19,170,300,176.47058823529412
HOSP-6017,The Johns Hopkins Hospital,surgery,2021-04-26,390,360,92.3076923076923
HOSP-6018,The Johns Hopkins Hospital,maternity,,410,290,70.73170731707317
HOSP-6021,The Johns Hopkins Hospital,er,2021-07-18,490,70,14.285714285714285
HOSP-6023,The Johns Hopkins Hospital,maternity,2022-02-16,120,320,266.66666666666663
HOSP-6024,The Johns Hopkins Hospital,pediatrics,,240,130,54.166666666666664
HOSP-6026,The Johns Hopkins Hospital,icu,2021-12-29,330,80,24.242424242424242
HOSP-6026,The Johns Hopkins Hospital,pediatrics,2022-11-28,460,260,56.52173913043478
HOSP-6026,The Johns Hopkins Hospital,pediatrics,2023-05-23,250,310,124.0
HOSP-6027,The Johns Hopkins Hospital,surgery,2022-03-24,390,290,74.35897435897436
HOSP-6027,The Johns Hopkins Hospital,surgery,2023-04-15,190,250,131.57894736842107
HOSP-6028,The Johns Hopkins Hospital,pediatrics,2023-02-24,320,400,125.0
HOSP-6030,The Johns Hopkins Hospital,er,2022-05-20,100,50,50.0
HOSP-6030,The Johns Hopkins Hospital,er,,260,350,134.6153846153846
HOSP-6030,The Johns Hopkins Hospital,maternity,2023-09-23,290,50,17.24137931034483
HOSP-6030,The Johns Hopkins Hospital,surgery,,360,70,19.444444444444446
HOSP-6031,The Johns Hopkins Hospital,surgery,2023-04-14,440,150,34.090909090909086
HOSP-6035,The Johns Hopkins Hospital,er,,310,340,109.6774193548387
HOSP-6036,The Johns Hopkins Hospital,er,,160,0,0.0
HOSP-6036,The Johns Hopkins Hospital,surgery,2023-03-16,160,110,68.75
HOSP-6037,The Johns Hopkins Hospital,er,,380,400,105.26315789473684
HOSP-6037,The Johns Hopkins Hospital,icu,,300,130,43.333333333333336
HOSP-6038,The Johns Hopkins Hospital,icu,,290,60,20.689655172413794
HOSP-6039,The Johns Hopkins Hospital,icu,2021-02-22,120,320,266.66666666666663
HOSP-6039,The Johns Hopkins Hospital,maternity,,420,130,30.952380952380953
HOSP-6040,The Johns Hopkins Hospital,pediatrics,2023-10-18,140,160,114.28571428571428
HOSP-6041,The Johns Hopkins Hospital,maternity,,190,190,100.0
