hospital_id,hospital_name,department_referral,admission_date,total_admissions,average_age,average_wait_time,average_length_of_stay,average_satisfaction,readmitted_patients
HOSP-4375,The Johns Hopkins Hospital,endocrinology,2022-06-14,1,77.0,75.0,9.0,890.0,1.0
HOSP-4375,The Johns Hopkins Hospital,neurology,2020-10-27,1,18.0,105.0,5.0,380.0,1.0
HOSP-4375,The Johns Hopkins Hospital,pulmonology,2023-10-15,1,92.0,105.0,5.0,990.0,0.0
HOSP-4376,The Johns Hopkins Hospital,gastroenterology,2020-08-18,1,28.0,60.0,12.0,360.0,0.0
HOSP-4376,The Johns Hopkins Hospital,neurology,2022-05-29,1,15.0,105.0,22.0,1560.0,0.0
HOSP-4376,The Johns Hopkins Hospital,neurology,2023-08-31,1,24.0,60.0,9.0,1440.0,1.0
HOSP-4379,The Johns Hopkins Hospital,dermatology,2024-04-23,1,57.0,45.0,29.0,1380.0,0.0
HOSP-4379,The Johns Hopkins Hospital,pulmonology,,1,74.0,105.0,16.0,470.0,0.0
HOSP-4380,The Johns Hopkins Hospital,rheumatology,,1,56.0,15.0,27.0,160.0,1.0
HOSP-4384,The Johns Hopkins Hospital,neurology,2022-12-30,1,68.0,15.0,9.0,1320.0,1.0
HOSP-4385,The Johns Hopkins Hospital,infectious disease or internal medicine,2022-04-21,1,33.0,45.0,25.0,1450.0,0.0
HOSP-4385,The Johns Hopkins Hospital,psychiatry,2022-05-18,1,2.0,60.0,3.0,580.0,0.0
HOSP-4385,The Johns Hopkins Hospital,pulmonology or allergy and immunology,2021-10-14,1,26.0,30.0,1.0,680.0,0.0
HOSP-4386,The Johns Hopkins Hospital,neurology,,1,70.0,75.0,19.0,1390.0,1.0
HOSP-4388,The Johns Hopkins Hospital,gastroenterology,2021-04-18,1,80.0,75.0,26.0,770.0,1.0
HOSP-4389,The Johns Hopkins Hospital,pulmonology or infectious disease,,1,43.0,90.0,1.0,1120.0,0.0
HOSP-4390,The Johns Hopkins Hospital,pulmonology or allergy and immunology,,1,79.0,90.0,4.0,1100.0,0.0
HOSP-4390,The Johns Hopkins Hospital,rheumatology,2024-04-18,1,65.0,90.0,26.0,1390.0,0.0
HOSP-4391,The Johns Hopkins Hospital,cardiology,,1,2.0,90.0,15.0,1490.0,1.0
HOSP-4391,The Johns Hopkins Hospital,rheumatology,2022-07-27,1,76.0,90.0,20.0,810.0,0.0
HOSP-4392,The Johns Hopkins Hospital,neurology,,1,54.0,120.0,7.0,810.0,0.0
HOSP-4394,The Johns Hopkins Hospital,rheumatology,,1,58.0,105.0,14.0,1580.0,0.0
HOSP-4397,The Johns Hopkins Hospital,hepatology,2023-05-31,1,13.0,90.0,16.0,1510.0,1.0
HOSP-4398,The Johns Hopkins Hospital,infectious disease or internal medicine,2022-04-20,1,87.0,90.0,8.0,300.0,0.0
HOSP-4400,The Johns Hopkins Hospital,psychiatry,2021-09-20,1,66.0,30.0,28.0,930.0,0.0
HOSP-4400,The Johns Hopkins Hospital,pulmonology,,1,83.0,15.0,19.0,1170.0,0.0
HOSP-4401,The Johns Hopkins Hospital,infectious disease or internal medicine,,1,90.0,60.0,16.0,700.0,0.0
HOSP-4402,The Johns Hopkins Hospital,psychiatry,2021-08-23,1,85.0,75.0,29.0,920.0,0.0
HOSP-4403,The Johns Hopkins Hospital,infectious disease or internal medicine,2021-03-19,1,27.0,105.0,11.0,1190.0,1.0
HOSP-4404,The Johns Hopkins Hospital,gastroenterology,2023-03-24,1,15.0,60.0,7.0,1280.0,0.0
HOSP-4404,The Johns Hopkins Hospital,hepatology or gastroenterology,2020-11-13,1,90.0,105.0,9.0,290.0,0.0
HOSP-4404,The Johns Hopkins Hospital,neurology,2022-09-24,1,45.0,105.0,8.0,780.0,1.0
HOSP-4405,The Johns Hopkins Hospital,oncology,,1,49.0,60.0,15.0,1580.0,0.0
HOSP-4406,The Johns Hopkins Hospital,psychiatry,,1,38.0,45.0,5.0,1360.0,0.0
HOSP-4407,The Johns Hopkins Hospital,rheumatology,2021-10-25,1,80.0,75.0,2.0,1410.0,0.0
HOSP-4410,The Johns Hopkins Hospital,cardiology or internal medicine,2021-02-24,1,10.0,75.0,18.0,510.0,1.0
HOSP-4410,The Johns Hopkins Hospital,neurology,2021-05-19,1,49.0,75.0,21.0,1080.0,1.0
HOSP-4410,The Johns Hopkins Hospital,neurology,2023-05-22,1,14.0,120.0,6.0,490.0,0.0
HOSP-4411,The Johns Hopkins Hospital,pulmonology,2022-01-16,1,65.0,30.0,17.0,1380.0,1.0
HOSP-4412,The Johns Hopkins Hospital,endocrinology,2023-05-30,1,65.0,45.0,25.0,320.0,0.0
HOSP-4412,The Johns Hopkins Hospital,gastroenterology,,1,81.0,75.0,16.0,660.0,0.0
HOSP-4413,The Johns Hopkins Hospital,gastroenterology,2021-09-22,1,12.0,90.0,15.0,940.0,0.0
HOSP-4413,The Johns Hopkins Hospital,neurology,,1,90.0,120.0,7.0,1430.0,1.0
HOSP-4413,The Johns Hopkins Hospital,pulmonology or allergy and immunology,,1,14.0,60.0,28.0,490.0,1.0
HOSP-4414,The Johns Hopkins Hospital,cardiology or internal medicine,2021-09-17,1,64.0,90.0,13.0,1330.0,1.0
HOSP-4417,The Johns Hopkins Hospital,gastroenterology,2021-03-18,1,21.0,30.0,18.0,970.0,0.0
HOSP-4417,The Johns Hopkins Hospital,gastroenterology,2022-10-13,1,18.0,75.0,2.0,460.0,1.0
HOSP-4418,The Johns Hopkins Hospital,neurology,2020-09-28,1,30.0,60.0,30.0,1520.0,0.0
HOSP-4418,The Johns Hopkins Hospital,pulmonology or allergy and immunology,2023-04-17,1,41.0,60.0,10.0,130.0,0.0
HOSP-4420,The Johns Hopkins Hospital,oncology,2021-10-14,1,9.0,120.0,2.0,790.0,0.0
HOSP-4421,The Johns Hopkins Hospital,infectious disease,,1,43.0,75.0,21.0,260.0,1.0
HOSP-4422,The Johns Hopkins Hospital,oncology,2022-01-26,1,50.0,45.0,14.0,670.0,1.0
HOSP-4424,The Johns Hopkins Hospital,infectious disease or internal medicine,,1,87.0,105.0,15.0,1080.0,0.0
HOSP-4425,The Johns Hopkins Hospital,allergy and immunology,2024-04-17,1,53.0,90.0,30.0,1370.0,0.0
HOSP-4425,The Johns Hopkins Hospital,cardiology,2020-11-16,1,42.0,30.0,18.0,210.0,1.0
HOSP-4426,The Johns Hopkins Hospital,allergy and immunology,2024-06-26,1,63.0,30.0,11.0,690.0,0.0
HOSP-4427,The Johns Hopkins Hospital,gastroenterology,2023-02-15,1,88.0,60.0,7.0,860.0,0.0
HOSP-4427,The Johns Hopkins Hospital,neurology,2020-11-23,1,66.0,45.0,21.0,480.0,0.0
HOSP-4430,The Johns Hopkins Hospital,psychiatry,,1,76.0,90.0,3.0,210.0,0.0
HOSP-4431,The Johns Hopkins Hospital,gastroenterology,2024-04-19,1,10.0,30.0,26.0,1420.0,0.0
HOSP-4432,The Johns Hopkins Hospital,psychiatry,,1,39.0,90.0,18.0,970.0,1.0
HOSP-4432,The Johns Hopkins Hospital,rheumatology,2023-07-22,1,46.0,60.0,8.0,1210.0,0.0
HOSP-4433,The Johns Hopkins Hospital,dermatology,2022-08-26,1,62.0,60.0,3.0,630.0,1.0
HOSP-4433,The Johns Hopkins Hospital,neurology,,1,82.0,15.0,15.0,1060.0,1.0
HOSP-4437,The Johns Hopkins Hospital,psychiatry,2021-07-30,1,26.0,15.0,22.0,940.0,0.0
HOSP-4438,The Johns Hopkins Hospital,nephrology,2022-06-18,1,52.0,105.0,1.0,1510.0,1.0
HOSP-4438,The Johns Hopkins Hospital,oncology,2020-11-17,1,58.0,75.0,4.0,920.0,0.0
HOSP-4440,The Johns Hopkins Hospital,cardiology,2020-08-30,1,27.0,30.0,20.0,290.0,0.0
HOSP-4440,The Johns Hopkins Hospital,cardiology or internal medicine,,1,65.0,30.0,2.0,570.0,1.0
HOSP-4440,The Johns Hopkins Hospital,gastroenterology,2023-03-23,1,4.0,60.0,11.0,320.0,1.0
HOSP-4441,The Johns Hopkins Hospital,endocrinology,,1,6.0,60.0,14.0,910.0,0.0
HOSP-4441,The Johns Hopkins Hospital,hepatology or gastroenterology,2020-11-20,1,41.0,120.0,1.0,1600.0,1.0
HOSP-4442,The Johns Hopkins Hospital,neurology,2020-12-22,1,1.0,120.0,6.0,270.0,1.0
HOSP-4443,The Johns Hopkins Hospital,psychiatry,,1,1.0,60.0,18.0,1260.0,0.0
HOSP-4443,The Johns Hopkins Hospital,urology or nephrology,,1,28.0,60.0,20.0,980.0,0.0
HOSP-4444,The Johns Hopkins Hospital,neurology,,1,89.0,90.0,11.0,180.0,0.0
HOSP-4447,The Johns Hopkins Hospital,hepatology,2021-10-22,1,95.0,15.0,16.0,1200.0,0.0
HOSP-4448,The Johns Hopkins Hospital,neurology,2021-10-31,1,52.0,60.0,22.0,540.0,0.0
HOSP-4450,The Johns Hopkins Hospital,cardiology,2023-03-25,1,79.0,30.0,4.0,1230.0,1.0
HOSP-4450,The Johns Hopkins Hospital,oncology,,1,42.0,75.0,5.0,540.0,0.0
HOSP-4451,The Johns Hopkins Hospital,dermatology,,1,18.0,15.0,5.0,1540.0,0.0
HOSP-4451,The Johns Hopkins Hospital,neurology,2023-09-28,1,41.0,30.0,12.0,190.0,0.0
HOSP-4453,The Johns Hopkins Hospital,cardiology,,1,22.0,45.0,28.0,380.0,0.0
HOSP-4453,The Johns Hopkins Hospital,hepatology or gastroenterology,,1,14.0,60.0,13.0,550.0,1.0
HOSP-4455,The Johns Hopkins Hospital,gastroenterology,2020-12-20,1,12.0,60.0,8.0,290.0,1.0
HOSP-4459,The Johns Hopkins Hospital,allergy and immunology,2023-06-13,1,47.0,60.0,2.0,760.0,1.0
HOSP-4461,The Johns Hopkins Hospital,allergy and immunology,2021-02-22,1,90.0,120.0,12.0,840.0,1.0
HOSP-4461,The Johns Hopkins Hospital,neurology,,1,32.0,45.0,18.0,730.0,1.0
HOSP-4462,The Johns Hopkins Hospital,pulmonology,2023-03-13,1,83.0,60.0,9.0,1410.0,1.0
HOSP-4464,The Johns Hopkins Hospital,allergy and immunology,,1,5.0,30.0,5.0,800.0,0.0
HOSP-4464,The Johns Hopkins Hospital,gastroenterology,2023-07-30,1,95.0,30.0,19.0,1440.0,1.0
HOSP-4464,The Johns Hopkins Hospital,pulmonology or infectious disease,2023-12-17,1,76.0,60.0,3.0,680.0,1.0
HOSP-4465,The Johns Hopkins Hospital,cardiology or internal medicine,2023-04-20,1,38.0,105.0,5.0,410.0,1.0
HOSP-4465,The Johns Hopkins Hospital,rheumatology,2021-08-30,1,77.0,75.0,7.0,1150.0,0.0
HOSP-4467,The Johns Hopkins Hospital,allergy and immunology,2021-03-30,1,90.0,45.0,22.0,1420.0,0.0
HOSP-4469,The Johns Hopkins Hospital,dermatology,2021-06-26,1,78.0,60.0,12.0,230.0,0.0
HOSP-4470,The Johns Hopkins Hospital,pulmonology or infectious disease,,1,15.0,120.0,14.0,230.0,0.0
HOSP-4472,The Johns Hopkins Hospital,gastroenterology,2024-05-28,1,65.0,30.0,3.0,870.0,0.0
HOSP-4473,The Johns Hopkins Hospital,endocrinology,,1,10.0,120.0,18.0,1040.0,1.0
HOSP-4473,The Johns Hopkins Hospital,pulmonology,2021-04-27,1,54.0,30.0,23.0,1220.0,1.0
HOSP-4475,The Johns Hopkins Hospital,cardiology or internal medicine,2021-04-26,1,85.0,90.0,14.0,940.0,0.0
HOSP-4475,The Johns Hopkins Hospital,infectious disease or internal medicine,2024-01-26,1,21.0,60.0,30.0,1130.0,1.0
HOSP-4476,The Johns Hopkins Hospital,gastroenterology,,1,42.0,30.0,5.0,1430.0,0.0
HOSP-4476,The Johns Hopkins Hospital,nephrology,2022-04-25,1,38.0,120.0,22.0,1090.0,0.0
HOSP-4480,The Johns Hopkins Hospital,pulmonology,2021-10-20,1,50.0,30.0,9.0,1080.0,0.0
HOSP-4481,The Johns Hopkins Hospital,pulmonology or infectious disease,2023-08-22,1,23.0,45.0,19.0,830.0,1.0
HOSP-4482,The Johns Hopkins Hospital,hepatology,2021-02-24,1,7.0,60.0,19.0,700.0,0.0
HOSP-4482,The Johns Hopkins Hospital,hepatology or gastroenterology,2022-07-13,1,63.0,120.0,21.0,210.0,0.0
HOSP-4482,The Johns Hopkins Hospital,neurology,,1,62.0,15.0,18.0,470.0,0.0
HOSP-4483,The Johns Hopkins Hospital,gastroenterology,2023-08-20,1,42.0,105.0,6.0,160.0,0.0
HOSP-4484,The Johns Hopkins Hospital,pulmonology or allergy and immunology,,1,71.0,15.0,24.0,130.0,0.0
HOSP-4485,The Johns Hopkins Hospital,infectious disease or internal medicine,,1,19.0,60.0,26.0,1130.0,1.0
HOSP-4485,The Johns Hopkins Hospital,urology or nephrology,,1,27.0,30.0,19.0,770.0,1.0
HOSP-4486,The Johns Hopkins Hospital,gastroenterology,2024-01-22,1,0.0,45.0,22.0,1180.0,0.0
HOSP-4490,The Johns Hopkins Hospital,endocrinology,2023-08-14,1,66.0,105.0,20.0,900.0,0.0
HOSP-4491,The Johns Hopkins Hospital,gastroenterology,,1,13.0,60.0,17.0,1070.0,1.0
HOSP-4492,The Johns Hopkins Hospital,hepatology,,1,20.0,15.0,25.0,1160.0,0.0
HOSP-4493,The Johns Hopkins Hospital,gastroenterology,,1,57.0,90.0,9.0,1530.0,1.0
HOSP-4495,The Johns Hopkins Hospital,neurology,,1,1.0,30.0,11.0,1540.0,1.0
HOSP-4495,The Johns Hopkins Hospital,psychiatry,2020-08-29,1,64.0,30.0,26.0,800.0,1.0
HOSP-4496,The Johns Hopkins Hospital,oncology,,1,10.0,75.0,11.0,1350.0,1.0
HOSP-4497,The Johns Hopkins Hospital,infectious disease or internal medicine,2022-02-28,1,65.0,30.0,30.0,680.0,0.0
HOSP-4498,The Johns Hopkins Hospital,allergy and immunology,2021-12-26,1,12.0,90.0,18.0,1090.0,0.0
HOSP-4499,The Johns Hopkins Hospital,neurology,,1,42.0,15.0,28.0,910.0,1.0
HOSP-4500,The Johns Hopkins Hospital,gastroenterology,2021-04-27,1,65.0,105.0,7.0,1420.0,0.0
HOSP-4500,The Johns Hopkins Hospital,neurology,2022-03-28,1,62.0,30.0,15.0,950.0,0.0
HOSP-4501,The Johns Hopkins Hospital,nephrology,2021-08-25,1,29.0,45.0,3.0,360.0,0.0
HOSP-4501,The Johns Hopkins Hospital,neurology,2024-01-13,1,49.0,60.0,3.0,390.0,1.0
HOSP-4502,The Johns Hopkins Hospital,psychiatry,2021-01-28,1,67.0,15.0,6.0,1450.0,1.0
HOSP-4505,The Johns Hopkins Hospital,pulmonology,2020-11-19,1,1.0,60.0,21.0,1370.0,1.0
HOSP-4505,The Johns Hopkins Hospital,pulmonology,2024-03-29,1,25.0,15.0,29.0,340.0,0.0
HOSP-4507,The Johns Hopkins Hospital,psychiatry,2023-11-30,1,15.0,45.0,9.0,870.0,1.0
HOSP-4507,The Johns Hopkins Hospital,pulmonology or infectious disease,2021-04-22,1,29.0,30.0,25.0,540.0,0.0
HOSP-4508,The Johns Hopkins Hospital,dermatology,,1,69.0,15.0,12.0,950.0,1.0
HOSP-4508,The Johns Hopkins Hospital,endocrinology,2021-06-21,1,42.0,30.0,24.0,1210.0,0.0
HOSP-4508,The Johns Hopkins Hospital,psychiatry,,1,85.0,15.0,6.0,1070.0,1.0
HOSP-4509,The Johns Hopkins Hospital,rheumatology,,1,9.0,75.0,20.0,1250.0,0.0
HOSP-4510,The Johns Hopkins Hospital,neurology,2023-02-20,1,77.0,60.0,30.0,110.0,0.0
HOSP-4510,The Johns Hopkins Hospital,neurology,,1,63.0,60.0,29.0,650.0,1.0
HOSP-4511,The Johns Hopkins Hospital,neurology,2022-08-14,1,21.0,75.0,13.0,240.0,0.0
HOSP-4512,The Johns Hopkins Hospital,hepatology or gastroenterology,2021-01-21,1,7.0,105.0,6.0,810.0,1.0
HOSP-4512,The Johns Hopkins Hospital,infectious disease or internal medicine,,1,9.0,60.0,2.0,700.0,0.0
HOSP-4513,The Johns Hopkins Hospital,neurology,2023-03-21,1,79.0,45.0,20.0,1180.0,1.0
HOSP-4515,The Johns Hopkins Hospital,hepatology or gastroenterology,2024-02-22,1,21.0,105.0,9.0,520.0,1.0
HOSP-4516,The Johns Hopkins Hospital,neurology,,1,47.0,45.0,11.0,510.0,1.0
HOSP-4517,The Johns Hopkins Hospital,endocrinology,2022-12-31,1,29.0,75.0,15.0,680.0,0.0
HOSP-4517,The Johns Hopkins Hospital,urology or nephrology,2022-06-14,1,87.0,120.0,17.0,1070.0,0.0
HOSP-4518,The Johns Hopkins Hospital,rheumatology,,1,46.0,120.0,14.0,1500.0,1.0
HOSP-4519,The Johns Hopkins Hospital,neurology,2023-08-13,1,33.0,45.0,19.0,580.0,0.0
HOSP-4520,The Johns Hopkins Hospital,gastroenterology,2023-04-28,1,75.0,60.0,14.0,100.0,1.0
HOSP-4522,The Johns Hopkins Hospital,dermatology,2023-01-29,1,16.0,90.0,18.0,490.0,0.0
HOSP-4522,The Johns Hopkins Hospital,rheumatology,2020-11-15,1,81.0,75.0,1.0,1340.0,0.0
HOSP-4522,The Johns Hopkins Hospital,rheumatology,,1,92.0,45.0,14.0,1130.0,1.0
HOSP-4523,The Johns Hopkins Hospital,cardiology,2023-12-24,1,34.0,105.0,14.0,130.0,0.0
HOSP-4524,The Johns Hopkins Hospital,dermatology,,1,26.0,60.0,25.0,660.0,1.0
HOSP-4524,The Johns Hopkins Hospital,infectious disease,,1,34.0,45.0,24.0,260.0,0.0
HOSP-4524,The Johns Hopkins Hospital,pulmonology or allergy and immunology,,1,74.0,15.0,3.0,810.0,0.0
HOSP-4525,The Johns Hopkins Hospital,oncology,2023-10-23,1,17.0,30.0,3.0,580.0,1.0
HOSP-4525,The Johns Hopkins Hospital,psychiatry,,1,16.0,60.0,25.0,1200.0,1.0
HOSP-4527,The Johns Hopkins Hospital,gastroenterology,2020-10-21,1,14.0,45.0,9.0,440.0,0.0
HOSP-4527,The Johns Hopkins Hospital,gastroenterology,,1,53.0,75.0,29.0,990.0,1.0
HOSP-4529,The Johns Hopkins Hospital,gastroenterology,2023-02-16,1,24.0,105.0,26.0,1510.0,0.0
HOSP-4529,The Johns Hopkins Hospital,urology or nephrology,2022-06-19,1,55.0,105.0,20.0,1520.0,0.0
HOSP-4531,The Johns Hopkins Hospital,cardiology,,1,21.0,60.0,10.0,790.0,1.0
HOSP-4532,The Johns Hopkins Hospital,dermatology,2020-12-14,1,75.0,90.0,18.0,1440.0,1.0
HOSP-4532,The Johns Hopkins Hospital,infectious disease or internal medicine,2023-12-28,1,9.0,30.0,5.0,1070.0,0.0
HOSP-4533,The Johns Hopkins Hospital,rheumatology,2023-11-18,1,32.0,15.0,4.0,830.0,1.0
HOSP-4535,The Johns Hopkins Hospital,endocrinology,2022-12-18,1,93.0,15.0,7.0,450.0,0.0
HOSP-4535,The Johns Hopkins Hospital,psychiatry,,1,5.0,90.0,28.0,410.0,0.0
HOSP-4535,The Johns Hopkins Hospital,urology or nephrology,2021-04-26,1,15.0,30.0,30.0,990.0,1.0
HOSP-4536,The Johns Hopkins Hospital,gastroenterology,,1,95.0,60.0,10.0,830.0,1.0
HOSP-4537,The Johns Hopkins Hospital,nephrology,,1,14.0,120.0,10.0,1360.0,0.0
HOSP-4539,The Johns Hopkins Hospital,infectious disease or internal medicine,2023-04-13,1,75.0,45.0,8.0,1230.0,0.0
HOSP-4539,The Johns Hopkins Hospital,rheumatology,2024-01-19,1,77.0,45.0,18.0,1040.0,1.0
HOSP-4540,The Johns Hopkins Hospital,infectious disease,2023-08-16,1,59.0,120.0,27.0,640.0,1.0
HOSP-4540,The Johns Hopkins Hospital,neurology,2021-11-29,1,64.0,105.0,29.0,680.0,0.0
HOSP-4540,The Johns Hopkins Hospital,neurology,,1,1.0,75.0,22.0,410.0,1.0
HOSP-4540,The Johns Hopkins Hospital,psychiatry,2023-09-18,1,46.0,30.0,14.0,970.0,1.0
HOSP-4540,The Johns Hopkins Hospital,urology or nephrology,,1,22.0,45.0,12.0,190.0,0.0
HOSP-4541,The Johns Hopkins Hospital,psychiatry,,1,47.0,90.0,25.0,1070.0,0.0
HOSP-4542,The Johns Hopkins Hospital,psychiatry,2023-07-22,1,85.0,45.0,19.0,120.0,0.0
HOSP-4542,The Johns Hopkins Hospital,pulmonology,,1,16.0,15.0,27.0,1060.0,1.0
HOSP-4543,The Johns Hopkins Hospital,gastroenterology,2021-07-13,1,17.0,105.0,20.0,520.0,0.0
HOSP-4545,The Johns Hopkins Hospital,gastroenterology,2022-12-29,1,8.0,45.0,8.0,1550.0,0.0
HOSP-4545,The Johns Hopkins Hospital,neurology,2021-09-30,1,77.0,90.0,23.0,920.0,0.0
HOSP-4547,The Johns Hopkins Hospital,hepatology,,1,80.0,15.0,9.0,1560.0,0.0
HOSP-4547,The Johns Hopkins Hospital,rheumatology,2022-10-23,1,85.0,15.0,15.0,550.0,1.0
HOSP-4548,The Johns Hopkins Hospital,neurology,,1,76.0,30.0,19.0,110.0,1.0
HOSP-4549,The Johns Hopkins Hospital,gastroenterology,,1,75.0,90.0,17.0,1050.0,0.0
HOSP-4549,The Johns Hopkins Hospital,rheumatology,2020-08-24,1,73.0,45.0,23.0,610.0,1.0
HOSP-4550,The Johns Hopkins Hospital,rheumatology,,1,8.0,45.0,3.0,700.0,0.0
HOSP-4551,The Johns Hopkins Hospital,gastroenterology,,1,36.0,45.0,18.0,210.0,0.0
HOSP-4552,The Johns Hopkins Hospital,psychiatry,,1,16.0,75.0,9.0,1010.0,0.0
HOSP-4553,The Johns Hopkins Hospital,infectious disease or internal medicine,2022-09-25,1,35.0,45.0,30.0,1170.0,0.0
HOSP-4553,The Johns Hopkins Hospital,oncology,,1,81.0,105.0,8.0,480.0,1.0
HOSP-4554,The Johns Hopkins Hospital,cardiology or internal medicine,,1,2.0,90.0,6.0,1320.0,0.0
HOSP-4554,The Johns Hopkins Hospital,rheumatology,2020-09-16,1,6.0,45.0,23.0,420.0,1.0
HOSP-4555,The Johns Hopkins Hospital,cardiology,2020-12-24,1,14.0,45.0,27.0,560.0,0.0
HOSP-4555,The Johns Hopkins Hospital,urology or nephrology,,1,84.0,45.0,19.0,520.0,0.0
HOSP-4556,The Johns Hopkins Hospital,infectious disease,,1,86.0,75.0,26.0,950.0,0.0
HOSP-4557,The Johns Hopkins Hospital,infectious disease,,1,76.0,105.0,27.0,800.0,0.0
HOSP-4557,The Johns Hopkins Hospital,rheumatology,,1,24.0,15.0,15.0,1530.0,1.0
HOSP-4558,The Johns Hopkins Hospital,nephrology,,1,90.0,90.0,29.0,1250.0,0.0
HOSP-4559,The Johns Hopkins Hospital,psychiatry,2020-11-29,1,46.0,75.0,24.0,420.0,0.0
HOSP-4561,The Johns Hopkins Hospital,neurology,2022-06-22,1,15.0,90.0,5.0,690.0,0.0
HOSP-4561,The Johns Hopkins Hospital,neurology,,1,79.0,120.0,13.0,600.0,0.0
HOSP-4562,The Johns Hopkins Hospital,cardiology or internal medicine,,1,36.0,75.0,15.0,1320.0,1.0
HOSP-4562,The Johns Hopkins Hospital,gastroenterology,,1,78.0,120.0,18.0,870.0,1.0
HOSP-4563,The Johns Hopkins Hospital,gastroenterology,2021-09-27,1,27.0,105.0,15.0,960.0,0.0
HOSP-4564,The Johns Hopkins Hospital,gastroenterology,2021-04-19,1,40.0,90.0,9.0,590.0,1.0
HOSP-4564,The Johns Hopkins Hospital,gastroenterology,,1,7.0,105.0,23.0,1350.0,1.0
HOSP-4566,The Johns Hopkins Hospital,cardiology or internal medicine,2020-08-30,1,31.0,105.0,19.0,1100.0,0.0
HOSP-4566,The Johns Hopkins Hospital,gastroenterology,2021-05-19,1,94.0,90.0,20.0,810.0,1.0
HOSP-4568,The Johns Hopkins Hospital,endocrinology,2024-04-22,1,84.0,45.0,6.0,730.0,0.0
HOSP-4572,The Johns Hopkins Hospital,gastroenterology,,1,28.0,30.0,18.0,1560.0,1.0
HOSP-4573,The Johns Hopkins Hospital,neurology,2021-08-26,1,55.0,60.0,12.0,400.0,0.0
HOSP-4574,The Johns Hopkins Hospital,endocrinology,2022-06-26,1,3.0,105.0,12.0,910.0,0.0
HOSP-4576,The Johns Hopkins Hospital,pulmonology,,1,54.0,45.0,5.0,1190.0,0.0
HOSP-4577,The Johns Hopkins Hospital,endocrinology,,1,33.0,75.0,29.0,1320.0,1.0
HOSP-4579,The Johns Hopkins Hospital,dermatology,2021-06-26,1,70.0,60.0,22.0,1040.0,1.0
HOSP-4579,The Johns Hopkins Hospital,pulmonology or infectious disease,,1,93.0,90.0,7.0,1020.0,0.0
HOSP-4580,The Johns Hopkins Hospital,nephrology,,1,20.0,120.0,16.0,420.0,1.0
HOSP-4581,The Johns Hopkins Hospital,neurology,2021-05-23,1,60.0,45.0,25.0,900.0,0.0
HOSP-4581,The Johns Hopkins Hospital,rheumatology,2021-12-31,1,9.0,45.0,1.0,1400.0,0.0
HOSP-4583,The Johns Hopkins Hospital,allergy and immunology,2024-03-19,1,5.0,75.0,24.0,720.0,1.0
HOSP-4583,The Johns Hopkins Hospital,rheumatology,2020-11-26,1,55.0,15.0,22.0,990.0,0.0
HOSP-4583,The Johns Hopkins Hospital,rheumatology,,1,87.0,105.0,25.0,1330.0,1.0
HOSP-4585,The Johns Hopkins Hospital,endocrinology,,1,75.0,120.0,15.0,430.0,0.0
HOSP-4585,The Johns Hopkins Hospital,pulmonology or infectious disease,2022-10-31,1,40.0,90.0,8.0,1480.0,0.0
HOSP-4586,The Johns Hopkins Hospital,cardiology,,1,54.0,60.0,27.0,1320.0,0.0
HOSP-4587,The Johns Hopkins Hospital,gastroenterology,,1,75.0,90.0,4.0,340.0,1.0
HOSP-4587,The Johns Hopkins Hospital,pulmonology,2021-11-14,1,85.0,45.0,7.0,270.0,0.0
HOSP-4588,The Johns Hopkins Hospital,cardiology,,1,36.0,15.0,6.0,230.0,0.0
HOSP-4588,The Johns Hopkins Hospital,gastroenterology,2020-08-20,1,77.0,45.0,4.0,450.0,0.0
HOSP-4589,The Johns Hopkins Hospital,cardiology,2022-06-13,1,35.0,90.0,3.0,1150.0,1.0
HOSP-4589,The Johns Hopkins Hospital,pulmonology or allergy and immunology,2020-08-31,1,24.0,15.0,7.0,370.0,1.0
HOSP-4591,The Johns Hopkins Hospital,urology or nephrology,2022-10-13,1,0.0,60.0,20.0,640.0,0.0
HOSP-4593,The Johns Hopkins Hospital,hepatology,2023-10-20,1,68.0,90.0,14.0,1520.0,1.0
HOSP-4593,The Johns Hopkins Hospital,rheumatology,2023-07-24,1,31.0,15.0,9.0,1580.0,1.0
HOSP-4595,The Johns Hopkins Hospital,infectious disease or internal medicine,,1,23.0,105.0,19.0,1330.0,0.0
HOSP-4596,The Johns Hopkins Hospital,neurology,,1,48.0,45.0,10.0,1180.0,0.0
HOSP-4597,The Johns Hopkins Hospital,cardiology,2022-08-13,1,46.0,45.0,7.0,800.0,0.0
HOSP-4597,The Johns Hopkins Hospital,urology or nephrology,2021-10-17,1,43.0,105.0,18.0,520.0,0.0
HOSP-4599,The Johns Hopkins Hospital,gastroenterology,2021-05-13,1,37.0,30.0,3.0,640.0,1.0
HOSP-4599,The Johns Hopkins Hospital,hepatology or gastroenterology,2020-08-19,1,32.0,105.0,28.0,1220.0,0.0
HOSP-4599,The Johns Hopkins Hospital,psychiatry,2021-04-24,1,10.0,75.0,1.0,1470.0,0.0
HOSP-4600,The Johns Hopkins Hospital,infectious disease,,1,13.0,30.0,26.0,1550.0,0.0
HOSP-4600,The Johns Hopkins Hospital,urology or nephrology,2023-11-26,1,33.0,120.0,11.0,1340.0,1.0
HOSP-4602,The Johns Hopkins Hospital,hepatology or gastroenterology,,1,42.0,120.0,5.0,760.0,0.0
