date,hospital_id,hospital_name,department_id,department_name,department_type,total_beds,occupied_beds_count,bed_occupancy_rate_pct,patients_admitted_count,patients_discharged_count,readmission_count,readmission_rate_pct,mortality_count,mortality_rate_pct,avg_length_of_stay_days,avg_treatment_time_hours,transfer_events_count,nurses_on_duty,doctors_on_duty,staff_to_patient_ratio,equipment_downtime_hours,avg_satisfaction_score,department_efficiency_score
2026-05-01,H001,CityCare General Hospital,D05,ICU,Critical Care,20,14,70.0,1,3,0,0.0,0,0.0,11.48,7.9,5,5,2,7.0,1.5,4.81,67.01
2026-05-08,H002,Green Valley Medical Center,D01,Emergency Department,Emergency,35,20,57.14,5,2,0,0.0,0,0.0,3.6,12.76,1,8,4,2.4,0.64,3.79,77.68
2026-05-15,H003,Sunrise Multi-Specialty Hospital,D04,Orthopedics,Specialty,35,23,65.71,4,6,0,0.0,0,0.0,5.62,18.38,3,8,2,2.5,1.34,4.2,76.02
2026-05-22,H001,CityCare General Hospital,D07,General Surgery,Surgical,40,32,80.0,11,16,0,0.0,0,0.0,2.5,24.51,6,8,5,1.182,3.15,4.26,83.58
2026-05-29,H002,Green Valley Medical Center,D03,Cardiology,Specialty,30,23,76.67,6,5,0,0.0,0,0.0,5.34,19.17,6,7,3,1.667,3.22,4.5,77.34
2026-06-05,H003,Sunrise Multi-Specialty Hospital,D06,Pediatrics,Medical,30,21,70.0,11,9,0,0.0,0,0.0,7.42,25.42,8,8,4,1.091,0.18,4.33,76.23
2026-06-12,H001,CityCare General Hospital,D02,General Medicine,Medical,50,33,66.0,7,10,0,0.0,0,0.0,3.08,29.22,2,12,4,2.286,1.93,4.22,79.62
2026-06-19,H002,Green Valley Medical Center,D05,ICU,Critical Care,20,16,80.0,4,2,1,25.0,1,50.0,10.04,46.83,2,2,2,1.0,1.55,4.32,67.95
2026-06-26,H003,Sunrise Multi-Specialty Hospital,D01,Emergency Department,Emergency,35,31,88.57,6,3,0,0.0,0,0.0,3.37,4.45,4,6,3,1.5,1.91,3.44,87.05
2026-01-04,H001,CityCare General Hospital,D04,Orthopedics,Specialty,35,23,65.71,12,9,2,16.67,0,0.0,2.15,11.06,5,10,4,1.167,0.0,4.28,80.9
2026-01-11,H002,Green Valley Medical Center,D07,General Surgery,Surgical,40,24,60.0,10,10,0,0.0,1,10.0,1.67,15.82,6,10,5,1.5,1.19,4.8,81.17
2026-01-18,H003,Sunrise Multi-Specialty Hospital,D03,Cardiology,Specialty,30,18,60.0,4,3,0,0.0,0,0.0,8.06,13.28,2,4,4,2.0,3.72,4.46,65.94
2026-01-25,H001,CityCare General Hospital,D06,Pediatrics,Medical,30,14,46.67,7,10,0,0.0,0,0.0,1.9,16.28,4,5,4,1.286,0.77,4.67,76.78
2026-02-01,H002,Green Valley Medical Center,D02,General Medicine,Medical,50,37,74.0,12,8,0,0.0,0,0.0,2.58,16.34,2,12,4,1.333,4.78,4.24,78.74
2026-02-08,H003,Sunrise Multi-Specialty Hospital,D05,ICU,Critical Care,20,14,70.0,8,12,0,0.0,0,0.0,4.33,35.19,11,7,2,1.125,2.16,4.56,78.47
2026-02-15,H001,CityCare General Hospital,D01,Emergency Department,Emergency,35,28,80.0,12,15,0,0.0,0,0.0,5.96,21.48,2,6,3,0.75,4.46,4.3,75.43
2026-02-22,H002,Green Valley Medical Center,D04,Orthopedics,Specialty,35,19,54.29,10,12,0,0.0,0,0.0,5.88,17.39,3,7,4,1.1,2.67,4.83,69.44
2026-03-01,H003,Sunrise Multi-Specialty Hospital,D07,General Surgery,Surgical,40,33,82.5,6,9,0,0.0,1,11.11,4.75,16.97,7,6,4,1.667,1.04,3.97,83.9
2026-03-08,H001,CityCare General Hospital,D03,Cardiology,Specialty,30,26,86.67,5,5,0,0.0,0,0.0,7.11,14.4,7,6,2,1.6,1.86,4.27,79.92
2026-03-15,H002,Green Valley Medical Center,D06,Pediatrics,Medical,30,18,60.0,3,2,0,0.0,0,0.0,2.81,27.68,5,4,4,2.667,3.35,4.56,75.72
2026-03-22,H003,Sunrise Multi-Specialty Hospital,D02,General Medicine,Medical,50,30,60.0,13,10,2,15.38,0,0.0,7.79,10.63,2,8,6,1.077,3.74,3.47,63.31
2026-03-29,H001,CityCare General Hospital,D05,ICU,Critical Care,20,13,65.0,6,7,0,0.0,1,14.29,4.65,10.49,4,7,2,1.5,3.66,3.59,73.76
2026-04-05,H002,Green Valley Medical Center,D01,Emergency Department,Emergency,35,18,51.43,3,3,0,0.0,0,0.0,7.63,11.26,4,7,3,3.333,2.57,3.82,65.54
2026-04-12,H003,Sunrise Multi-Specialty Hospital,D04,Orthopedics,Specialty,35,20,57.14,6,7,2,33.33,0,0.0,2.55,27.89,5,8,4,2.0,2.87,3.84,69.28
2026-04-19,H001,CityCare General Hospital,D07,General Surgery,Surgical,40,33,82.5,10,10,0,0.0,0,0.0,6.28,7.64,5,8,3,1.1,1.45,3.59,80.56
2026-04-26,H002,Green Valley Medical Center,D03,Cardiology,Specialty,30,21,70.0,13,14,1,7.69,0,0.0,2.52,3.33,4,9,4,1.0,0.48,3.6,82.78
2026-05-03,H003,Sunrise Multi-Specialty Hospital,D06,Pediatrics,Medical,30,25,83.33,9,7,1,11.11,0,0.0,9.15,9.05,4,5,3,0.889,2.59,4.12,71.79
2026-05-10,H001,CityCare General Hospital,D02,General Medicine,Medical,50,42,84.0,14,15,3,21.43,1,6.67,9.37,26.39,6,11,6,1.214,0.89,4.04,72.29
2026-05-17,H002,Green Valley Medical Center,D05,ICU,Critical Care,20,17,85.0,4,2,1,25.0,0,0.0,9.53,11.25,7,7,1,2.0,3.17,4.41,68.0
2026-05-24,H003,Sunrise Multi-Specialty Hospital,D01,Emergency Department,Emergency,35,13,37.14,12,12,2,16.67,0,0.0,9.29,12.84,7,9,3,1.0,1.12,3.95,56.62
2026-05-31,H001,CityCare General Hospital,D04,Orthopedics,Specialty,35,17,48.57,6,8,2,33.33,0,0.0,6.87,9.4,7,9,2,1.833,3.2,4.29,58.19
2026-06-07,H002,Green Valley Medical Center,D07,General Surgery,Surgical,40,27,67.5,6,8,0,0.0,1,12.5,3.37,17.79,4,10,5,2.5,1.3,3.81,80.65
2026-06-14,H003,Sunrise Multi-Specialty Hospital,D03,Cardiology,Specialty,30,27,90.0,10,11,1,10.0,0,0.0,7.23,20.72,4,7,4,1.1,1.41,4.03,79.59
2026-06-21,H001,CityCare General Hospital,D06,Pediatrics,Medical,30,14,46.67,5,4,1,20.0,0,0.0,5.49,15.28,1,4,4,1.6,0.0,4.76,67.73
2026-06-28,H002,Green Valley Medical Center,D02,General Medicine,Medical,50,40,80.0,9,13,0,0.0,0,0.0,6.52,15.99,9,8,6,1.556,0.37,3.77,81.0
2026-01-06,H003,Sunrise Multi-Specialty Hospital,D05,ICU,Critical Care,20,17,85.0,8,12,2,25.0,2,16.67,8.68,38.9,4,4,1,0.625,1.16,4.27,72.7
2026-01-13,H001,CityCare General Hospital,D01,Emergency Department,Emergency,35,25,71.43,10,13,1,10.0,0,0.0,1.63,9.79,5,5,3,0.8,2.23,3.49,81.58
2026-01-20,H002,Green Valley Medical Center,D04,Orthopedics,Specialty,35,28,80.0,12,17,0,0.0,0,0.0,7.56,4.37,4,6,4,0.833,3.12,3.46,74.78
2026-01-27,H003,Sunrise Multi-Specialty Hospital,D07,General Surgery,Surgical,40,36,90.0,13,15,2,15.38,1,6.67,8.08,15.77,5,6,5,0.846,1.69,3.67,76.58
2026-02-03,H001,CityCare General Hospital,D03,Cardiology,Specialty,30,28,93.33,4,2,0,0.0,0,0.0,2.15,8.1,5,7,2,2.25,3.56,4.17,88.21
2026-02-10,H002,Green Valley Medical Center,D06,Pediatrics,Medical,30,27,90.0,4,5,0,0.0,0,0.0,2.03,17.02,6,5,4,2.25,3.38,3.81,87.54
2026-02-17,H003,Sunrise Multi-Specialty Hospital,D02,General Medicine,Medical,50,29,58.0,9,9,0,0.0,0,0.0,3.52,28.59,4,9,6,1.667,1.72,4.13,76.39
2026-02-24,H001,CityCare General Hospital,D05,ICU,Critical Care,20,11,55.0,4,4,0,0.0,1,25.0,5.21,12.48,3,7,2,2.25,1.2,4.04,73.21
2026-03-03,H002,Green Valley Medical Center,D01,Emergency Department,Emergency,35,30,85.71,10,10,1,10.0,0,0.0,4.99,5.34,7,6,4,1.0,2.54,4.62,80.2
2026-03-10,H003,Sunrise Multi-Specialty Hospital,D04,Orthopedics,Specialty,35,17,48.57,10,9,1,10.0,0,0.0,2.58,16.97,6,9,2,1.1,1.93,4.15,72.4
2026-03-17,H001,CityCare General Hospital,D07,General Surgery,Surgical,40,33,82.5,8,7,0,0.0,1,14.29,7.98,21.74,7,8,5,1.625,0.54,3.62,79.05
2026-03-24,H002,Green Valley Medical Center,D03,Cardiology,Specialty,30,12,40.0,5,4,1,20.0,0,0.0,3.05,29.63,2,4,3,1.4,2.34,4.4,65.92
2026-03-31,H003,Sunrise Multi-Specialty Hospital,D06,Pediatrics,Medical,30,27,90.0,5,5,0,0.0,0,0.0,4.77,11.57,1,6,3,1.8,2.16,4.38,84.7
2026-04-07,H001,CityCare General Hospital,D02,General Medicine,Medical,50,45,90.0,4,5,0,0.0,0,0.0,3.01,14.08,3,10,4,3.5,0.0,3.98,91.23
2026-04-14,H002,Green Valley Medical Center,D05,ICU,Critical Care,20,18,90.0,5,6,1,20.0,0,0.0,4.73,15.86,8,7,2,1.8,1.86,4.07,81.25
2026-04-21,H003,Sunrise Multi-Specialty Hospital,D01,Emergency Department,Emergency,35,32,91.43,7,4,2,28.57,0,0.0,6.27,28.09,6,7,2,1.286,0.01,4.41,80.3
2026-04-28,H001,CityCare General Hospital,D04,Orthopedics,Specialty,35,14,40.0,9,8,0,0.0,0,0.0,6.64,15.29,4,7,2,1.0,3.19,4.49,62.28
2026-05-05,H002,Green Valley Medical Center,D07,General Surgery,Surgical,40,22,55.0,12,13,1,8.33,0,0.0,7.35,25.45,6,9,5,1.167,3.14,4.37,64.7
2026-05-12,H003,Sunrise Multi-Specialty Hospital,D03,Cardiology,Specialty,30,15,50.0,4,4,1,25.0,0,0.0,4.75,4.08,5,7,3,2.5,4.38,4.32,62.18
2026-05-19,H001,CityCare General Hospital,D06,Pediatrics,Medical,30,21,70.0,8,9,0,0.0,0,0.0,7.23,14.66,4,4,2,0.75,1.78,4.0,74.0
2026-05-26,H002,Green Valley Medical Center,D02,General Medicine,Medical,50,41,82.0,11,3,0,0.0,0,0.0,8.87,18.12,4,11,4,1.364,3.15,4.61,73.14
2026-06-02,H003,Sunrise Multi-Specialty Hospital,D05,ICU,Critical Care,20,9,45.0,8,11,1,12.5,0,0.0,3.81,18.19,2,5,2,0.875,3.01,4.09,66.77
2026-06-09,H001,CityCare General Hospital,D01,Emergency Department,Emergency,35,28,80.0,4,2,0,0.0,0,0.0,7.01,29.22,8,6,4,2.5,1.94,3.81,77.63
2026-06-16,H002,Green Valley Medical Center,D04,Orthopedics,Specialty,35,27,77.14,6,6,0,0.0,0,0.0,4.15,22.5,7,10,3,2.167,2.81,2.93,80.24
2026-06-23,H003,Sunrise Multi-Specialty Hospital,D07,General Surgery,Surgical,40,27,67.5,14,11,0,0.0,0,0.0,4.24,18.35,3,7,4,0.786,2.98,3.99,76.44
2026-01-01,H001,CityCare General Hospital,D03,Cardiology,Specialty,30,16,53.33,6,5,0,0.0,0,0.0,7.7,14.97,4,9,3,2.0,1.14,3.8,68.37
2026-01-08,H002,Green Valley Medical Center,D06,Pediatrics,Medical,30,16,53.33,6,3,0,0.0,0,0.0,4.19,23.87,7,4,3,1.167,1.7,4.06,73.61
2026-01-15,H003,Sunrise Multi-Specialty Hospital,D02,General Medicine,Medical,50,34,68.0,8,6,1,12.5,0,0.0,4.96,18.14,5,13,6,2.375,0.0,3.65,77.62
2026-01-22,H001,CityCare General Hospital,D05,ICU,Critical Care,20,16,80.0,4,3,0,0.0,0,0.0,7.95,11.46,3,4,3,1.75,3.53,4.45,73.44
2026-01-29,H002,Green Valley Medical Center,D01,Emergency Department,Emergency,35,28,80.0,7,6,0,0.0,2,33.33,3.06,19.48,4,9,2,1.571,1.64,4.15,85.02
2026-02-05,H003,Sunrise Multi-Specialty Hospital,D04,Orthopedics,Specialty,35,22,62.86,12,8,0,0.0,0,0.0,6.83,10.36,2,6,2,0.667,1.94,3.99,71.94
2026-02-12,H001,CityCare General Hospital,D07,General Surgery,Surgical,40,36,90.0,9,12,0,0.0,0,0.0,3.65,18.37,6,9,3,1.333,0.0,4.18,90.11
2026-02-19,H002,Green Valley Medical Center,D03,Cardiology,Specialty,30,27,90.0,6,5,0,0.0,0,0.0,3.45,27.1,7,9,4,2.167,0.0,4.63,90.46
2026-02-26,H003,Sunrise Multi-Specialty Hospital,D06,Pediatrics,Medical,30,22,73.33,9,3,1,11.11,0,0.0,3.82,11.95,0,9,3,1.333,0.63,3.82,80.75
2026-03-05,H001,CityCare General Hospital,D02,General Medicine,Medical,50,30,60.0,13,20,3,23.08,0,0.0,6.79,10.19,5,8,5,1.0,3.95,4.24,63.18
2026-03-12,H002,Green Valley Medical Center,D05,ICU,Critical Care,20,14,70.0,6,9,0,0.0,0,0.0,9.87,35.92,4,2,1,0.5,0.93,4.69,70.74
2026-03-19,H003,Sunrise Multi-Specialty Hospital,D01,Emergency Department,Emergency,35,24,68.57,10,13,0,0.0,0,0.0,4.42,26.76,5,7,2,0.9,2.52,4.42,77.23
2026-03-26,H001,CityCare General Hospital,D04,Orthopedics,Specialty,35,23,65.71,8,8,0,0.0,0,0.0,5.56,9.43,4,9,2,1.375,1.74,4.33,75.48
2026-04-02,H002,Green Valley Medical Center,D07,General Surgery,Surgical,40,30,75.0,13,16,1,7.69,1,6.25,4.05,7.33,9,7,3,0.769,0.89,3.47,81.2
2026-04-09,H003,Sunrise Multi-Specialty Hospital,D03,Cardiology,Specialty,30,22,73.33,3,8,0,0.0,0,0.0,6.73,19.75,4,5,4,3.0,3.17,4.09,73.82
2026-04-16,H001,CityCare General Hospital,D06,Pediatrics,Medical,30,27,90.0,6,3,1,16.67,0,0.0,8.65,8.02,4,6,3,1.5,3.39,4.35,72.61
2026-04-23,H002,Green Valley Medical Center,D02,General Medicine,Medical,50,46,92.0,8,5,0,0.0,0,0.0,5.57,14.84,4,9,6,1.875,4.6,3.43,80.09
2026-04-30,H003,Sunrise Multi-Specialty Hospital,D05,ICU,Critical Care,20,18,90.0,4,4,0,0.0,0,0.0,4.46,47.61,3,6,3,2.25,1.45,4.25,86.38
2026-05-07,H001,CityCare General Hospital,D01,Emergency Department,Emergency,35,22,62.86,9,7,0,0.0,0,0.0,6.34,7.55,4,5,3,0.889,4.66,4.19,68.45
2026-05-14,H002,Green Valley Medical Center,D04,Orthopedics,Specialty,35,19,54.29,9,4,4,44.44,0,0.0,8.2,8.75,6,6,4,1.111,1.19,4.03,58.86
2026-05-21,H003,Sunrise Multi-Specialty Hospital,D07,General Surgery,Surgical,40,20,50.0,8,3,0,0.0,0,0.0,5.58,11.17,5,11,4,1.875,2.03,4.01,69.49
2026-05-28,H001,CityCare General Hospital,D03,Cardiology,Specialty,30,29,96.67,11,7,0,0.0,0,0.0,2.43,28.65,5,9,3,1.091,3.68,4.35,88.69
2026-06-04,H002,Green Valley Medical Center,D06,Pediatrics,Medical,30,23,76.67,7,6,1,14.29,0,0.0,6.55,18.58,5,5,3,1.143,4.65,4.48,70.07
2026-06-11,H003,Sunrise Multi-Specialty Hospital,D02,General Medicine,Medical,50,42,84.0,11,6,3,27.27,0,0.0,4.95,4.68,7,12,6,1.636,1.93,3.96,77.19
2026-06-18,H001,CityCare General Hospital,D05,ICU,Critical Care,20,16,80.0,2,0,0,0.0,0,0.0,3.37,37.84,6,3,3,3.0,2.15,3.48,83.66
2026-06-25,H002,Green Valley Medical Center,D01,Emergency Department,Emergency,35,33,94.29,4,3,0,0.0,0,0.0,6.9,24.14,7,5,4,2.25,1.68,3.68,83.24
2026-01-03,H003,Sunrise Multi-Specialty Hospital,D04,Orthopedics,Specialty,35,15,42.86,4,4,0,0.0,0,0.0,1.82,4.39,6,5,4,2.25,1.78,3.12,73.97
2026-01-10,H001,CityCare General Hospital,D07,General Surgery,Surgical,40,18,45.0,6,8,1,16.67,0,0.0,8.04,20.59,3,9,3,2.0,3.66,3.9,57.49
2026-01-17,H002,Green Valley Medical Center,D03,Cardiology,Specialty,30,26,86.67,1,3,0,0.0,0,0.0,7.73,19.35,6,7,2,9.0,5.29,3.67,73.34
2026-01-24,H003,Sunrise Multi-Specialty Hospital,D06,Pediatrics,Medical,30,11,36.67,7,10,0,0.0,0,0.0,1.72,9.21,6,9,2,1.571,2.93,4.46,70.14
2026-01-31,H001,CityCare General Hospital,D02,General Medicine,Medical,50,38,76.0,7,4,0,0.0,1,25.0,8.02,27.23,8,10,6,2.286,3.42,3.98,72.09
2026-02-07,H002,Green Valley Medical Center,D05,ICU,Critical Care,20,17,85.0,5,4,0,0.0,1,25.0,9.21,33.05,1,6,1,1.4,1.56,4.58,76.14
2026-02-14,H003,Sunrise Multi-Specialty Hospital,D01,Emergency Department,Emergency,35,28,80.0,6,1,2,33.33,0,0.0,2.12,19.18,3,8,3,1.833,0.32,3.94,82.11
2026-02-21,H001,CityCare General Hospital,D04,Orthopedics,Specialty,35,19,54.29,7,2,0,0.0,0,0.0,6.03,21.46,4,8,3,1.571,0.22,4.34,73.1
2026-02-28,H002,Green Valley Medical Center,D07,General Surgery,Surgical,40,35,87.5,3,2,0,0.0,0,0.0,4.83,25.65,10,11,3,4.667,3.29,4.7,81.91
2026-03-07,H003,Sunrise Multi-Specialty Hospital,D03,Cardiology,Specialty,30,20,66.67,10,3,2,20.0,0,0.0,5.25,25.83,5,8,4,1.2,0.82,3.71,73.83
2026-03-14,H001,CityCare General Hospital,D06,Pediatrics,Medical,30,25,83.33,7,8,0,0.0,0,0.0,9.34,6.2,4,9,2,1.571,4.21,3.99,71.08
2026-03-21,H002,Green Valley Medical Center,D02,General Medicine,Medical,50,36,72.0,7,9,2,28.57,0,0.0,2.05,19.08,4,11,5,2.286,1.91,3.81,77.84
2026-03-28,H003,Sunrise Multi-Specialty Hospital,D05,ICU,Critical Care,20,13,65.0,1,2,0,0.0,0,0.0,10.51,10.28,7,2,2,4.0,1.17,3.94,67.49
2026-04-04,H001,CityCare General Hospital,D01,Emergency Department,Emergency,35,22,62.86,8,2,1,12.5,0,0.0,1.79,3.09,7,8,2,1.25,4.35,4.18,74.41
2026-04-11,H002,Green Valley Medical Center,D04,Orthopedics,Specialty,35,26,74.29,6,10,0,0.0,1,10.0,4.26,13.11,6,9,4,2.167,1.99,3.07,80.36
2026-04-18,H003,Sunrise Multi-Specialty Hospital,D07,General Surgery,Surgical,40,32,80.0,7,8,2,28.57,0,0.0,5.27,16.46,4,9,5,2.0,1.83,4.36,75.14
2026-04-25,H001,CityCare General Hospital,D03,Cardiology,Specialty,30,27,90.0,6,5,1,16.67,0,0.0,1.82,11.91,7,8,4,2.0,3.5,4.43,84.38
2026-05-02,H002,Green Valley Medical Center,D06,Pediatrics,Medical,30,29,96.67,3,4,1,33.33,0,0.0,2.87,20.03,3,8,4,4.0,2.85,3.49,82.59
2026-05-09,H003,Sunrise Multi-Specialty Hospital,D02,General Medicine,Medical,50,33,66.0,17,17,2,11.76,0,0.0,4.02,22.8,7,8,6,0.824,3.45,4.02,73.19
2026-05-16,H001,CityCare General Hospital,D05,ICU,Critical Care,20,12,60.0,6,4,1,16.67,0,0.0,10.34,18.38,3,7,2,1.5,0.26,4.17,64.16
2026-05-23,H002,Green Valley Medical Center,D01,Emergency Department,Emergency,35,28,80.0,4,3,1,25.0,0,0.0,6.73,26.7,3,5,2,1.75,3.54,4.14,70.56
2026-05-30,H003,Sunrise Multi-Specialty Hospital,D04,Orthopedics,Specialty,35,21,60.0,4,4,2,50.0,0,0.0,5.83,15.86,3,6,2,2.0,4.88,3.94,57.99
2026-06-06,H001,CityCare General Hospital,D07,General Surgery,Surgical,40,33,82.5,6,5,1,16.67,0,0.0,8.97,12.93,4,7,4,1.833,0.24,4.16,74.46
2026-06-13,H002,Green Valley Medical Center,D03,Cardiology,Specialty,30,26,86.67,4,3,0,0.0,0,0.0,3.18,27.98,4,5,2,1.75,3.37,3.91,84.38
2026-06-20,H003,Sunrise Multi-Specialty Hospital,D06,Pediatrics,Medical,30,21,70.0,7,8,1,14.29,1,12.5,6.83,14.11,8,7,2,1.286,1.18,4.22,72.8
2026-06-27,H001,CityCare General Hospital,D02,General Medicine,Medical,50,30,60.0,7,7,0,0.0,0,0.0,4.89,9.19,5,10,5,2.143,2.33,4.02,73.71
2026-01-05,H002,Green Valley Medical Center,D05,ICU,Critical Care,20,15,75.0,2,0,0,0.0,0,0.0,10.8,30.82,5,3,3,3.0,2.54,4.75,68.29
2026-01-12,H003,Sunrise Multi-Specialty Hospital,D01,Emergency Department,Emergency,35,22,62.86,5,7,0,0.0,0,0.0,8.19,25.4,1,9,4,2.6,2.42,4.11,68.8
2026-01-19,H001,CityCare General Hospital,D04,Orthopedics,Specialty,35,29,82.86,8,6,0,0.0,1,16.67,4.66,27.33,5,7,2,1.125,0.95,4.81,84.33
2026-01-26,H002,Green Valley Medical Center,D07,General Surgery,Surgical,40,20,50.0,6,1,1,16.67,0,0.0,3.41,19.27,5,9,5,2.333,3.81,4.21,67.1
2026-02-02,H003,Sunrise Multi-Specialty Hospital,D03,Cardiology,Specialty,30,18,60.0,5,6,0,0.0,0,0.0,3.94,24.06,4,7,2,1.8,1.61,4.58,76.53
2026-02-09,H001,CityCare General Hospital,D06,Pediatrics,Medical,30,24,80.0,4,3,1,25.0,0,0.0,7.16,18.62,7,6,2,2.0,2.65,3.52,71.23
2026-02-16,H002,Green Valley Medical Center,D02,General Medicine,Medical,50,34,68.0,10,11,0,0.0,0,0.0,2.08,9.57,1,12,4,1.6,2.05,3.83,81.88
2026-02-23,H003,Sunrise Multi-Specialty Hospital,D05,ICU,Critical Care,20,17,85.0,3,5,0,0.0,0,0.0,11.07,3.45,5,3,2,1.667,2.8,4.14,70.9
2026-03-02,H001,CityCare General Hospital,D01,Emergency Department,Emergency,35,23,65.71,5,5,0,0.0,0,0.0,7.23,11.36,3,7,4,2.2,2.81,4.06,70.85
2026-03-09,H002,Green Valley Medical Center,D04,Orthopedics,Specialty,35,22,62.86,7,2,0,0.0,0,0.0,7.23,4.38,3,8,2,1.429,4.15,3.98,67.71
2026-03-16,H003,Sunrise Multi-Specialty Hospital,D07,General Surgery,Surgical,40,36,90.0,7,6,0,0.0,0,0.0,8.96,11.14,10,10,4,2.0,2.77,4.3,76.39
2026-03-23,H001,CityCare General Hospital,D03,Cardiology,Specialty,30,13,43.33,6,5,0,0.0,0,0.0,7.58,26.6,3,5,3,1.333,2.7,3.82,62.58
2026-03-30,H002,Green Valley Medical Center,D06,Pediatrics,Medical,30,25,83.33,8,7,1,12.5,0,0.0,3.94,13.77,2,6,2,1.0,1.87,4.32,81.78
2026-04-06,H003,Sunrise Multi-Specialty Hospital,D02,General Medicine,Medical,50,29,58.0,8,9,1,12.5,0,0.0,5.54,6.83,6,12,4,2.0,2.15,3.84,69.66
2026-04-13,H001,CityCare General Hospital,D05,ICU,Critical Care,20,20,100.0,2,0,0,0.0,0,0.0,9.65,38.08,2,7,3,5.0,0.73,3.91,81.94
2026-04-20,H002,Green Valley Medical Center,D01,Emergency Department,Emergency,35,21,60.0,7,3,1,14.29,0,0.0,6.82,4.2,10,10,2,1.714,0.56,5.0,70.31
2026-04-27,H003,Sunrise Multi-Specialty Hospital,D04,Orthopedics,Specialty,35,25,71.43,6,3,0,0.0,0,0.0,3.25,24.39,5,8,3,1.833,0.17,4.2,84.04
2026-05-04,H001,CityCare General Hospital,D07,General Surgery,Surgical,40,27,67.5,5,5,0,0.0,0,0.0,7.69,21.21,4,7,5,2.4,0.4,4.33,74.53
2026-05-11,H002,Green Valley Medical Center,D03,Cardiology,Specialty,30,24,80.0,6,2,0,0.0,0,0.0,1.84,25.45,4,9,4,2.167,2.57,4.81,85.67
2026-05-18,H003,Sunrise Multi-Specialty Hospital,D06,Pediatrics,Medical,30,27,90.0,11,9,4,36.36,0,0.0,5.84,24.35,5,9,2,1.0,0.0,4.64,79.01
2026-05-25,H001,CityCare General Hospital,D02,General Medicine,Medical,50,42,84.0,10,7,1,10.0,0,0.0,5.47,11.11,6,8,6,1.4,2.72,3.73,78.48
2026-06-01,H002,Green Valley Medical Center,D05,ICU,Critical Care,20,14,70.0,6,3,0,0.0,0,0.0,11.63,27.83,3,2,1,0.5,3.05,4.22,64.27
2026-06-08,H003,Sunrise Multi-Specialty Hospital,D01,Emergency Department,Emergency,35,31,88.57,8,7,1,12.5,0,0.0,8.58,21.67,4,8,2,1.25,1.54,5.0,76.02
2026-06-15,H001,CityCare General Hospital,D04,Orthopedics,Specialty,35,23,65.71,4,2,0,0.0,0,0.0,1.88,24.6,4,9,2,2.75,1.37,4.12,82.52
2026-06-22,H002,Green Valley Medical Center,D07,General Surgery,Surgical,40,25,62.5,13,12,0,0.0,0,0.0,8.32,13.29,3,8,4,0.923,4.37,4.73,65.32
2026-06-29,H003,Sunrise Multi-Specialty Hospital,D03,Cardiology,Specialty,30,17,56.67,3,0,1,33.33,0,0.0,5.26,14.61,4,5,4,3.0,2.22,4.08,65.41
2026-01-07,H001,CityCare General Hospital,D06,Pediatrics,Medical,30,23,76.67,4,9,0,0.0,0,0.0,5.42,24.99,5,8,4,3.0,0.59,3.55,81.41
2026-01-14,H002,Green Valley Medical Center,D02,General Medicine,Medical,50,33,66.0,10,13,0,0.0,0,0.0,2.77,26.77,5,13,4,1.7,2.25,4.13,79.65
2026-01-21,H003,Sunrise Multi-Specialty Hospital,D05,ICU,Critical Care,20,9,45.0,3,1,1,33.33,0,0.0,3.17,18.38,3,5,2,2.333,1.32,3.62,66.42
2026-01-28,H001,CityCare General Hospital,D01,Emergency Department,Emergency,35,23,65.71,7,4,0,0.0,0,0.0,9.2,20.59,5,6,2,1.143,3.64,4.12,66.07
2026-02-04,H002,Green Valley Medical Center,D04,Orthopedics,Specialty,35,19,54.29,10,9,0,0.0,0,0.0,7.65,13.8,7,10,2,1.2,0.0,4.98,70.61
2026-02-11,H003,Sunrise Multi-Specialty Hospital,D07,General Surgery,Surgical,40,24,60.0,3,4,0,0.0,0,0.0,3.59,4.3,4,6,4,3.333,2.85,4.05,75.16
2026-02-18,H001,CityCare General Hospital,D03,Cardiology,Specialty,30,19,63.33,11,11,0,0.0,0,0.0,8.85,29.91,8,6,3,0.818,1.46,4.12,69.34
2026-02-25,H002,Green Valley Medical Center,D06,Pediatrics,Medical,30,26,86.67,6,0,0,0.0,0,0.0,3.26,3.3,2,7,4,1.833,4.86,4.14,81.85
2026-03-04,H003,Sunrise Multi-Specialty Hospital,D02,General Medicine,Medical,50,41,82.0,8,7,1,12.5,0,0.0,2.06,20.93,7,12,6,2.25,2.42,4.07,83.72
2026-03-11,H001,CityCare General Hospital,D05,ICU,Critical Care,20,16,80.0,6,2,0,0.0,1,50.0,2.9,44.31,4,6,2,1.333,1.44,4.51,85.62
2026-03-18,H002,Green Valley Medical Center,D01,Emergency Department,Emergency,35,28,80.0,8,5,1,12.5,0,0.0,4.36,23.59,3,9,2,1.375,0.0,4.3,82.87
2026-03-25,H003,Sunrise Multi-Specialty Hospital,D04,Orthopedics,Specialty,35,21,60.0,7,4,1,14.29,0,0.0,8.26,28.81,5,7,4,1.571,3.67,3.7,62.82
2026-04-01,H001,CityCare General Hospital,D07,General Surgery,Surgical,40,40,100.0,7,4,2,28.57,0,0.0,6.46,20.95,10,9,5,2.0,4.42,3.93,75.91
