resource_utilization_id,hospital_id,hospital_name,resource_type,date,department_id,department_name,ward_id,ward_name,shift,total_units_available,units_in_use,utilization_rate_pct,doctor_count,nurse_count,technician_count,pharmacist_count,admin_count,drug_id,drug_name,drug_category,reorder_level_threshold,shortage_flag,manufacturer_name,reliability_rating
7941,1,HMIS Hospital,Bed,2023-08-21,4,Pediatrics,,,,70,17,24.29,,,,,,,,,,,,
7942,1,HMIS Hospital,Bed,2023-08-22,4,Pediatrics,,,,70,15,21.43,,,,,,,,,,,,
7943,1,HMIS Hospital,Bed,2023-08-23,4,Pediatrics,,,,70,17,24.29,,,,,,,,,,,,
7944,1,HMIS Hospital,Bed,2023-08-24,4,Pediatrics,,,,70,18,25.71,,,,,,,,,,,,
7945,1,HMIS Hospital,Bed,2023-08-25,4,Pediatrics,,,,70,16,22.86,,,,,,,,,,,,
7946,1,HMIS Hospital,Bed,2023-08-26,4,Pediatrics,,,,70,18,25.71,,,,,,,,,,,,
7947,1,HMIS Hospital,Bed,2023-08-27,4,Pediatrics,,,,70,17,24.29,,,,,,,,,,,,
7948,1,HMIS Hospital,Bed,2023-08-28,4,Pediatrics,,,,70,20,28.57,,,,,,,,,,,,
7949,1,HMIS Hospital,Bed,2023-08-29,4,Pediatrics,,,,70,18,25.71,,,,,,,,,,,,
7950,1,HMIS Hospital,Bed,2023-08-30,4,Pediatrics,,,,70,17,24.29,,,,,,,,,,,,
7951,1,HMIS Hospital,Bed,2023-08-31,4,Pediatrics,,,,70,17,24.29,,,,,,,,,,,,
7952,1,HMIS Hospital,Bed,2023-09-01,4,Pediatrics,,,,70,15,21.43,,,,,,,,,,,,
7953,1,HMIS Hospital,Bed,2023-09-02,4,Pediatrics,,,,70,12,17.14,,,,,,,,,,,,
7954,1,HMIS Hospital,Bed,2023-09-03,4,Pediatrics,,,,70,13,18.57,,,,,,,,,,,,
7955,1,HMIS Hospital,Bed,2023-09-04,4,Pediatrics,,,,70,11,15.71,,,,,,,,,,,,
7956,1,HMIS Hospital,Bed,2023-09-05,4,Pediatrics,,,,70,13,18.57,,,,,,,,,,,,
7957,1,HMIS Hospital,Bed,2023-09-06,4,Pediatrics,,,,70,14,20.0,,,,,,,,,,,,
7958,1,HMIS Hospital,Bed,2023-09-07,4,Pediatrics,,,,70,18,25.71,,,,,,,,,,,,
7959,1,HMIS Hospital,Bed,2023-09-08,4,Pediatrics,,,,70,22,31.43,,,,,,,,,,,,
7960,1,HMIS Hospital,Bed,2023-09-09,4,Pediatrics,,,,70,24,34.29,,,,,,,,,,,,
7961,1,HMIS Hospital,Bed,2023-09-10,4,Pediatrics,,,,70,25,35.71,,,,,,,,,,,,
7962,1,HMIS Hospital,Bed,2023-09-11,4,Pediatrics,,,,70,22,31.43,,,,,,,,,,,,
7963,1,HMIS Hospital,Bed,2023-09-12,4,Pediatrics,,,,70,17,24.29,,,,,,,,,,,,
7964,1,HMIS Hospital,Bed,2023-09-13,4,Pediatrics,,,,70,18,25.71,,,,,,,,,,,,
7965,1,HMIS Hospital,Bed,2023-09-14,4,Pediatrics,,,,70,24,34.29,,,,,,,,,,,,
7966,1,HMIS Hospital,Bed,2023-09-15,4,Pediatrics,,,,70,26,37.14,,,,,,,,,,,,
7967,1,HMIS Hospital,Bed,2023-09-16,4,Pediatrics,,,,70,22,31.43,,,,,,,,,,,,
7968,1,HMIS Hospital,Bed,2023-09-17,4,Pediatrics,,,,70,20,28.57,,,,,,,,,,,,
7969,1,HMIS Hospital,Bed,2023-09-18,4,Pediatrics,,,,70,19,27.14,,,,,,,,,,,,
7970,1,HMIS Hospital,Bed,2023-09-19,4,Pediatrics,,,,70,21,30.0,,,,,,,,,,,,
7971,1,HMIS Hospital,Bed,2023-09-20,4,Pediatrics,,,,70,17,24.29,,,,,,,,,,,,
7972,1,HMIS Hospital,Bed,2023-09-21,4,Pediatrics,,,,70,16,22.86,,,,,,,,,,,,
7973,1,HMIS Hospital,Bed,2023-09-22,4,Pediatrics,,,,70,15,21.43,,,,,,,,,,,,
7974,1,HMIS Hospital,Bed,2023-09-23,4,Pediatrics,,,,70,15,21.43,,,,,,,,,,,,
7975,1,HMIS Hospital,Bed,2023-09-24,4,Pediatrics,,,,70,19,27.14,,,,,,,,,,,,
7976,1,HMIS Hospital,Bed,2023-09-25,4,Pediatrics,,,,70,16,22.86,,,,,,,,,,,,
7977,1,HMIS Hospital,Bed,2023-09-26,4,Pediatrics,,,,70,15,21.43,,,,,,,,,,,,
7978,1,HMIS Hospital,Bed,2023-09-27,4,Pediatrics,,,,70,16,22.86,,,,,,,,,,,,
7979,1,HMIS Hospital,Bed,2023-09-28,4,Pediatrics,,,,70,19,27.14,,,,,,,,,,,,
7980,1,HMIS Hospital,Bed,2023-09-29,4,Pediatrics,,,,70,24,34.29,,,,,,,,,,,,
7981,1,HMIS Hospital,Bed,2023-09-30,4,Pediatrics,,,,70,24,34.29,,,,,,,,,,,,
7982,1,HMIS Hospital,Bed,2023-10-01,4,Pediatrics,,,,70,19,27.14,,,,,,,,,,,,
7983,1,HMIS Hospital,Bed,2023-10-02,4,Pediatrics,,,,70,25,35.71,,,,,,,,,,,,
7984,1,HMIS Hospital,Bed,2023-10-03,4,Pediatrics,,,,70,22,31.43,,,,,,,,,,,,
7985,1,HMIS Hospital,Bed,2023-10-04,4,Pediatrics,,,,70,23,32.86,,,,,,,,,,,,
7986,1,HMIS Hospital,Bed,2023-10-05,4,Pediatrics,,,,70,22,31.43,,,,,,,,,,,,
7987,1,HMIS Hospital,Bed,2023-10-06,4,Pediatrics,,,,70,22,31.43,,,,,,,,,,,,
7988,1,HMIS Hospital,Bed,2023-10-07,4,Pediatrics,,,,70,21,30.0,,,,,,,,,,,,
7989,1,HMIS Hospital,Bed,2023-10-08,4,Pediatrics,,,,70,23,32.86,,,,,,,,,,,,
7990,1,HMIS Hospital,Bed,2023-10-09,4,Pediatrics,,,,70,23,32.86,,,,,,,,,,,,
7991,1,HMIS Hospital,Bed,2023-10-10,4,Pediatrics,,,,70,23,32.86,,,,,,,,,,,,
7992,1,HMIS Hospital,Bed,2023-10-11,4,Pediatrics,,,,70,18,25.71,,,,,,,,,,,,
7993,1,HMIS Hospital,Bed,2023-10-12,4,Pediatrics,,,,70,20,28.57,,,,,,,,,,,,
7994,1,HMIS Hospital,Bed,2023-10-13,4,Pediatrics,,,,70,22,31.43,,,,,,,,,,,,
7995,1,HMIS Hospital,Bed,2023-10-14,4,Pediatrics,,,,70,21,30.0,,,,,,,,,,,,
7996,1,HMIS Hospital,Bed,2023-10-15,4,Pediatrics,,,,70,23,32.86,,,,,,,,,,,,
7997,1,HMIS Hospital,Bed,2023-10-16,4,Pediatrics,,,,70,19,27.14,,,,,,,,,,,,
7998,1,HMIS Hospital,Bed,2023-10-17,4,Pediatrics,,,,70,17,24.29,,,,,,,,,,,,
7999,1,HMIS Hospital,Bed,2023-10-18,4,Pediatrics,,,,70,17,24.29,,,,,,,,,,,,
8000,1,HMIS Hospital,Bed,2023-10-19,4,Pediatrics,,,,70,16,22.86,,,,,,,,,,,,
8001,1,HMIS Hospital,Bed,2023-10-20,4,Pediatrics,,,,70,16,22.86,,,,,,,,,,,,
8002,1,HMIS Hospital,Bed,2023-10-21,4,Pediatrics,,,,70,14,20.0,,,,,,,,,,,,
8003,1,HMIS Hospital,Bed,2023-10-22,4,Pediatrics,,,,70,16,22.86,,,,,,,,,,,,
8004,1,HMIS Hospital,Bed,2023-10-23,4,Pediatrics,,,,70,16,22.86,,,,,,,,,,,,
8005,1,HMIS Hospital,Bed,2023-10-24,4,Pediatrics,,,,70,19,27.14,,,,,,,,,,,,
8006,1,HMIS Hospital,Bed,2023-10-25,4,Pediatrics,,,,70,15,21.43,,,,,,,,,,,,
8007,1,HMIS Hospital,Bed,2023-10-26,4,Pediatrics,,,,70,15,21.43,,,,,,,,,,,,
8008,1,HMIS Hospital,Bed,2023-10-27,4,Pediatrics,,,,70,14,20.0,,,,,,,,,,,,
8009,1,HMIS Hospital,Bed,2023-10-28,4,Pediatrics,,,,70,14,20.0,,,,,,,,,,,,
8010,1,HMIS Hospital,Bed,2023-10-29,4,Pediatrics,,,,70,13,18.57,,,,,,,,,,,,
8011,1,HMIS Hospital,Bed,2023-10-30,4,Pediatrics,,,,70,10,14.29,,,,,,,,,,,,
8012,1,HMIS Hospital,Bed,2023-10-31,4,Pediatrics,,,,70,15,21.43,,,,,,,,,,,,
8013,1,HMIS Hospital,Bed,2023-11-01,4,Pediatrics,,,,70,18,25.71,,,,,,,,,,,,
8014,1,HMIS Hospital,Bed,2023-11-02,4,Pediatrics,,,,70,17,24.29,,,,,,,,,,,,
8015,1,HMIS Hospital,Bed,2023-11-03,4,Pediatrics,,,,70,20,28.57,,,,,,,,,,,,
8016,1,HMIS Hospital,Bed,2023-11-04,4,Pediatrics,,,,70,22,31.43,,,,,,,,,,,,
8017,1,HMIS Hospital,Bed,2023-11-05,4,Pediatrics,,,,70,20,28.57,,,,,,,,,,,,
8018,1,HMIS Hospital,Bed,2023-11-06,4,Pediatrics,,,,70,20,28.57,,,,,,,,,,,,
8019,1,HMIS Hospital,Bed,2023-11-07,4,Pediatrics,,,,70,19,27.14,,,,,,,,,,,,
8020,1,HMIS Hospital,Bed,2023-11-08,4,Pediatrics,,,,70,26,37.14,,,,,,,,,,,,
8021,1,HMIS Hospital,Bed,2023-11-09,4,Pediatrics,,,,70,25,35.71,,,,,,,,,,,,
8022,1,HMIS Hospital,Bed,2023-11-10,4,Pediatrics,,,,70,24,34.29,,,,,,,,,,,,
8023,1,HMIS Hospital,Bed,2023-11-11,4,Pediatrics,,,,70,17,24.29,,,,,,,,,,,,
8024,1,HMIS Hospital,Bed,2023-11-12,4,Pediatrics,,,,70,18,25.71,,,,,,,,,,,,
8025,1,HMIS Hospital,Bed,2023-11-13,4,Pediatrics,,,,70,21,30.0,,,,,,,,,,,,
8026,1,HMIS Hospital,Bed,2023-11-14,4,Pediatrics,,,,70,21,30.0,,,,,,,,,,,,
8027,1,HMIS Hospital,Bed,2023-11-15,4,Pediatrics,,,,70,20,28.57,,,,,,,,,,,,
8028,1,HMIS Hospital,Bed,2023-11-16,4,Pediatrics,,,,70,18,25.71,,,,,,,,,,,,
8029,1,HMIS Hospital,Bed,2023-11-17,4,Pediatrics,,,,70,19,27.14,,,,,,,,,,,,
8030,1,HMIS Hospital,Bed,2023-11-18,4,Pediatrics,,,,70,20,28.57,,,,,,,,,,,,
8031,1,HMIS Hospital,Bed,2023-11-19,4,Pediatrics,,,,70,23,32.86,,,,,,,,,,,,
8032,1,HMIS Hospital,Bed,2023-11-20,4,Pediatrics,,,,70,25,35.71,,,,,,,,,,,,
8033,1,HMIS Hospital,Bed,2023-11-21,4,Pediatrics,,,,70,23,32.86,,,,,,,,,,,,
8034,1,HMIS Hospital,Bed,2023-11-22,4,Pediatrics,,,,70,27,38.57,,,,,,,,,,,,
8035,1,HMIS Hospital,Bed,2023-11-23,4,Pediatrics,,,,70,24,34.29,,,,,,,,,,,,
8036,1,HMIS Hospital,Bed,2023-11-24,4,Pediatrics,,,,70,24,34.29,,,,,,,,,,,,
8037,1,HMIS Hospital,Bed,2023-11-25,4,Pediatrics,,,,70,22,31.43,,,,,,,,,,,,
8038,1,HMIS Hospital,Bed,2023-11-26,4,Pediatrics,,,,70,24,34.29,,,,,,,,,,,,
8039,1,HMIS Hospital,Bed,2023-11-27,4,Pediatrics,,,,70,26,37.14,,,,,,,,,,,,
8040,1,HMIS Hospital,Bed,2023-11-28,4,Pediatrics,,,,70,27,38.57,,,,,,,,,,,,
8041,1,HMIS Hospital,Bed,2023-11-29,4,Pediatrics,,,,70,19,27.14,,,,,,,,,,,,
8042,1,HMIS Hospital,Bed,2023-11-30,4,Pediatrics,,,,70,20,28.57,,,,,,,,,,,,
8043,1,HMIS Hospital,Bed,2023-12-01,4,Pediatrics,,,,70,17,24.29,,,,,,,,,,,,
8044,1,HMIS Hospital,Bed,2023-12-02,4,Pediatrics,,,,70,18,25.71,,,,,,,,,,,,
8045,1,HMIS Hospital,Bed,2023-12-03,4,Pediatrics,,,,70,22,31.43,,,,,,,,,,,,
8046,1,HMIS Hospital,Bed,2023-12-04,4,Pediatrics,,,,70,19,27.14,,,,,,,,,,,,
8047,1,HMIS Hospital,Bed,2023-12-05,4,Pediatrics,,,,70,16,22.86,,,,,,,,,,,,
8048,1,HMIS Hospital,Bed,2023-12-06,4,Pediatrics,,,,70,16,22.86,,,,,,,,,,,,
8049,1,HMIS Hospital,Bed,2023-12-07,4,Pediatrics,,,,70,19,27.14,,,,,,,,,,,,
8050,1,HMIS Hospital,Bed,2023-12-08,4,Pediatrics,,,,70,21,30.0,,,,,,,,,,,,
8051,1,HMIS Hospital,Bed,2023-12-09,4,Pediatrics,,,,70,22,31.43,,,,,,,,,,,,
8052,1,HMIS Hospital,Bed,2023-12-10,4,Pediatrics,,,,70,22,31.43,,,,,,,,,,,,
8053,1,HMIS Hospital,Bed,2023-12-11,4,Pediatrics,,,,70,19,27.14,,,,,,,,,,,,
8054,1,HMIS Hospital,Bed,2023-12-12,4,Pediatrics,,,,70,18,25.71,,,,,,,,,,,,
8055,1,HMIS Hospital,Bed,2023-12-13,4,Pediatrics,,,,70,18,25.71,,,,,,,,,,,,
8056,1,HMIS Hospital,Bed,2023-12-14,4,Pediatrics,,,,70,19,27.14,,,,,,,,,,,,
8057,1,HMIS Hospital,Bed,2023-12-15,4,Pediatrics,,,,70,20,28.57,,,,,,,,,,,,
8058,1,HMIS Hospital,Bed,2023-12-16,4,Pediatrics,,,,70,23,32.86,,,,,,,,,,,,
8059,1,HMIS Hospital,Bed,2023-12-17,4,Pediatrics,,,,70,24,34.29,,,,,,,,,,,,
8060,1,HMIS Hospital,Bed,2023-12-18,4,Pediatrics,,,,70,21,30.0,,,,,,,,,,,,
8061,1,HMIS Hospital,Bed,2023-12-19,4,Pediatrics,,,,70,22,31.43,,,,,,,,,,,,
8062,1,HMIS Hospital,Bed,2023-12-20,4,Pediatrics,,,,70,21,30.0,,,,,,,,,,,,
8063,1,HMIS Hospital,Bed,2023-12-21,4,Pediatrics,,,,70,21,30.0,,,,,,,,,,,,
8064,1,HMIS Hospital,Bed,2023-12-22,4,Pediatrics,,,,70,16,22.86,,,,,,,,,,,,
8065,1,HMIS Hospital,Bed,2023-12-23,4,Pediatrics,,,,70,16,22.86,,,,,,,,,,,,
8066,1,HMIS Hospital,Bed,2023-12-24,4,Pediatrics,,,,70,21,30.0,,,,,,,,,,,,
8067,1,HMIS Hospital,Bed,2023-12-25,4,Pediatrics,,,,70,25,35.71,,,,,,,,,,,,
8068,1,HMIS Hospital,Bed,2023-12-26,4,Pediatrics,,,,70,25,35.71,,,,,,,,,,,,
8069,1,HMIS Hospital,Bed,2023-12-27,4,Pediatrics,,,,70,23,32.86,,,,,,,,,,,,
8070,1,HMIS Hospital,Bed,2023-12-28,4,Pediatrics,,,,70,22,31.43,,,,,,,,,,,,
8071,1,HMIS Hospital,Bed,2023-12-29,4,Pediatrics,,,,70,24,34.29,,,,,,,,,,,,
8072,1,HMIS Hospital,Bed,2023-12-30,4,Pediatrics,,,,70,18,25.71,,,,,,,,,,,,
8073,1,HMIS Hospital,Bed,2023-12-31,4,Pediatrics,,,,70,16,22.86,,,,,,,,,,,,
8074,1,HMIS Hospital,Bed,2024-01-01,4,Pediatrics,,,,70,20,28.57,,,,,,,,,,,,
8075,1,HMIS Hospital,Bed,2024-01-02,4,Pediatrics,,,,70,14,20.0,,,,,,,,,,,,
8076,1,HMIS Hospital,Bed,2024-01-03,4,Pediatrics,,,,70,16,22.86,,,,,,,,,,,,
8077,1,HMIS Hospital,Bed,2024-01-04,4,Pediatrics,,,,70,15,21.43,,,,,,,,,,,,
8078,1,HMIS Hospital,Bed,2024-01-05,4,Pediatrics,,,,70,14,20.0,,,,,,,,,,,,
8079,1,HMIS Hospital,Bed,2024-01-06,4,Pediatrics,,,,70,14,20.0,,,,,,,,,,,,
8080,1,HMIS Hospital,Bed,2024-01-07,4,Pediatrics,,,,70,18,25.71,,,,,,,,,,,,
8081,1,HMIS Hospital,Bed,2024-01-08,4,Pediatrics,,,,70,15,21.43,,,,,,,,,,,,
8082,1,HMIS Hospital,Bed,2024-01-09,4,Pediatrics,,,,70,12,17.14,,,,,,,,,,,,
8083,1,HMIS Hospital,Bed,2024-01-10,4,Pediatrics,,,,70,13,18.57,,,,,,,,,,,,
8084,1,HMIS Hospital,Bed,2024-01-11,4,Pediatrics,,,,70,15,21.43,,,,,,,,,,,,
8085,1,HMIS Hospital,Bed,2024-01-12,4,Pediatrics,,,,70,13,18.57,,,,,,,,,,,,
8086,1,HMIS Hospital,Bed,2024-01-13,4,Pediatrics,,,,70,14,20.0,,,,,,,,,,,,
8087,1,HMIS Hospital,Bed,2024-01-14,4,Pediatrics,,,,70,15,21.43,,,,,,,,,,,,
8088,1,HMIS Hospital,Bed,2024-01-15,4,Pediatrics,,,,70,12,17.14,,,,,,,,,,,,
8089,1,HMIS Hospital,Bed,2024-01-16,4,Pediatrics,,,,70,19,27.14,,,,,,,,,,,,
8090,1,HMIS Hospital,Bed,2024-01-17,4,Pediatrics,,,,70,17,24.29,,,,,,,,,,,,
8091,1,HMIS Hospital,Bed,2024-01-18,4,Pediatrics,,,,70,19,27.14,,,,,,,,,,,,
8092,1,HMIS Hospital,Bed,2024-01-19,4,Pediatrics,,,,70,17,24.29,,,,,,,,,,,,
8093,1,HMIS Hospital,Bed,2024-01-20,4,Pediatrics,,,,70,24,34.29,,,,,,,,,,,,
8094,1,HMIS Hospital,Bed,2024-01-21,4,Pediatrics,,,,70,20,28.57,,,,,,,,,,,,
8095,1,HMIS Hospital,Bed,2024-01-22,4,Pediatrics,,,,70,18,25.71,,,,,,,,,,,,
8096,1,HMIS Hospital,Bed,2024-01-23,4,Pediatrics,,,,70,15,21.43,,,,,,,,,,,,
8097,1,HMIS Hospital,Bed,2024-01-24,4,Pediatrics,,,,70,22,31.43,,,,,,,,,,,,
8098,1,HMIS Hospital,Bed,2024-01-25,4,Pediatrics,,,,70,22,31.43,,,,,,,,,,,,
8099,1,HMIS Hospital,Bed,2024-01-26,4,Pediatrics,,,,70,23,32.86,,,,,,,,,,,,
8100,1,HMIS Hospital,Bed,2024-01-27,4,Pediatrics,,,,70,25,35.71,,,,,,,,,,,,
8101,1,HMIS Hospital,Bed,2024-01-28,4,Pediatrics,,,,70,27,38.57,,,,,,,,,,,,
8102,1,HMIS Hospital,Bed,2024-01-29,4,Pediatrics,,,,70,28,40.0,,,,,,,,,,,,
8103,1,HMIS Hospital,Bed,2024-01-30,4,Pediatrics,,,,70,26,37.14,,,,,,,,,,,,
8104,1,HMIS Hospital,Bed,2024-01-31,4,Pediatrics,,,,70,31,44.29,,,,,,,,,,,,
8105,1,HMIS Hospital,Bed,2024-02-01,4,Pediatrics,,,,70,29,41.43,,,,,,,,,,,,
8106,1,HMIS Hospital,Bed,2024-02-02,4,Pediatrics,,,,70,22,31.43,,,,,,,,,,,,
8107,1,HMIS Hospital,Bed,2024-02-03,4,Pediatrics,,,,70,24,34.29,,,,,,,,,,,,
8108,1,HMIS Hospital,Bed,2024-02-04,4,Pediatrics,,,,70,20,28.57,,,,,,,,,,,,
8109,1,HMIS Hospital,Bed,2024-02-05,4,Pediatrics,,,,70,20,28.57,,,,,,,,,,,,
8110,1,HMIS Hospital,Bed,2024-02-06,4,Pediatrics,,,,70,18,25.71,,,,,,,,,,,,
8111,1,HMIS Hospital,Bed,2024-02-07,4,Pediatrics,,,,70,15,21.43,,,,,,,,,,,,
8112,1,HMIS Hospital,Bed,2024-02-08,4,Pediatrics,,,,70,16,22.86,,,,,,,,,,,,
8113,1,HMIS Hospital,Bed,2024-02-09,4,Pediatrics,,,,70,17,24.29,,,,,,,,,,,,
8114,1,HMIS Hospital,Bed,2024-02-10,4,Pediatrics,,,,70,20,28.57,,,,,,,,,,,,
8115,1,HMIS Hospital,Bed,2024-02-11,4,Pediatrics,,,,70,20,28.57,,,,,,,,,,,,
8116,1,HMIS Hospital,Bed,2024-02-12,4,Pediatrics,,,,70,19,27.14,,,,,,,,,,,,
8117,1,HMIS Hospital,Bed,2024-02-13,4,Pediatrics,,,,70,22,31.43,,,,,,,,,,,,
8118,1,HMIS Hospital,Bed,2024-02-14,4,Pediatrics,,,,70,25,35.71,,,,,,,,,,,,
8119,1,HMIS Hospital,Bed,2024-02-15,4,Pediatrics,,,,70,22,31.43,,,,,,,,,,,,
8120,1,HMIS Hospital,Bed,2024-02-16,4,Pediatrics,,,,70,16,22.86,,,,,,,,,,,,
8121,1,HMIS Hospital,Bed,2024-02-17,4,Pediatrics,,,,70,13,18.57,,,,,,,,,,,,
8122,1,HMIS Hospital,Bed,2024-02-18,4,Pediatrics,,,,70,14,20.0,,,,,,,,,,,,
8123,1,HMIS Hospital,Bed,2024-02-19,4,Pediatrics,,,,70,14,20.0,,,,,,,,,,,,
8124,1,HMIS Hospital,Bed,2024-02-20,4,Pediatrics,,,,70,16,22.86,,,,,,,,,,,,
8125,1,HMIS Hospital,Bed,2024-02-21,4,Pediatrics,,,,70,15,21.43,,,,,,,,,,,,
8126,1,HMIS Hospital,Bed,2024-02-22,4,Pediatrics,,,,70,17,24.29,,,,,,,,,,,,
8127,1,HMIS Hospital,Bed,2024-02-23,4,Pediatrics,,,,70,17,24.29,,,,,,,,,,,,
8128,1,HMIS Hospital,Bed,2024-02-24,4,Pediatrics,,,,70,20,28.57,,,,,,,,,,,,
8129,1,HMIS Hospital,Bed,2024-02-25,4,Pediatrics,,,,70,23,32.86,,,,,,,,,,,,
8130,1,HMIS Hospital,Bed,2024-02-26,4,Pediatrics,,,,70,25,35.71,,,,,,,,,,,,
8131,1,HMIS Hospital,Bed,2024-02-27,4,Pediatrics,,,,70,23,32.86,,,,,,,,,,,,
8132,1,HMIS Hospital,Bed,2024-02-28,4,Pediatrics,,,,70,21,30.0,,,,,,,,,,,,
8133,1,HMIS Hospital,Bed,2024-02-29,4,Pediatrics,,,,70,22,31.43,,,,,,,,,,,,
8134,1,HMIS Hospital,Bed,2024-03-01,4,Pediatrics,,,,70,21,30.0,,,,,,,,,,,,
8135,1,HMIS Hospital,Bed,2024-03-02,4,Pediatrics,,,,70,20,28.57,,,,,,,,,,,,
8136,1,HMIS Hospital,Bed,2024-03-03,4,Pediatrics,,,,70,16,22.86,,,,,,,,,,,,
8137,1,HMIS Hospital,Bed,2024-03-04,4,Pediatrics,,,,70,13,18.57,,,,,,,,,,,,
8138,1,HMIS Hospital,Bed,2024-03-05,4,Pediatrics,,,,70,11,15.71,,,,,,,,,,,,
8139,1,HMIS Hospital,Bed,2024-03-06,4,Pediatrics,,,,70,10,14.29,,,,,,,,,,,,
8140,1,HMIS Hospital,Bed,2024-03-07,4,Pediatrics,,,,70,9,12.86,,,,,,,,,,,,
8141,1,HMIS Hospital,Bed,2024-03-08,4,Pediatrics,,,,70,10,14.29,,,,,,,,,,,,
8142,1,HMIS Hospital,Bed,2024-03-09,4,Pediatrics,,,,70,12,17.14,,,,,,,,,,,,
8143,1,HMIS Hospital,Bed,2024-03-10,4,Pediatrics,,,,70,19,27.14,,,,,,,,,,,,
8144,1,HMIS Hospital,Bed,2024-03-11,4,Pediatrics,,,,70,17,24.29,,,,,,,,,,,,
8145,1,HMIS Hospital,Bed,2024-03-12,4,Pediatrics,,,,70,16,22.86,,,,,,,,,,,,
8146,1,HMIS Hospital,Bed,2024-03-13,4,Pediatrics,,,,70,18,25.71,,,,,,,,,,,,
8147,1,HMIS Hospital,Bed,2024-03-14,4,Pediatrics,,,,70,17,24.29,,,,,,,,,,,,
8148,1,HMIS Hospital,Bed,2024-03-15,4,Pediatrics,,,,70,20,28.57,,,,,,,,,,,,
8149,1,HMIS Hospital,Bed,2024-03-16,4,Pediatrics,,,,70,18,25.71,,,,,,,,,,,,
8150,1,HMIS Hospital,Bed,2024-03-17,4,Pediatrics,,,,70,15,21.43,,,,,,,,,,,,
8151,1,HMIS Hospital,Bed,2024-03-18,4,Pediatrics,,,,70,17,24.29,,,,,,,,,,,,
8152,1,HMIS Hospital,Bed,2024-03-19,4,Pediatrics,,,,70,21,30.0,,,,,,,,,,,,
8153,1,HMIS Hospital,Bed,2024-03-20,4,Pediatrics,,,,70,21,30.0,,,,,,,,,,,,
8154,1,HMIS Hospital,Bed,2024-03-21,4,Pediatrics,,,,70,25,35.71,,,,,,,,,,,,
8155,1,HMIS Hospital,Bed,2024-03-22,4,Pediatrics,,,,70,22,31.43,,,,,,,,,,,,
8156,1,HMIS Hospital,Bed,2024-03-23,4,Pediatrics,,,,70,20,28.57,,,,,,,,,,,,
8157,1,HMIS Hospital,Bed,2024-03-24,4,Pediatrics,,,,70,21,30.0,,,,,,,,,,,,
8158,1,HMIS Hospital,Bed,2024-03-25,4,Pediatrics,,,,70,19,27.14,,,,,,,,,,,,
8159,1,HMIS Hospital,Bed,2024-03-26,4,Pediatrics,,,,70,18,25.71,,,,,,,,,,,,
8160,1,HMIS Hospital,Bed,2024-03-27,4,Pediatrics,,,,70,19,27.14,,,,,,,,,,,,
8161,1,HMIS Hospital,Bed,2024-03-28,4,Pediatrics,,,,70,17,24.29,,,,,,,,,,,,
8162,1,HMIS Hospital,Bed,2024-03-29,4,Pediatrics,,,,70,18,25.71,,,,,,,,,,,,
8163,1,HMIS Hospital,Bed,2024-03-30,4,Pediatrics,,,,70,12,17.14,,,,,,,,,,,,
8164,1,HMIS Hospital,Bed,2024-03-31,4,Pediatrics,,,,70,12,17.14,,,,,,,,,,,,
8165,1,HMIS Hospital,Bed,2024-04-01,4,Pediatrics,,,,70,9,12.86,,,,,,,,,,,,
8166,1,HMIS Hospital,Bed,2024-04-02,4,Pediatrics,,,,70,14,20.0,,,,,,,,,,,,
8167,1,HMIS Hospital,Bed,2024-04-03,4,Pediatrics,,,,70,11,15.71,,,,,,,,,,,,
8168,1,HMIS Hospital,Bed,2024-04-04,4,Pediatrics,,,,70,11,15.71,,,,,,,,,,,,
8169,1,HMIS Hospital,Bed,2024-04-05,4,Pediatrics,,,,70,10,14.29,,,,,,,,,,,,
8170,1,HMIS Hospital,Bed,2024-04-06,4,Pediatrics,,,,70,10,14.29,,,,,,,,,,,,
8171,1,HMIS Hospital,Bed,2024-04-07,4,Pediatrics,,,,70,15,21.43,,,,,,,,,,,,
8172,1,HMIS Hospital,Bed,2024-04-08,4,Pediatrics,,,,70,19,27.14,,,,,,,,,,,,
8173,1,HMIS Hospital,Bed,2024-04-09,4,Pediatrics,,,,70,21,30.0,,,,,,,,,,,,
8174,1,HMIS Hospital,Bed,2024-04-10,4,Pediatrics,,,,70,21,30.0,,,,,,,,,,,,
8175,1,HMIS Hospital,Bed,2024-04-11,4,Pediatrics,,,,70,19,27.14,,,,,,,,,,,,
8176,1,HMIS Hospital,Bed,2024-04-12,4,Pediatrics,,,,70,19,27.14,,,,,,,,,,,,
8177,1,HMIS Hospital,Bed,2024-04-13,4,Pediatrics,,,,70,20,28.57,,,,,,,,,,,,
8178,1,HMIS Hospital,Bed,2024-04-14,4,Pediatrics,,,,70,21,30.0,,,,,,,,,,,,
8179,1,HMIS Hospital,Bed,2024-04-15,4,Pediatrics,,,,70,20,28.57,,,,,,,,,,,,
8180,1,HMIS Hospital,Bed,2024-04-16,4,Pediatrics,,,,70,18,25.71,,,,,,,,,,,,
8181,1,HMIS Hospital,Bed,2024-04-17,4,Pediatrics,,,,70,22,31.43,,,,,,,,,,,,
8182,1,HMIS Hospital,Bed,2024-04-18,4,Pediatrics,,,,70,19,27.14,,,,,,,,,,,,
8183,1,HMIS Hospital,Bed,2024-04-19,4,Pediatrics,,,,70,18,25.71,,,,,,,,,,,,
